building_id,apns,label,n,signal,members,inferred_units,grouping_confidence,representative,representative_confidence,representative_status,roles,kind,flag_notes,sort_key
B3_2166,060-2423-082-00,(housing-singleton),1,housing_singleton,B2024-06054,,high,B2024-06054,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2167,058-2242-028-00,(housing-singleton),1,housing_singleton,B2025-00972,,high,B2025-00972,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2168,055-1862-009-00,(housing-singleton),1,housing_singleton,B2018-01426,,high,B2018-01426,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2169,058-2188-005-00,(housing-singleton),1,housing_singleton,B2025-00636,,high,B2025-00636,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2170,060-2430-032-01,(housing-singleton),1,housing_singleton,B2023-05748,,high,B2023-05748,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2171,060-2415-015-00,(housing-singleton),1,housing_singleton,B2022-02972,,high,B2022-02972,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2172,054-1780-011-00,(housing-singleton),1,housing_singleton,B2023-02804,,high,B2023-02804,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2173,059-2346-024-00,(housing-singleton),1,housing_singleton,B2023-06107,,high,B2023-06107,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2175,055-1833-018-00,(housing-singleton),1,housing_singleton,B2018-03357,,high,B2018-03357,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2176,056-1970-010-00,(housing-singleton),1,housing_singleton,B2023-05125,,high,B2023-05125,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2177,053-1673-012-00,(housing-singleton),1,housing_singleton,B2020-01282,,high,B2020-01282,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2178,059-2293-001-04,(housing-singleton),1,housing_singleton,B2023-03990,,high,B2023-03990,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2179,055-1863-009-01,(housing-singleton),1,housing_singleton,B2019-02693,,high,B2019-02693,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2180,056-1975-026-00,(housing-singleton),1,housing_singleton,B2025-00303,,high,B2025-00303,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2181,054-1789-005-00,(housing-singleton),1,housing_singleton,B2025-00695,,high,B2025-00695,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2182,056-1935-028-00,(housing-singleton),1,housing_singleton,B2016-02230,,high,B2016-02230,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2183,056-1984-021-00,(housing-singleton),1,housing_singleton,B2023-03910,,high,B2023-03910,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2184,060-2451-015-00,(housing-singleton),1,housing_singleton,B2016-05881,,high,B2016-05881,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2185,063-2952-067-00,(housing-singleton),1,housing_singleton,B2025-02424,,high,B2025-02424,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2186,060-2489-040-01,(housing-singleton),1,housing_singleton,B2025-03839,,high,B2025-03839,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2187,060-2485-011-00,(housing-singleton),1,housing_singleton,B2015-05829,,high,B2015-05829,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2189,060-2436-005-00,(housing-singleton),1,housing_singleton,B2023-02912,,high,B2023-02912,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2190,060-2438-016-00,(housing-singleton),1,housing_singleton,B2024-05021,,high,B2024-05021,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2191,061-2614-006-00,(housing-singleton),1,housing_singleton,B2024-06068,,high,B2024-06068,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2192,061-2577-017-00,(housing-singleton),1,housing_singleton,B2023-00052,,high,B2023-00052,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2193,061-2555-004-00,(housing-singleton),1,housing_singleton,B2025-04095,,high,B2025-04095,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2194,062-2916-004-00,(housing-singleton),1,housing_singleton,B2024-02774,,high,B2024-02774,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2195,062-2945-012-00,(housing-singleton),1,housing_singleton,B2024-05620,,high,B2024-05620,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2196,055-1845-017-00,(housing-singleton),1,housing_singleton,B2025-05899,,high,B2025-05899,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2197,057-2068-009-00,(housing-singleton),1,housing_singleton,B2019-01537,,high,B2019-01537,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2198,063-2964-052-00,(housing-singleton),1,housing_singleton,B2024-04293,,high,B2024-04293,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2199,053-1612-017-00,(housing-singleton),1,housing_singleton,B2019-00401,,high,B2019-00401,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2200,060-2489-025-00,(housing-singleton),1,housing_singleton,B2025-03858,,high,B2025-03858,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2201,059-2292-036-00,(housing-singleton),1,housing_singleton,B2023-02196,,high,B2023-02196,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2202,058-2151-018-01,(housing-singleton),1,housing_singleton,B2022-03086,,high,B2022-03086,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2205,058-2232-023-00,(housing-singleton),1,housing_singleton,B2023-01645,,high,B2023-01645,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2206,060-2394-012-00,(housing-singleton),1,housing_singleton,B2023-03790,,high,B2023-03790,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2207,062-2883-014-00,(housing-singleton),1,housing_singleton,B2023-00166,,high,B2023-00166,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2208,060-2435-049-00,(housing-singleton),1,housing_singleton,B2022-03409,,high,B2022-03409,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2209,064-4240-002-00,(housing-singleton),1,housing_singleton,B2018-01758,,high,B2018-01758,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2211,059-2277-011-00,(housing-singleton),1,housing_singleton,B2022-05620,,high,B2022-05620,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2212,052-1522-009-00,(housing-singleton),1,housing_singleton,B2024-03791,,high,B2024-03791,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2213,056-1915-032-00,(housing-singleton),1,housing_singleton,B2017-03973,,high,B2017-03973,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2217,056-2004-001-00,(housing-singleton),1,housing_singleton,B2014-05752,36.0,high,B2014-05752,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2218,060-2423-034-00,(housing-singleton),1,housing_singleton,B2025-04230,,high,B2025-04230,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2219,055-1903-026-00,(housing-singleton),1,housing_singleton,B2023-00748,,high,B2023-00748,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2220,063-2953-029-00,(housing-singleton),1,housing_singleton,B2024-04460,,high,B2024-04460,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2221,058-2164-010-00,(housing-singleton),1,housing_singleton,B2023-05105,,high,B2023-05105,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2223,059-2263-003-01,(housing-singleton),1,housing_singleton,B2024-04614,,high,B2024-04614,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2224,056-1969-030-00,(housing-singleton),1,housing_singleton,B2017-00538,,high,B2017-00538,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2225,060-2438-034-00,(housing-singleton),1,housing_singleton,B2022-04658,,high,B2022-04658,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2226,056-1970-002-00,(housing-singleton),1,housing_singleton,B2017-01699,,high,B2017-01699,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2228,054-1789-017-00,(housing-singleton),1,housing_singleton,B2023-05163,,high,B2023-05163,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2230,064-4237-004-00,(housing-singleton),1,housing_singleton,B2024-04493,,high,B2024-04493,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2231,060-2446-015-00,(housing-singleton),1,housing_singleton,B2024-04665,,high,B2024-04665,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2232,056-1923-028-00,(housing-singleton),1,housing_singleton,B2024-05691,,high,B2024-05691,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2233,055-1888-024-00,(housing-singleton),1,housing_singleton,B2025-03007,,high,B2025-03007,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2235,063-2983-013-01,(housing-singleton),1,housing_singleton,B2022-00059,,high,B2022-00059,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2236,052-1565-012-00,(housing-singleton),1,housing_singleton,B2023-06277,,high,B2023-06277,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2237,062-2883-019-00,(housing-singleton),1,housing_singleton,B2024-02411,,high,B2024-02411,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2238,061-2562-020-01,(housing-singleton),1,housing_singleton,B2017-02712,,high,B2017-02712,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2239,062-2870-014-00,(housing-singleton),1,housing_singleton,B2025-01260,,high,B2025-01260,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2240,060-2434-012-00,(housing-singleton),1,housing_singleton,B2025-05050,,high,B2025-05050,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2241,058-2141-011-00,(housing-singleton),1,housing_singleton,B2025-05065,,high,B2025-05065,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2242,052-1535-028-00,(housing-singleton),1,housing_singleton,B2022-01505,,high,B2022-01505,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2243,054-1704-026-00,(housing-singleton),1,housing_singleton,B2024-05159,,high,B2024-05159,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2244,062-2915-031-00,(housing-singleton),1,housing_singleton,B2022-02844,,high,B2022-02844,high,single,sitework,housing_singleton,housing_singleton_kept,22
B3_2245,059-2277-018-00,(housing-singleton),1,housing_singleton,B2023-04199,,high,B2023-04199,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2246,060-2412-004-02,(housing-singleton),1,housing_singleton,B2024-05938,,high,B2024-05938,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2247,058-2141-010-00,(housing-singleton),1,housing_singleton,B2021-00868,,high,B2021-00868,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2248,058-2145-047-00,(housing-singleton),1,housing_singleton,B2023-00348,,high,B2023-00348,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2249,054-1727-023-00,(housing-singleton),1,housing_singleton,B2023-03545,,high,B2023-03545,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2250,054-1781-022-02,(housing-singleton),1,housing_singleton,B2025-01419,,high,B2025-01419,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2251,061-2577-006-00,(housing-singleton),1,housing_singleton,B2024-03750,,high,B2024-03750,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2252,058-2232-022-00,(housing-singleton),1,housing_singleton,B2025-01579,,high,B2025-01579,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2253,055-1876-021-01,(housing-singleton),1,housing_singleton,B2025-00875,,high,B2025-00875,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2254,054-1792-013-00,(housing-singleton),1,housing_singleton,B2021-01892,,high,B2021-01892,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2255,060-2417-044-00,(housing-singleton),1,housing_singleton,B2023-04834,,high,B2023-04834,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2256,061-2575-063-00,(housing-singleton),1,housing_singleton,B2023-02141,,high,B2023-02141,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2257,060-2487-031-00,(housing-singleton),1,housing_singleton,B2024-01673,,high,B2024-01673,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2258,063-2971-047-04,(housing-singleton),1,housing_singleton,B2024-02836,,high,B2024-02836,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2259,054-1790-003-00,(housing-singleton),1,housing_singleton,B2024-04713,,high,B2024-04713,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2261,060-2484-005-00,(housing-singleton),1,housing_singleton,B2025-03807,,high,B2025-03807,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2262,063-3140-045-01,(housing-singleton),1,housing_singleton,B2024-05582,,high,B2024-05582,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2263,060-2450-004-01,(housing-singleton),1,housing_singleton,B2025-05496,,high,B2025-05496,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2264,055-1840-010-00,(housing-singleton),1,housing_singleton,B2024-00429,,high,B2024-00429,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2265,058-2118-024-00,(housing-singleton),1,housing_singleton,B2024-03038,,high,B2024-03038,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2266,054-1708-005-00,(housing-singleton),1,housing_singleton,B2021-02307,,high,B2021-02307,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2267,060-2482-016-00,(housing-singleton),1,housing_singleton,B2022-05670,,high,B2022-05670,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2268,056-1936-027-00,(housing-singleton),1,housing_singleton,B2023-01960,,high,B2023-01960,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2269,052-1538-018-00,(housing-singleton),1,housing_singleton,B2025-01122,,high,B2025-01122,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2271,056-1935-026-03,(housing-singleton),1,housing_singleton,B2020-00601,,high,B2020-00601,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2273,063-2961-003-00,(housing-singleton),1,housing_singleton,B2023-03710,,high,B2023-03710,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2274,058-2145-058-00,(housing-singleton),1,housing_singleton,B2024-00410,,high,B2024-00410,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2275,057-2086-034-00,(housing-singleton),1,housing_singleton,B2024-05782,,high,B2024-05782,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2276,060-2448-024-00,(housing-singleton),1,housing_singleton,B2025-04826,,high,B2025-04826,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2278,054-1709-003-00,(housing-singleton),1,housing_singleton,B2024-05363,,high,B2024-05363,high,single,ancillary,housing_singleton,housing_singleton_kept,22
