building_id,apns,label,n,signal,members,inferred_units,grouping_confidence,representative,representative_confidence,representative_status,roles,kind,flag_notes,sort_key
B3_1957,058-2155-015-00,(housing-singleton),1,housing_singleton,B2019-04354,,high,B2019-04354,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1958,063-2964-014-00,(housing-singleton),1,housing_singleton,B2021-04432,,high,B2021-04432,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1959,052-1575-008-00,(housing-singleton),1,housing_singleton,B2022-03346,2.0,high,B2022-03346,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1960,060-2423-002-00,(housing-singleton),1,housing_singleton,B2022-03534,,high,B2022-03534,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1961,063-3140-047-02,(housing-singleton),1,housing_singleton,B2022-04590,,high,B2022-04590,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1962,063-2971-044-00,(housing-singleton),1,housing_singleton,B2024-02404,,high,B2024-02404,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_1964,052-1565-039-00,(housing-singleton),1,housing_singleton,B2016-01064,,high,B2016-01064,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_1965,059-2330-006-00,(housing-singleton),1,housing_singleton,B2022-03122,,high,B2022-03122,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1966,060-2487-027-00,(housing-singleton),1,housing_singleton,B2025-03835,,high,B2025-03835,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_1967,052-1552-027-00,(housing-singleton),1,housing_singleton,B2024-04680,,high,B2024-04680,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_1968,061-2569-008-00,(housing-singleton),1,housing_singleton,B2022-02947,,high,B2022-02947,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1969,063-3140-002-04,(housing-singleton),1,housing_singleton,B2021-05189,,high,B2021-05189,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1970,063-2987-013-00,(housing-singleton),1,housing_singleton,B2020-00013,1.0,high,B2020-00013,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1971,053-1607-035-00,(housing-singleton),1,housing_singleton,B2023-05569,,high,B2023-05569,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_1972,059-2268-012-00,(housing-singleton),1,housing_singleton,B2022-00481,,high,B2022-00481,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1973,052-1574-078-00,(housing-singleton),1,housing_singleton,B2025-01412,,high,B2025-01412,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_1974,056-1917-002-02,(housing-singleton),1,housing_singleton,B2025-02492,,high,B2025-02492,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1975,060-2434-007-00,(housing-singleton),1,housing_singleton,B2025-00479,,high,B2025-00479,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_1977,057-2075-013-00,(housing-singleton),1,housing_singleton,B2024-00807,,high,B2024-00807,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1979,052-1555-006-00,(housing-singleton),1,housing_singleton,B2023-06217,,high,B2023-06217,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_1980,054-1808-010-00,(housing-singleton),1,housing_singleton,B2024-05415,,high,B2024-05415,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1981,052-1448-005-00,(housing-singleton),1,housing_singleton,B2022-00368,,high,B2022-00368,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1982,053-1628-027-00,(housing-singleton),1,housing_singleton,B2023-02242,,high,B2023-02242,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1983,054-1802-014-00,(housing-singleton),1,xref/base,B2025-02754,,high,B2025-02754,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_1984,059-2310-002-05,(housing-singleton),1,housing_singleton,B2017-01855,159.0,high,B2017-01855,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1985,060-2465-027-00,(housing-singleton),1,housing_singleton,B2023-00885,,high,B2023-00885,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1987,061-2558-009-00,(housing-singleton),1,housing_singleton,B2022-02714,,high,B2022-02714,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_1988,058-2168-029-01,(housing-singleton),1,housing_singleton,B2024-05097,,high,B2024-05097,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1990,053-1698-005-00,(housing-singleton),1,housing_singleton,B2025-00658,,high,B2025-00658,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1991,062-2891-030-01,(housing-singleton),1,housing_singleton,B2025-02428,,high,B2025-02428,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1992,052-1562-023-00,(housing-singleton),1,housing_singleton,B2020-01236,,high,B2020-01236,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1993,058-2242-033-01,(housing-singleton),1,housing_singleton,B2025-04915,,high,B2025-04915,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1994,055-1841-003-00,(housing-singleton),1,housing_singleton,B2022-01735,,high,B2022-01735,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_1995,062-2868-013-00,(housing-singleton),1,housing_singleton,B2023-01833,,high,B2023-01833,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1996,058-2159-029-00,(housing-singleton),1,housing_singleton,B2023-00849,,high,B2023-00849,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1997,056-1988-002-02,(housing-singleton),1,housing_singleton,B2024-05253,,high,B2024-05253,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1998,054-1794-010-00,(housing-singleton),1,housing_singleton,B2024-01986,,high,B2024-01986,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_1999,055-1890-010-01,(housing-singleton),1,housing_singleton,B2024-05305,,high,B2024-05305,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2000,055-1832-014-00,(housing-singleton),1,housing_singleton,B2025-01540,,high,B2025-01540,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2001,054-1792-008-00,(housing-singleton),1,housing_singleton,B2020-01247,,high,B2020-01247,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2002,063-2986-019-00,(housing-singleton),1,housing_singleton,B2024-04669,,high,B2024-04669,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2004,056-2007-025-01,(housing-singleton),1,housing_singleton,B2025-02571,,high,B2025-02571,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2005,062-2867-001-00,(housing-singleton),1,housing_singleton,B2024-05177,,high,B2024-05177,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2006,052-1448-005-00,(housing-singleton),1,housing_singleton,B2016-04602,,high,B2016-04602,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2007,055-1867-010-00,(housing-singleton),1,housing_singleton,B2024-03777,,high,B2024-03777,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2008,059-2329-015-00,(housing-singleton),1,housing_singleton,B2022-05083,,high,B2022-05083,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2010,056-1976-020-00,(housing-singleton),1,housing_singleton,B2022-02804,,high,B2022-02804,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2011,055-1832-131-00,(housing-singleton),1,housing_singleton,B2023-00421,,high,B2023-00421,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2012,056-1981-013-00,(housing-singleton),1,housing_singleton,B2025-01297,,high,B2025-01297,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2013,053-1658-014-00,(housing-singleton),1,housing_singleton,B2025-04268,,high,B2025-04268,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2014,053-1602-008-00,(housing-singleton),1,housing_singleton,B2021-00448,,high,B2021-00448,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2015,060-2400-013-00,(housing-singleton),1,housing_singleton,B2025-05706,,high,B2025-05706,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2016,48H-7680-023-01,(housing-singleton),1,housing_singleton,B2023-02475,,high,B2023-02475,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2017,052-1536-011-00,(housing-singleton),1,housing_singleton,B2022-03494,,high,B2022-03494,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2018,052-1517-025-00,(housing-singleton),1,xref/base,B2025-04007,,high,B2025-04007,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2019,060-2482-016-00,(housing-singleton),1,housing_singleton,B2022-03402,,high,B2022-03402,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2020,061-2568-015-00,(housing-singleton),1,housing_singleton,B2024-03819,,high,B2024-03819,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2022,061-2616-020-00,(housing-singleton),1,housing_singleton,B2024-04422,,high,B2024-04422,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2023,056-1965-020-00,(housing-singleton),1,housing_singleton,B2018-04808,,high,B2018-04808,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2024,052-1585-006-00,(housing-singleton),1,housing_singleton,B2023-03232,,high,B2023-03232,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2025,058-2246-016-00,(housing-singleton),1,housing_singleton,B2025-02779,,high,B2025-02779,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2026,060-2423-049-00,(housing-singleton),1,housing_singleton,B2023-03417,,high,B2023-03417,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2027,057-2088-008-01,(housing-singleton),1,housing_singleton,B2024-01153,,high,B2024-01153,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2028,061-2585-001-00,(housing-singleton),1,housing_singleton,B2023-03167,,high,B2023-03167,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2029,052-1567-037-00,(housing-singleton),1,housing_singleton,B2021-03236,,high,B2021-03236,high,single,sitework,housing_singleton,housing_singleton_kept,22
B3_2030,054-1791-010-00,(housing-singleton),1,housing_singleton,B2024-03555,,high,B2024-03555,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2031,061-2584-009-00,(housing-singleton),1,housing_singleton,B2025-01973,,high,B2025-01973,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2032,058-2171-019-00,(housing-singleton),1,housing_singleton,B2016-01284,,high,B2016-01284,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2033,058-2160-027-00,(housing-singleton),1,housing_singleton,B2018-01124,,high,B2018-01124,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2034,,(housing-singleton),1,housing_singleton,B2023-04830,,high,B2023-04830,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2035,055-1832-014-00,(housing-singleton),1,housing_singleton,B2024-02185,,high,B2024-02185,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2036,060-2416-048-02,(housing-singleton),1,housing_singleton,B2023-02956,,high,B2023-02956,high,single,sitework,housing_singleton,housing_singleton_kept,22
B3_2037,054-1809-021-00,(housing-singleton),1,housing_singleton,B2024-01010,,high,B2024-01010,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2040,060-2383-001-02,(housing-singleton),1,housing_singleton,B2020-01361,,high,B2020-01361,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2041,054-1702-001-00,(housing-singleton),1,housing_singleton,B2023-00032,,high,B2023-00032,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2042,063-2984-050-00,(housing-singleton),1,housing_singleton,B2024-00123,,high,B2024-00123,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2043,056-2004-016-00,(housing-singleton),1,housing_singleton,B2024-00049,,high,B2024-00049,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2044,061-2588-038-00,(housing-singleton),1,housing_singleton,B2024-03985,,high,B2024-03985,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2045,052-1548-018-00,(housing-singleton),1,housing_singleton,B2022-04078,,high,B2022-04078,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2046,060-2398-018-00,(housing-singleton),1,housing_singleton,B2024-05847,,high,B2024-05847,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2047,055-1911-029-00,(housing-singleton),1,housing_singleton,B2025-00759,,high,B2025-00759,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2048,057-2082-049-00,(housing-singleton),1,housing_singleton,B2025-01753,,high,B2025-01753,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2049,052-1565-109-00,(housing-singleton),1,housing_singleton,B2022-04383,,high,B2022-04383,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2050,058-2182-049-00,(housing-singleton),1,housing_singleton,B2025-04920,,high,B2025-04920,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2051,059-2277-019-00,(housing-singleton),1,housing_singleton,B2024-04468,,high,B2024-04468,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2052,056-1989-013-00,(housing-singleton),1,housing_singleton,B2023-01208,,high,B2023-01208,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2054,054-1794-008-00,(housing-singleton),1,housing_singleton,B2025-01547,,high,B2025-01547,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2055,055-1851-022-00,(housing-singleton),1,housing_singleton,B2021-02219,,high,B2021-02219,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2056,053-1673-027-00,(housing-singleton),1,housing_singleton,B2024-01981,,high,B2024-01981,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2057,056-1921-008-00,(housing-singleton),1,housing_singleton,B2024-03550,,high,B2024-03550,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2058,055-1914-054-00,(housing-singleton),1,housing_singleton,B2018-01872,,high,B2018-01872,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2059,052-1545-026-00,(housing-singleton),1,housing_singleton,B2024-00759,,high,B2024-00759,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2060,052-1545-021-00,(housing-singleton),1,housing_singleton,B2024-03848,,high,B2024-03848,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2061,061-2615-006-00,(housing-singleton),1,housing_singleton,B2024-02792,,high,B2024-02792,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2063,063-2969-034-37,(housing-singleton),1,housing_singleton,B2019-05488,,high,B2019-05488,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2065,056-1998-003-02,(housing-singleton),1,housing_singleton,B2023-02528,,high,B2023-02528,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2066,059-2257-012-00,(housing-singleton),1,housing_singleton,B2025-00616,,high,B2025-00616,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2067,058-2179-008-00,(housing-singleton),1,housing_singleton,B2024-02435,,high,B2024-02435,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2069,063-3140-091-01,(housing-singleton),1,housing_singleton,B2025-01484,,high,B2025-01484,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2070,058-2140-012-01,(housing-singleton),1,housing_singleton,B2021-05046,,high,B2021-05046,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2071,48H-7670-031-00,(housing-singleton),1,housing_singleton,B2024-06060,,high,B2024-06060,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2072,063-2991-009-01,(housing-singleton),1,housing_singleton,B2023-03444,,high,B2023-03444,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2073,060-2417-013-00,(housing-singleton),1,housing_singleton,B2022-05934,,high,B2022-05934,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2074,062-2868-006-00,(housing-singleton),1,housing_singleton,B2022-00430,,high,B2022-00430,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2076,059-2313-007-00,(housing-singleton),1,housing_singleton,B2023-00892,,high,B2023-00892,high,single,sitework,housing_singleton,housing_singleton_kept,22
B3_2077,060-2469-038-01,(housing-singleton),1,housing_singleton,B2022-04555,,high,B2022-04555,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2078,061-2583-030-00,(housing-singleton),1,xref/base,B2024-02030,,high,B2024-02030,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2079,055-1887-011-00,(housing-singleton),1,housing_singleton,B2024-02377,,high,B2024-02377,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2080,060-2466-014-00,(housing-singleton),1,housing_singleton,B2023-01571,,high,B2023-01571,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2081,052-1580-019-00,(housing-singleton),1,housing_singleton,B2025-02914,,high,B2025-02914,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2082,054-1794-014-01,(housing-singleton),1,housing_singleton,B2023-04424,2.0,high,B2023-04424,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2083,060-2398-015-00,(housing-singleton),1,housing_singleton,B2023-02572,,high,B2023-02572,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2084,060-2436-003-00,(housing-singleton),1,housing_singleton,B2023-02002,,high,B2023-02002,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2085,054-1803-013-00,(housing-singleton),1,housing_singleton,B2025-03504,,high,B2025-03504,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2087,061-2629-013-00,(housing-singleton),1,housing_singleton,B2024-01574,,high,B2024-01574,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2088,060-2482-040-00,(housing-singleton),1,housing_singleton,B2024-00520,,high,B2024-00520,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2089,058-2207-002-02,(housing-singleton),1,housing_singleton,B2023-05876,,high,B2023-05876,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2090,059-2311-010-00,(housing-singleton),1,housing_singleton,B2023-03106,,high,B2023-03106,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2092,054-1809-033-00,(housing-singleton),1,housing_singleton,B2022-01116,,high,B2022-01116,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2093,058-2153-032-00,(housing-singleton),1,housing_singleton,B2024-00504,,high,B2024-00504,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2094,052-1575-007-00,(housing-singleton),1,housing_singleton,B2025-03201,,high,B2025-03201,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2095,059-2292-024-00,(housing-singleton),1,housing_singleton,B2019-00551,,high,B2019-00551,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2096,060-2453-027-00,Building 2,1,building_label,B2025-05158,,high,B2025-05158,high,single,ancillary,label_singleton,labeled_singleton,22
B3_2097,055-1847-012-00,(housing-singleton),1,housing_singleton,B2025-04067,,high,B2025-04067,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2098,058-2119-015-00,(housing-singleton),1,housing_singleton,B2018-02645,,high,B2018-02645,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2099,055-1821-011-00,(housing-singleton),1,housing_singleton,B2022-01427,,high,B2022-01427,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2100,055-1864-010-00,Building A,1,building_label,B2018-02623,,high,B2018-02623,high,single,sitework,multi,-,22
B3_2101,055-1864-010-00,Building B,1,building_label,B2018-02624,8.0,high,B2018-02624,high,single,completion,multi,-,22
B3_2102,055-1864-010-00,(unlabeled-residual),1,xref/base,B2018-02626,3.0,high,B2018-02626,high,single,completion,multi,-,22
B3_2103,055-1905-036-00,(housing-singleton),1,housing_singleton,B2020-00728,,high,B2020-00728,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2105,059-2292-033-00,(housing-singleton),1,housing_singleton,B2023-05295,,high,B2023-05295,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2106,055-1848-071-00,(housing-singleton),1,housing_singleton,B2023-01295,,high,B2023-01295,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2107,055-1903-017-00,(housing-singleton),1,housing_singleton,B2024-05073,,high,B2024-05073,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2108,061-2555-024-00,(housing-singleton),1,housing_singleton,B2025-01808,,high,B2025-01808,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2109,064-4295-018-00,(housing-singleton),1,housing_singleton,B2024-03651,,high,B2024-03651,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2112,052-1563-182-00,(housing-singleton),1,xref/base,B2021-04796,,high,B2021-04796,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2113,056-1938-015-00,(housing-singleton),1,housing_singleton,B2023-02112,,high,B2023-02112,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2114,060-2466-083-00,(housing-singleton),1,housing_singleton,B2017-00897,,high,B2017-00897,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2115,060-2465-011-00,(housing-singleton),1,housing_singleton,B2023-02822,,high,B2023-02822,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2116,054-1784-021-00,(housing-singleton),1,housing_singleton,B2023-02570,,high,B2023-02570,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2117,060-2423-052-00,(housing-singleton),1,housing_singleton,B2024-04509,,high,B2024-04509,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2118,055-1911-021-00,(housing-singleton),1,housing_singleton,B2024-00787,,high,B2024-00787,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2119,058-2118-024-00,Building 813,1,building_label,B2024-03050,,high,B2024-03050,high,single,ancillary,label_singleton,labeled_singleton,22
B3_2120,061-2614-011-00,(housing-singleton),1,housing_singleton,B2025-02763,,high,B2025-02763,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2121,055-1853-024-00,(housing-singleton),1,housing_singleton,B2025-03601,,high,B2025-03601,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2122,062-2895-006-00,(housing-singleton),1,housing_singleton,B2023-02751,,high,B2023-02751,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2123,060-2466-036-00,(housing-singleton),1,housing_singleton,B2022-04881,,high,B2022-04881,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2124,063-2963-064-00,(housing-singleton),1,housing_singleton,B2025-04554,1.0,high,B2025-04554,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2125,057-2056-017-00,(housing-singleton),1,housing_singleton,B2025-01644,,high,B2025-01644,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2126,058-2120-011-00,(housing-singleton),1,housing_singleton,B2022-05893,,high,B2022-05893,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2127,055-1837-019-00,(housing-singleton),1,housing_singleton,B2023-05308,,high,B2023-05308,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2128,055-1899-008-00,(housing-singleton),1,housing_singleton,B2025-00913,,high,B2025-00913,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2129,060-2483-037-01,(housing-singleton),1,housing_singleton,B2024-00311,,high,B2024-00311,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2130,053-1676-012-00,(housing-singleton),1,housing_singleton,B2024-01935,,high,B2024-01935,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2131,053-1614-018-00,Building 5,1,building_label,B2025-02377,,high,B2025-02377,high,single,ancillary,multi,-,22
B3_2132,053-1614-018-00,Building 7,1,building_label,B2025-02377-REV01,,high,B2025-02377-REV01,high,single,revision,multi,revision_family,22
B3_2133,060-2453-046-00,(housing-singleton),1,housing_singleton,B2024-04565,,high,B2024-04565,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2134,059-2270-005-04,(housing-singleton),1,housing_singleton,B2018-00964,,high,B2018-00964,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2135,062-2878-006-00,(housing-singleton),1,housing_singleton,B2023-03950,,high,B2023-03950,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2136,062-2915-041-00,(housing-singleton),1,housing_singleton,B2024-04336,,high,B2024-04336,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2137,058-2151-002-00,(housing-singleton),1,housing_singleton,B2025-00211,,high,B2025-00211,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2138,058-2139-030-00,(housing-singleton),1,xref/base,B2025-04323,,high,B2025-04323,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2139,053-1627-025-00,(housing-singleton),1,housing_singleton,B2025-02342,,high,B2025-02342,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2140,053-1599-010-00,(housing-singleton),1,housing_singleton,B2024-04145,,high,B2024-04145,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2141,053-1679-022-00,(housing-singleton),1,housing_singleton,B2019-00805,,high,B2019-00805,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2142,053-1696-002-00,(housing-singleton),1,housing_singleton,B2024-00883,,high,B2024-00883,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2143,053-1689-008-00,(housing-singleton),1,housing_singleton,B2024-04558,,high,B2024-04558,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2144,057-2087-009-00,(housing-singleton),1,housing_singleton,B2025-02868,,high,B2025-02868,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2145,059-2275-010-01,(housing-singleton),1,housing_singleton,B2022-04583,,high,B2022-04583,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2147,056-1915-023-00,(housing-singleton),1,housing_singleton,B2023-04625,,high,B2023-04625,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2148,052-1535-001-00,(housing-singleton),1,housing_singleton,B2022-05768,,high,B2022-05768,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2149,055-1845-010-00,(housing-singleton),1,housing_singleton,B2024-05247,,high,B2024-05247,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2150,060-2493-009-00,(housing-singleton),1,housing_singleton,B2025-01784,,high,B2025-01784,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2151,057-2015-007-00,(housing-singleton),1,housing_singleton,B2024-00228,,high,B2024-00228,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2152,053-1591-009-00,(housing-singleton),1,housing_singleton,B2022-05909,,high,B2022-05909,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2153,063-2993-022-00,(housing-singleton),1,housing_singleton,B2024-03423,,high,B2024-03423,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2155,054-1731-032-00,(housing-singleton),1,housing_singleton,B2023-04422,,high,B2023-04422,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2156,052-1435-001-03,(housing-singleton),1,housing_singleton,B2024-01290,,high,B2024-01290,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2157,056-2010-013-00,(housing-singleton),1,housing_singleton,B2024-04831,,high,B2024-04831,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2158,062-2888-008-00,(housing-singleton),1,housing_singleton,B2021-01114,,high,B2021-01114,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2159,052-1562-038-00,(housing-singleton),1,housing_singleton,B2021-05304,,high,B2021-05304,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2160,063-2965-050-00,(housing-singleton),1,housing_singleton,B2025-03374,,high,B2025-03374,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2162,056-1971-010-00,(housing-singleton),1,housing_singleton,B2023-03543,,high,B2023-03543,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2163,061-2610-009-00,(housing-singleton),1,housing_singleton,B2024-02618,,high,B2024-02618,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2164,059-2266-019-00,(housing-singleton),1,housing_singleton,B2024-05953,,high,B2024-05953,high,single,ancillary,housing_singleton,housing_singleton_kept,22
