project_id,address,units,v2_status,flag,reason,co_evidence_date,n_census_building_permits,new_construction_permits,latest_building_status,planning_records,planning_statuses,live_planning,assessor_imps,apn,years_since_filing,address_matched_census
338,1824 CURTIS St,1,Completed,ok,,2025-02-06,4,B2021-03122;B2021-03122-REV01,Finaled,,,0,572513.0,057-2086-009-00,,1
339,1168 MILLER Ave,1,Completed,ok,,2025-03-28,6,B2023-01963,Issued,,,0,749793.0,063-2983-011-00,,1
340,1520 TENTH St,1,Completed,ok,,2025-03-18,6,B2023-03106,Issued,,,0,394183.0,059-2311-010-00,,1
341,1615 MCGEE Ave,1,Completed,ok,,2025-02-18,8,B2023-03480;B2023-03480-REV01,Issued,,,0,1095354.0,058-2163-014-00,,1
342,1329 CURTIS St,1,Completed,ok,,2025-03-25,9,B2024-00594,Issued,,,0,1060202.0,060-2391-067-00,,1
344,1570 LE ROY Ave,1,Completed,ok,,,0,,,,,0,423069.0,058-2246-038-00,,0
345,3007 ACTON St,1,Completed,ok,,2025-06-09,3,B2024-01527,Finaled,,,0,813960.0,053-1616-036-00,,1
346,917 CHANNING Way,1,Completed,ok,,2025-10-07,7,B2024-02148;B2024-02148-DEF01,Finaled,ZCBP2015-0632,Approved,1,743624.0,056-1938-019-03,,1
347,2325 SIXTH St,1,Completed,ok,,,4,B2020-01409-REV01;B2020-01409-REV02,Finaled,,,0,635262.0,056-1941-019-00,,1
349,1446 FIFTH St,1,Completed,ok,,2020-01-10,9,B2018-02503;B2018-03127;B2018-03577;B2018-03576,Finaled,,,0,,059-2325-007-00,,1
350,1964 HOPKINS ST,1,Completed,ok,,2025-12-02,9,B2025-00158,Issued,,,0,1216201.0,061-2565-006-00,,1
351,2350 WEST ST,1,Completed,ok,,2025-07-29,3,B2024-05217,Finaled,,,0,612259.0,056-1922-009-00,,1
353,2410 SACRAMENTO St,1,Completed,ok,,2025-04-21,6,B2022-03559;B2022-03559-REV01,Finaled,,,0,412377.0,056-1919-041-00,,1
354,2455 ASHBY Ave,1,Completed,ok,,2025-02-06,5,B2022-05864;B2022-05864-REV01;B2024-00296,Finaled,,,0,774851.0,052-1571-016-00,,1
356,737 JONES St,1,Completed,ok,,2025-05-23,4,B2023-05338;B2023-05338-REV01,Issued,,,0,480856.0,059-2325-011-00,,1
358,2020 DWIGHT Way,1,Completed,ok,,2025-05-30,5,B2023-06296,Finaled,,,0,724200.0,055-1822-027-00,,1
359,20 BROOKSIDE Ave,1,Completed,ok,,2025-05-22,4,B2024-01983,Finaled,,,0,2476600.0,064-4295-023-01,,1
360,1620 ARCH St,1,Completed,ok,,2025-05-06,6,B2019-05024;B2019-05024-REV01;B2019-05024-DEF02,Finaled,,,0,439539.0,058-2184-006-00,,1
361,2735 WALLACE ST,1,Completed,ok,,2025-12-01,4,B2024-02286;B2024-03811;B2025-01245,Issued,,,0,700424.0,054-1742-067-00,,1
362,2210 M L KING JR Way,1,Completed,ok,,,0,,,,,0,3058776.0,057-2018-007-00,,0
363,680 PERALTA Ave,1,Completed,ok,,2025-09-10,9,B2022-02710;B2023-01833,Finaled,,,0,1317348.0,062-2868-013-00,,1
364,8 BROOKSIDE Ave,1,Completed,ok,,2025-06-04,8,B2023-03522,Finaled,ZP2021-0202,Approved,1,1621090.0,064-4295-026-00,,1
366,2440 PRINCE St,1,Completed,ok,,2025-05-07,4,B2023-05918;B2025-00091,Finaled,ZCBP2015-1298,Approved,1,697715.0,052-1559-019-00,,1
367,2710 COLLEGE Ave,1,Completed,ok,,2025-01-17,10,B2024-00176,Under Review,,,0,1110520.0,054-1709-035-00,,1
368,3134 CALIFORNIA St,1,Completed,ok,,2025-03-19,3,B2022-04102,Finaled,,,0,251497.0,052-1544-002-00,,1
369,1449 KAINS Ave,1,Completed,ok,,2025-01-31,2,B2023-04863,Finaled,,,0,755667.0,060-2394-016-00,,1
370,1044 Page St,1,Completed,ok,,,3,B2021-04809;B2022-03122,Finaled,,,0,150758.0,059-2330-006-00,,1
371,1325 California St,1,Completed,ok,,2023-06-12,8,B2021-05114;B2021-05114-REV01,Issued,,,0,1093961.0,060-2433-024-00,,1
372,1437 Stannage Ave,1,Completed,ok,,,2,B2021-01034,Issued,,,0,1145502.0,060-2393-001-00,,1
373,1907 Curtis St,1,Completed,ok,,2023-12-04,7,B2021-05343;B2021-05343-REV01;B2021-05343-DEF02;B2021-05343-REV03,Issued,,,0,826039.0,057-2083-029-00,,1
374,1921 Parker St,1,Completed,ok,,2023-06-28,8,B2021-00733,Issued,,,0,323961.0,055-1816-012-00,,1
375,2304 Russell St,1,Completed,ok,,2023-06-23,4,B2021-02411,Issued,,,0,285058.0,052-1579-014-00,,1
376,1438 Fifth St,1,Completed,ok,,,3,B2021-05366;B2021-05366-REV01,Issued,,,0,1096061.0,059-2325-038-00,,1
377,0 Grizzly Peak Blvd,1,Completed,ok,,,0,,,,,0,1565270.0,063-2969-034-35,,0
378,764 Page St,1,Completed,ok,,,3,B2021-01332;B2021-01332-REV01,Issued,,,0,1013446.0,059-2325-032-00,,1
382,1010 Wildcat Canyon Rd,1,Completed,ok,,,0,,,,,0,652343.0,063-3140-002-04,,0
383,1016 Bancroft Way,1,Completed,ok,,2023-01-09,10,B2022-03219,Finaled,,,0,1548221.0,056-1934-004-00,,1
384,1118 Carleton St,1,Completed,ok,,2023-10-06,10,B2022-04626,Issued,,,0,1140222.0,054-1786-020-00,,1
385,1222 Carleton St,1,Completed,ok,,2020-03-13,5,B2019-01241,Issued,ZP2022-0158,Approved,1,557068.0,054-1787-023-00,,1
386,1525 Ada St,1,Completed,ok,,2023-09-07,2,B2022-02784,Finaled,,,0,264675.0,060-2434-004-00,,1
387,1346 Haskell St,1,Completed,ok,,2023-04-11,6,B2021-03812;B2021-05573;B2021-05573-REV01,Issued,,,0,526670.0,052-1516-001-00,,1
388,1441 Cornell Ave,1,Completed,ok,,2023-10-27,5,B2021-01451;B2021-01449,Finaled,,,0,411173.0,060-2392-054-00,,1
389,1607 Fifth St,1,Completed,ok,,2023-04-28,4,B2022-05138,Finaled,,,0,1422543.0,057-2117-016-00,,1
390,1608 Ward St,1,Completed,ok,,2023-10-11,1,B2022-00662,Finaled,,,0,812681.0,054-1730-021-02,,1
391,1614 Grant St,1,Completed,ok,,2023-07-27,6,B2021-03710;B2022-01554,Finaled,,,0,349228.0,058-2164-010-00,,1
392,1919 Parker St,1,Completed,ok,,2023-03-24,3,B2022-04253,Issued,,,0,1081995.0,055-1816-013-00,,1
393,1876 San Pedro Ave,1,Completed,ok,,,0,,,,,0,1437708.0,062-2888-031-00,,0
394,2310 Tenth St,1,Completed,ok,,2023-05-15,9,B2019-05135;B2019-05135-REV01,Issued,,,0,1136116.0,056-1934-008-00,,1
395,2336 Bonar St,1,Completed,ok,,2023-05-30,2,B2020-04487;B2022-03712,Finaled,,,0,444986.0,056-1924-016-00,,1
397,3107 Lewiston Ave,1,Completed,ok,,,4,B2022-00713,Finaled,,,0,283426.0,052-1563-100-01,,1
398,1919 Ninth St,1,Completed,ok,,,1,B2019-05502,Finaled,,,0,1238076.0,057-2089-027-00,,1
399,1600 Walnut St,1,Completed,ok,,,9,,Issued,,,0,1353156.0,058-2178-003-00,,1
401,1240 Cornell Ave,1,Completed,ok,,2023-06-20,6,B2021-04272,Finaled,,,0,773450.0,060-2407-014-00,,1
405,1362 Hopkins St,1,Completed,ok,,2023-08-14,6,B2021-01537;B2023-00349,Finaled,,,0,983574.0,060-2423-031-00,,1
406,1510 Russell St,1,Completed,ok,,2023-10-11,8,B2022-01691,Finaled,,,0,672014.0,053-1610-020-00,,1
407,1917 Napa Ave,1,Completed,ok,,2023-04-26,2,B2022-00343,Finaled,,,0,930736.0,061-2570-021-00,,1
408,1404 Blake St,1,Completed,ok,,,8,B2022-03080,Finaled,,,0,719714.0,054-1795-018-00,,1
409,1827 Sixty-Second St,1,Completed,ok,,,0,,,,,0,611727.0,052-1526-004-00,,0
410,1884 Thousand Oaks Blvd,1,Completed,ok,,,0,,,,,0,2463240.0,062-2899-030-00,,0
411,1894 Harmon St,1,Completed,ok,,2023-09-01,4,B2021-00336,Finaled,,,0,905441.0,052-1528-022-00,,1
412,2238 Curtis St,1,Completed,ok,,2023-07-07,4,B2019-05017,Issued,,,0,813093.0,056-1984-016-00,,1
413,2331 Jefferson Ave,1,Completed,ok,,2023-07-07,3,B2022-03622;B2022-03622-REV01,Issued,,,0,624264.0,055-1909-026-00,,1
414,2350 Prospect St,1,Completed,ok,,2023-09-26,5,B2019-02693;B2019-02693-REV01;B2019-02693-REV02;B2021-04921,Issued,,,0,,055-1863-009-01,,1
415,2445 Ashby Ave,1,Completed,ok,,,5,B2020-04419;B2020-04419-REV01,Issued,,,0,734620.0,052-1571-019-00,,1
416,2523 Piedmont Ave,1,Completed,ok,,2023-05-02,6,B2021-02219;B2021-02219-REV01;B2021-02219-REV02,Issued,,,0,927700.0,055-1851-022-00,,1
417,2624 Regent St,1,Completed,ok,,2023-08-28,5,B2021-01738;B2024-02847,Finaled,,,0,1275112.0,055-1840-009-00,,1
418,842 The Alameda,1,Completed,ok,,,0,,,,,0,1185118.0,061-2602-027-00,,0
419,2804 M L King Jr Way,1,Completed,ok,,,0,,,,,0,185550.0,053-1677-009-00,,0
421,2432 Oregon St,1,Completed,ok,,2023-07-28,6,B2021-04655,Issued,ZCBP2015-1358,Closed,0,748282.0,053-1691-024-00,,1
422,2806 Kelsey St,1,Completed,ok,,2023-09-07,5,B2021-01297,Issued,,,0,646526.0,053-1698-006-00,,1
423,2877 California St,1,Completed,ok,,2023-01-05,1,B2021-04004,Finaled,,,0,1726153.0,053-1673-020-00,,1
424,6450 Mystic St,1,Completed,ok,,,5,,Finaled,ZP2018-0004,Approved,1,867267.0,064-4295-046-00,,1
425,911 Regal Rd,1,Completed,ok,,2023-12-14,1,B2021-02006,Finaled,,,0,723966.0,063-2961-033-00,,1
426,1825 Berkeley (1),1,Completed,ok,,2022-03-11,6,B2021-02227,Issued,ZP2018-0085,Approved,1,466060.0,057-2063-011-00,,1
429,116 The Uplands,1,Completed,ok,,,0,,,,,0,428425.0,064-4251-029-00,,0
430,1414 Seventh St,1,Completed,ok,,2023-01-13,6,B2021-03412,Under Review,,,0,519044.0,059-2336-005-00,,1
431,1462 San Pablo Ave,1,Completed,ok,,,0,,,,,0,695283.0,059-2331-005-00,,0
432,1620 Dwight Way,1,Completed,ok,,2023-01-05,7,B2019-03683;B2019-03683-REV01,Finaled,,,0,673836.0,054-1806-023-00,,1
433,1625 Chestnut St,1,Completed,ok,,2023-08-14,4,B2022-00304,Finaled,,,0,1202190.0,058-2137-001-00,,1
434,1925 Hopkins St,1,Completed,ok,,2023-03-29,9,B2019-05420;B2019-05417,Issued,,,0,1471793.0,061-2569-009-00,,1
435,2022 Dwight Way,1,Completed,ok,,2023-05-18,3,B2021-05070,Finaled,PLN2021-0027,Pending,1,1085312.0,055-1822-024-00,,1
436,2237 Derby St,1,Completed,ok,,2023-06-06,6,B2021-04253;B2023-01754,Finaled,,,0,661077.0,055-1827-005-00,,1
437,2225 Hearst Ave,1,Completed,ok,,2023-08-04,6,B2022-01040,Issued,,,0,2902025.0,058-2181-018-00,,1
438,2473 Prince St,1,Completed,ok,,2023-05-31,7,B2021-01398,Issued,,,0,1296892.0,052-1574-049-00,,1
439,2724 Alcatraz Ave,1,Completed,ok,,2023-03-28,4,B2021-04796,Issued,,,0,708699.0,052-1563-182-00,,1
440,30 Alamo Ave,1,Completed,ok,,,3,B2023-01505,Issued,,,0,87792.0,063-2958-004-00,,1
441,3005 Harper St,1,Completed,ok,,2023-08-08,5,B2020-03895;B2020-03895-REV01;B2020-03895-REV02,Issued,,,0,1010949.0,053-1601-030-00,,1
442,3038 Benvenue Ave,1,Completed,ok,,,7,B2021-03009;B2021-03009-REV01;B2021-03009-REV02,Issued,,,0,1590832.0,052-1561-013-00,,1
443,3139 Eton Ave,1,Completed,ok,,2023-07-18,6,B2019-05267,Finaled,,,0,1792139.0,052-1563-168-00,,1
444,808 Camelia St,1,Completed,ok,,2023-08-16,5,B2022-04888,Issued,,,0,1049861.0,059-2337-004-00,,1
446,1074 Spruce St,1,Completed,ok,,2023-03-30,6,B2020-04459,Issued,,,0,255723.0,061-2588-025-00,,1
447,1301 Blake St,1,Completed,ok,,2023-08-21,3,B2021-04281,Finaled,,,0,990874.0,054-1783-017-00,,1
448,1417 Northside Ave,1,Completed,ok,,,6,B2022-04122,Finaled,,,0,656311.0,060-2417-056-00,,1
449,1575 Portland Ave,1,Completed,ok,,2023-03-09,5,B2021-01628,Finaled,,,0,833524.0,062-2868-016-00,,1
450,2429 Ninth St,1,Completed,ok,,,2,B2020-00601,Finaled,ZP2020-0057,Approved,1,479269.0,056-1935-026-03,,1
451,2633 Etna St,1,Completed,ok,,,8,B2019-02700;B2020-01735,Issued,,,0,2114093.0,055-1849-022-00,,1
452,2842 Fulton St,1,Completed,ok,,2023-05-18,6,B2022-00877;B2022-00877-REV01,Issued,,,0,926874.0,053-1686-005-00,,1
453,1071 Euclid Ave,1,Completed,ok,,2023-10-25,5,B2020-00013,Issued,,,0,674824.0,063-2987-013-00,,1
454,1253 Carrison St,1,Completed,ok,,2023-04-26,3,B2020-03209,Finaled,,,0,806643.0,053-1627-007-00,,1
456,1615 Tyler St,1,Completed,ok,,2023-08-21,4,B2022-02366,Finaled,,,0,587858.0,053-1607-015-00,,1
457,1901 Chestnut St,1,Completed,ok,,2023-12-01,5,B2022-03063,Issued,,,0,792304.0,057-2081-001-00,,1
458,20 Oakvale Ave,1,Completed,ok,,2023-05-05,7,B2019-04140,Ready to Issue,,,0,1890000.0,064-4240-017-00,,1
459,2424 Edwards St,1,Completed,ok,,2023-02-24,8,B2021-04271,Finaled,,,0,939038.0,056-1919-011-00,,1
460,2605 Ashby Ave,1,Completed,ok,,2023-08-23,11,B2021-00091;B2021-00091-REV01;B2021-00091-REV02;B2022-01617,Issued,,,0,1266825.0,052-1569-017-00,,1
461,3020 Benvenue Ave,1,Completed,ok,,2023-09-08,5,B2021-01835;B2021-01835-REV01,Issued,,,0,1349599.0,052-1561-009-00,,1
462,3129 Lewiston Ave,1,Completed,ok,,2023-01-24,2,B2019-05564,Finaled,ZP2019-0015,Approved,1,1290174.0,052-1563-126-00,,1
463,734 Peralta Ave,1,Completed,ok,,2023-03-01,2,B2021-05544,Finaled,,,0,540399.0,062-2869-008-00,,1
464,956 Jones St,1,Completed,ok,,2023-12-13,6,B2022-04798,Finaled,,,0,329921.0,059-2312-001-00,,1
469,1516 Hopkins St,1,Completed,ok,,2023-04-21,8,B2021-03341,Issued,,,0,1268947.0,060-2434-017-00,,1
470,1621 Eighth St,1,Completed,ok,,2023-05-30,5,B2022-02980;B2023-02091,Finaled,,,0,1357871.0,058-2124-028-00,,1
471,2334 Jefferson Ave,1,Completed,ok,,2023-05-03,7,B2018-01256,Issued,,,0,1328946.0,055-1912-018-00,,1
472,3004 Acton St,1,Completed,ok,,2023-10-27,5,B2020-00137,Finaled,,,0,298203.0,053-1624-002-00,,1
473,1815 Curtis St,1,Completed,ok,,2018-09-27,3,B2016-04149,Finaled,,,0,386150.0,057-2082-023-01,,1
474,1538 Acton St,1,Completed,ok,,,4,,Finaled,,,0,349666.0,059-2286-047-00,,1
475,2224 Stuart St,1,Completed,ok,,2018-07-02,5,B2016-02018,Received,ZCBP2015-0577,Approved,1,177921.0,053-1688-028-00,,1
476,1342 Haskell St,1,Completed,ok,,,8,,Issued,,,0,688348.0,052-1516-033-00,,1
477,1531 Derby St,1,Completed,ok,,2018-11-20,9,B2017-02961,Issued,,,0,137822.0,054-1802-010-00,,1
478,2223 Seventh St,1,Completed,ok,,2018-09-18,5,B2017-00538,Finaled,,,0,976554.0,056-1969-030-00,,1
479,2915 Pine Ave,1,Completed,ok,,2018-11-27,1,B2016-01064,Finaled,ZCHO2015-0156;ZCHO2015-0155,Approved,2,558813.0,052-1565-039-00,,1
480,3011 College Ave,1,Completed,ok,,2018-06-14,9,B2016-00729,Received,PLN2015-0029;ZP2015-0246,Approved;Closed,1,1290004.0,052-1564-034-00,,1
481,901 Grizzly Peak Blvd,1,Completed,ok,,,0,,,,,0,2240000.0,063-2967-017-05,,0
482,1169 Cragmont Ave,1,Completed,ok,,,5,B2016-03666;B2016-03666-REV04,Issued,,,0,2161839.0,063-2985-049-00,,1
483,122 Avenida Dr,1,Completed,ok,,,6,B2015-03376;B2025-03811,Under Review,ZCBP2015-1365,Closed,0,1145057.0,060-2489-032-00,,1
484,1207 Virginia St,1,Completed,ok,,2018-01-12,2,B2016-05136,Finaled,,,0,559789.0,059-2291-037-01,,1
485,1224 Stannage Ave,1,Completed,ok,,,3,,Finaled,,,0,327027.0,060-2406-011-00,,1
488,110 Fairlawn Dr,1,Completed,ok,,2018-10-17,2,B2015-05829,Finaled,ZCBL2016-0086,Void,0,724908.0,060-2485-011-00,,1
489,1157 Amador Ave,1,Completed,ok,,2018-10-24,4,B2017-01688,Issued,ZP2017-0052,Approved,1,2091522.0,061-2560-012-00,,1
490,2634 Piedmont Ave,1,Completed,ok,,2018-11-05,6,B2017-00128;B2017-00128-REV02,Issued,,,0,221849.0,055-1849-013-00,,1
491,2954 Russell St,1,Completed,ok,,,4,B2022-03638,Issued,,,0,1218575.0,052-1565-013-00,,1
493,1737 Tenth St,1,Completed,ok,,2018-07-03,5,B2017-01412,Issued,,,0,233493.0,058-2127-031-00,,1
494,1004 Addison St,1,Completed,ok,,2018-04-11,6,B2017-00432;B2017-00432-REV02,Issued,,,0,495238.0,056-1974-002-00,,1
495,123 Parkside Dr,1,Completed,ok,,2018-06-14,3,B2017-03194,Finaled,,,0,2704947.0,064-4245-012-00,,1
496,1234 Allston Way,1,Completed,ok,,2018-04-26,4,B2016-03935,Issued,,,0,453863.0,056-1988-002-03,,1
497,1357 Northside Ave,1,Completed,ok,,2018-11-15,2,B2017-04855,Finaled,,,0,601137.0,060-2417-063-00,,1
498,1449 Fifth St,1,Completed,ok,,,6,,Issued,,,0,179018.0,059-2326-016-00,,1
499,1517 Holly St,1,Completed,ok,,,8,,Finaled,,,0,1365000.0,059-2284-039-00,,1
500,1729 Virginia St,1,Completed,ok,,2018-07-13,12,B2017-01113,Under Review,,,0,2134588.0,058-2162-014-00,,1
501,1120 Parker St,1,Completed,ok,,2018-06-26,2,B2017-03353,Finaled,,,0,808224.0,054-1785-022-00,,1
502,1206 Oregon St,1,Completed,ok,,2018-02-16,3,B2016-04519,Finaled,,,0,594246.0,053-1663-003-00,,1
503,1211 Haskell St,1,Completed,ok,,2018-03-14,3,B2017-02125,Finaled,,,0,380419.0,053-1626-018-00,,1
504,1641 Eighth St,1,Completed,ok,,2018-02-02,12,B2016-04204,Under Review,,,0,1238208.0,058-2124-023-00,,1
505,2435 Byron St,1,Completed,ok,,2018-07-20,3,B2017-04158,Finaled,,,0,285416.0,056-1929-022-00,,1
506,2300 Ashby Ave,1,Completed,ok,,2018-03-20,3,B2016-02420,Finaled,,,0,614908.0,052-1577-028-00,,1
507,2374 Eunice St,1,Completed,ok,,2018-10-17,5,B2017-01320,Finaled,,,0,801359.0,060-2465-003-00,,1
508,2712 Prince St,1,Completed,ok,,2018-06-11,8,B2016-05926,Issued,ZCBP2015-0649,Approved,1,999391.0,052-1563-037-00,,1
509,2751 Prince St,1,Completed,ok,,2018-07-24,3,B2017-04165,Finaled,,,0,594438.0,052-1564-022-00,,1
510,3040 Tremont St,1,Completed,ok,,,6,,Issued,,,0,1137809.0,053-1703-004-00,,1
511,812 Page St,1,Completed,ok,,,26,B2016-02798;B2016-02797;B2016-02796;B2016-02794,Issued,ZP2015-0209;DRSL2016-0005,Approved,2,661519.0,059-2326-029-00,,1
514,1444 Neilson St,1,Completed,ok,,2018-12-11,7,B2017-01227,Issued,ZP2018-0062,Approved,1,1059782.0,060-2391-029-00,,1
515,1518 Hawthorne Ter,1,Completed,ok,,,12,,Issued,,,0,1213348.0,059-2251-005-00,,1
516,1218 Evelyn Ave,1,Completed,ok,,,5,,Issued,,,0,316560.0,060-2409-008-00,,1
518,1417 Josephine St,1,Completed,ok,,2018-06-27,6,B2017-00828,Finaled,,,0,616210.0,059-2270-029-01,,1
519,1835 Monterey Ave,1,Completed,ok,,2018-04-30,7,B2017-01124,Issued,,,0,742582.0,061-2604-007-00,,1
520,2135 Roosevelt Ave,1,Completed,ok,,2018-05-23,10,B2016-02610,Issued,,,0,1073030.0,056-2012-023-00,,1
521,2217 Eighth St,1,Completed,ok,,2018-11-08,6,B2017-03507,Finaled,ZCBP2015-1736,Approved,1,581260.0,056-1970-020-00,,1
522,2744 Mathews St,1,Completed,ok,,2018-09-04,5,B2017-00305,Issued,,,0,504766.0,054-1742-043-00,,1
523,2075 Eunice St,1,Completed,ok,,2018-10-31,5,B2017-02712,Issued,,,0,2682991.0,061-2562-020-01,,1
524,2504 Grant St,1,Completed,ok,,2018-01-29,4,B2017-03447,Finaled,,,0,1363658.0,054-1807-002-00,,1
525,2810 Ashby Ave,1,Completed,ok,,2018-07-26,4,B2017-02581,Finaled,,,0,988582.0,052-1566-030-00,,1
526,1527 Parker St,1,Completed,ok,,,2,B2016-03120,Finaled,,,0,663762.0,054-1800-011-00,,1
527,1805 Franklin St,1,Completed,ok,,,3,B2018-00693,Finaled,PLN2017-0053,Pending,1,904591.0,057-2078-024-00,,1
528,1891 San Juan Ave,1,Completed,ok,,,0,,,,,0,1184950.0,062-2911-022-00,,0
529,3030 Hillegass Ave,1,Completed,ok,,2018-05-30,5,B2017-00955;B2017-00955-REV01,Issued,,,0,236114.0,052-1560-013-00,,1
530,3232 Idaho St,1,Completed,ok,,,4,B2022-00368,Finaled,,,0,299925.0,052-1448-005-00,,1
531,825 Peralta Ave,1,Completed,ok,,2018-04-26,5,B2017-01223,Finaled,,,0,463585.0,062-2874-017-00,,1
532,905 Hearst Ave,1,Completed,ok,,2018-03-21,6,B2016-03511,Issued,,,0,1450700.0,057-2094-016-00,,1
533,1040 Mariposa Ave,1,Completed,ok,,2019-02-05,2,B2017-03979,Issued,,,0,951189.0,061-2563-014-00,,1
534,1014 Mariposa Ave,1,Completed,ok,,2019-09-17,3,B2018-02099,Issued,,,0,139812.0,061-2563-008-00,,1
535,1204 Blake St,1,Completed,ok,,2019-02-27,2,B2017-04626,Issued,,,0,412010.0,054-1789-016-00,,1
536,1214 Dwight,1,Completed,ok,,2019-09-06,5,B2017-02989,Ready To Issue,ZCBP2015-0837;ZCBP2015-1087,Approved,2,528079.0,054-1782-023-00,,1
537,1276 Sixty-Fifth,1,Completed,ok,,,0,,,,,0,445032.0,052-1448-003-00,,0
538,1330 Spruce St,1,Completed,ok,,2019-05-28,14,B2018-02060,Under Review,,,0,1282311.0,060-2466-053-00,,1
539,1547 Posen Ave,1,Completed,ok,,,5,,Finaled,,,0,868150.0,061-2620-021-00,,1
540,1642 Ashby,1,Completed,ok,,2019-07-09,6,B2018-03725,Finaled,,,0,510864.0,053-1607-032-00,,1
541,2225 Ward,1,Completed,ok,,2019-08-30,8,B2018-04829,Issued,,,0,109516.0,054-1718-012-00,,1
542,2335 Sacramento,1,Completed,ok,,2019-12-10,7,B2018-01872,Issued,,,0,532696.0,055-1914-054-00,,1
543,1127 Blake St,1,Completed,ok,,2019-09-16,3,B2018-01749,Issued,,,0,108507.0,054-1781-007-00,,1
544,1157 Francisco St,1,Completed,ok,,2022-11-09,4,B2017-04979;B2021-02937;B2021-02937-REV01,Issued,,,0,600804.0,058-2129-002-00,,1
545,1222 Sixty-Sixth St,1,Completed,ok,,,0,,,,,0,,052-1452-021-00,,0
546,1419 Tenth,1,Completed,ok,,2019-07-23,3,B2018-04427,Issued,,,0,1227050.0,059-2332-023-00,,1
547,1472 Tenth,1,Completed,ok,,2019-11-15,5,B2019-01023,Issued,PLN2019-0048,Closed,0,568905.0,059-2330-010-00,,1
548,1631 Grant St,1,Completed,ok,,2019-03-22,6,B2017-05402,Issued,ZP2018-0040,Approved,1,163148.0,058-2165-025-00,,1
549,2132 Curtis,1,Completed,ok,,2019-09-10,8,B2018-04041;B2018-04041-REV01,Issued,,,0,1115500.0,056-1985-012-00,,1
550,2425 Oregon,1,Completed,ok,,2019-04-23,4,B2018-01833,Finaled,,,0,105510.0,053-1692-020-00,,1
551,2856 Webster,1,Completed,ok,,2019-07-30,8,B2018-00747,Issued,ZP2015-0247;ZP2017-0064,Approved,2,1422055.0,052-1564-067-00,,1
553,53 The Plaza,1,Completed,ok,,,0,,,,,0,789249.0,064-4240-003-00,,0
554,105 Parkside Dr,1,Completed,ok,,,4,B2018-02206,Finaled,,,0,542762.0,064-4245-017-00,,1
555,2740 Elmwood,1,Completed,ok,,2019-05-24,3,B2017-02662,Issued,,,0,152833.0,052-1567-076-00,,1
556,2741 Webster,1,Completed,ok,,2019-12-06,6,B2018-04005,Finaled,ZCBP2015-0670;ZCBP2015-0914,Approved,2,2210328.0,052-1567-052-00,,1
557,2814 Webster,1,Completed,ok,,2019-04-22,6,B2018-01917;B2018-01917-REV01,Issued,,,0,184305.0,052-1564-054-00,,1
558,901 Cragmont,1,Completed,ok,,2019-03-05,6,B2017-02860,Issued,,,0,2367540.0,063-2972-070-00,,1
559,1113 Derby St,1,Completed,ok,,2019-08-09,9,B2017-03179,Issued,ZP2017-0101,Void,0,1132232.0,054-1786-009-00,,1
560,1175 Grizzly Peak Blvd,1,Completed,ok,,,0,,,,,0,2314755.0,063-3150-082-00,,0
561,1229 Dwight Way,1,Completed,ok,,2019-06-17,9,B2017-04413,Finaled,,,0,663047.0,056-1931-023-00,,1
562,1322 Carleton St,1,Completed,ok,,2019-12-10,3,B2018-03253,Finaled,,,0,1014792.0,054-1792-029-00,,1
564,1709 Sonoma,1,Completed,ok,,2019-12-05,2,B2018-04302,Finaled,,,0,356975.0,061-2618-021-03,,1
565,2231 Oregon,1,Completed,ok,,2019-04-04,3,B2018-01649,Finaled,,,0,504186.0,053-1688-010-00,,1
566,2233 Curtis,1,Completed,ok,,2019-01-08,2,B2017-04756,Finaled,,,0,425799.0,056-1987-028-00,,1
567,2440 Valley St,1,Completed,ok,,,4,B2017-04116,Finaled,,,0,647824.0,056-1921-024-00,,1
568,2630 California,1,Completed,ok,,2019-08-21,4,B2017-01609,Finaled,,,0,625974.0,054-1802-002-00,,1
569,1225 Derby,1,Completed,ok,,2019-06-04,8,B2018-04312,Issued,,,0,898045.0,054-1787-005-00,,1
570,1310 Haskell St,1,Completed,ok,,,6,B2018-01348;B2018-01347;B2018-01346,Finaled,,,0,1075342.0,052-1516-047-00,,1
571,1319 Blake St,1,Completed,ok,,2019-06-04,4,B2017-01805,Issued,,,0,542174.0,054-1783-011-00,,1
572,1412 M L King Jr Way,1,Completed,ok,,,0,,,,,0,573677.0,059-2270-005-04,,0
573,1626 Sixty-Second,1,Completed,ok,,,0,,,,,0,1299970.0,052-1435-006-00,,0
574,1710 Addison,1,Completed,ok,,2019-07-09,7,B2018-03979,Issued,,,0,1118187.0,056-2010-003-00,,1
575,1724 Francisco St,1,Completed,ok,,2019-11-18,5,B2017-00596;B2018-03167;B2018-03167-REV01,Issued,,,0,197867.0,058-2159-031-00,,1
576,1735 Hopkins,1,Completed,ok,,,4,B2018-04862,Finaled,,,0,220490.0,060-2437-018-00,,1
577,2026 Francisco,1,Completed,ok,,,3,B2017-02592,Under Review,ZP2015-0189,Approved,1,1269688.0,058-2176-025-00,,1
578,2615 Russell,1,Completed,ok,,2019-09-09,3,B2018-03427,Finaled,,,0,602349.0,053-1694-014-00,,1
579,2213 Jefferson,1,Completed,ok,,,3,B2018-02733,Finaled,,,0,183354.0,056-2008-035-00,,1
