"beso_id","property_building_name","building_address","alternate_addresses","beso_property_type","floor_area","_2024_benchmark_status","_2024_energy_star_score","_2024_site_eui_kbtu_ft2_","_2024_source_eui_kbtu_ft2_","_2024_natural_gas_use_therms_","_2024_electricity_use_grid_purchase_kwh_","_2023_benchmark_status","_2023_energy_star_score","_2023_site_eui_kbtu_ft2_","_2023_source_eui_kbtu_ft2_","_2023_natural_gas_use_kbtu_","_2023_electricity_use_grid_purchase_kwh_","_2022_benchmark_status","_2022_energy_star_score","_2022_site_eui_kbtu_ft2","_2022_source_eui_kbtu_ft2","_2022_natural_gas_use_kbtu_","_2022_electricity_use_grid_purchase_kwh_","_2021_benchmark_status","_2021_energy_star_score","_2021_site_eui_kbtu_ft2","_2021_source_eui_kbtu_ft2","_2021_natural_gas_use_kbtu_","_2021_electricity_use_grid_purchase_kwh_","assessment_requirement","assessment_first_cycle_due_date","assessment_first_cycle_status","assessment_first_cycle_payment_status","assessment_second_cycle_due_date","assessment_second_cycle_status","assessment_second_cycle_payment_status","assessment_third_cycle_due_date","assessment_third_cycle_status","assessment_third_cycle_payment_status"
"3520","The Delaware Apartments","1800 SAN PABLO AVE","1080 DELAWARE ST; 1808 SAN PABLO AVE; 1800 SAN PABLO AVE","Mixed Use","42775","2024 - Complied","96","31","59.6","6685.53","193176.9","2023 - Complied","94","32.5","64.1","6599.42","214251.2","2022 - Complied","93","32.8","65.1","6518.59","219842.8","2021 - Complied","94","30.4","61","5902.41","208317.1","Large Building","7/1/2021","Complied","Paid","7/1/2028","Upcoming","Upcoming",,,
"3530","811 University Ave","811 UNIVERSITY AVE","811 UNIVERSITY AVE","Commercial","26030","2024 - Complied","28","72.6","127.6","11245.48","224195.3","2023 - Complied","28","78","133.4","12654.63","224411.6","2022 - Complied","40","66.8","114.1","10831.44","191918.2","2021 - Complied","54","54","92.1","8789.01","154372.6","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"3540","Ocean View Gardens","1816 SIXTH ST","819 HEARST AVE","Multifamily (5+ Units)","51569","2024 - Did Not Report",,,,,,"2023 - Complied","86","48.8","70.3","19579.44","164406.4","2022 - Complied","85","49.5","71.2","19842.62","166161.6","2021 - Complied","79","51.2","73.1","20673.24","167261.2","Large Building","7/1/2018","Deferred","Deferred","7/1/2023","Did Not Comply","Due",,,
"3550","Jamestown Premier Berkeley Grotto Campus","1919 FOURTH ST","1915 FOURTH ST; 1911 FOURTH ST; 1901 FOURTH ST","Commercial","53436","2024 - Complied",,"50.3","118.8","6717.18","590393.1","2023 - Complied",,"47.8","112.8","6388.11","560742.5","2022 - Complied",,"41.4","98.5","5360.64","491800","2021 - Complied",,"41","97.1","5427.06","483224.5","Large Building","7/1/2019","Did Not Comply","Due","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"3560","Truitt and White","642 HEARST AVE","642 HEARST AVE; 1990 SECOND ST","Industrial","29400","2024 - Did Not Report",,,,,,"2023 - Complied","68","22.9","55","1530.82","152456.5","2022 - Complied","67","23.6","55.8","1710.76","152983.5","2021 - Complied","73","20.7","50.2","1294.69","140310.7","Large Building","7/1/2020","Exempt","Exempt",,,,,,
"3580","Extra Space Storage","600 CEDAR ST","600 CEDAR ST","Commercial","94602","2024 - Complied",,"1.7","3.8",,"32567","2023 - Complied",,"4.8","6.4",,"24343","2022 - Did Not Report",,,,,,"2021 - Complied",,"4","5.8",,"28643","Large Building","7/1/2021","Did Not Comply","Due",,,,,,
"3590","Kaiser Lab","1740 SECOND ST","1725 EASTSHORE HWY; 1705 EASTSHORE HWY; 1701 EASTSHORE HWY","Industrial","238908","2024 - Complied",,"140.2","291.4","138122","5768737","2023 - Complied",,"137.3","284.2","137023","5600248.4","2022 - Complied",,"136.1","282.8","134028","5598555.3","2021 - Complied",,"121.5","258.2","111870","5227295.3","Large Building","7/1/2018","Exempt","Exempt",,,,,,
"3600","1780 Second St","1780 SECOND ST","1780 SECOND ST","Commercial","28826","2024 - Complied","12","80.8","205.3","3460","581297","2023 - Complied","12","84.6","209.4","4503","582443.9","2022 - Complied","9","86.3","224.4","2838","645792.9","2021 - Complied","13","78.3","200.9","3006","573235.9","Large Building","7/1/2019","Did Not Comply","Due",,,,,,
"3610","1795 Second St","1795 SECOND ST","1795 SECOND ST","Industrial","139730","2024 - Complied",,"55","123.8","24054","1546951.9","2023 - Complied",,"55.6","122.4","26567","1497854.7","2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2018","Did Not Comply","Due",,,,,,
"3620","The Den","2510 CHANNING WAY","2508 CHANNING WAY","Multifamily (5+ Units)","54788","2024 - Complied","99","24.6","43.3","8003.04","160555.3","2023 - Did Not Report",,,,,,"2022 - Complied","100","21.6","41.6","5949.51","173268.6","2021 - Exempt",,,,,,"Large Building","7/1/2031","Upcoming","Upcoming",,,,,,
"3640","1700-1730 Fourth St","1716 FOURTH ST","1712 FOURTH ST; 708 VIRGINIA ST; 1716 FOURTH ST; 1730 FOURTH ST; 1710 FOURTH ST; 1700 FOURTH ST","Commercial","71000","2024 - Complied",,"21.9","55","2574.45","380429","2023 - Complied",,"31.8","71.9","6984.36","457293.6","2022 - Complied",,"36.3","85.7","6458.07","565588.1","2021 - Complied",,"34.5","78.1","7471.74","498166.7","Large Building","7/1/2018","Did Not Comply","Due",,,,,,
"3650","1760-1780 Fourth Street","1760 FOURTH ST","1786 FOURTH ST; 1796 FOURTH ST; 1778 FOURTH ST; 1782 FOURTH ST; 1772 FOURTH ST; 1774 FOURTH ST; 1794 FOURTH ST; 1776 FOURTH ST; 1760 FOURTH ST; 1780 FOURTH ST; 1790 FOURTH ST; 1784 FOURTH ST; 1788 FOURTH ST; 1770 FOURTH ST","Commercial","28956","2024 - Complied",,"127.4","230.9","20812.22","471209.9","2023 - Complied",,"192.6","342.3","32608.72","679035","2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Paid","7/1/2025","Complied","Paid","7/1/2030","Upcoming","Upcoming"
"3660","1717 Fourth St","1700 FIFTH ST","1717 FOURTH ST; 1700 FIFTH ST; 1710 FIFTH ST","Mixed Use (Comm/Ind)","52923","2024 - In Progress",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Paid",,,,,,
"3700","Oxford Plaza","2175 KITTREDGE ST","2175 KITTREDGE ST; 2200 FULTON ST","Multifamily (5+ Units)","111823","2024 - Complied",,"40.5","70","27792.69","513543.7","2023 - Complied",,"41.4","71.2","28615","518478.8","2022 - Complied",,"38.9","68.7","25754.58","520924.6","2021 - Complied",,"35.4","57.4","26648.71","379016.5","Large Building","7/1/2018","Complied","Paid","7/1/2023","Deferred","Deferred","7/1/2028","Upcoming","Upcoming"
"3720","David Brower Center","2150 ALLSTON WAY","2150 ALLSTON WAY","Commercial","44934","2024 - Complied",,"83.2","132.2","25844.05","337726.3","2023 - Complied",,"50.5","84.4","14631.19","236369.5","2022 - Complied",,"76.5","110.6","26630.6","227610.4","2021 - Complied",,"55.4","88.9","17021.02","230840.9","Large Building","7/1/2019","Exempt","Exempt","7/1/2024","Complied","Paid","7/1/2033","Upcoming","Upcoming"
"3740","1921 Francisco St","1921 FRANCISCO ST","1921 FRANCISCO ST","Multifamily (5+ Units)","28533","2024 - Complied","100","20.3","31.5","4129.77","48594.2","2023 - Complied","100","22.5","34.2","4685.42","50653.9","2022 - Complied","100","23.1","36","4681.29","56148.1","2021 - Complied","100","20","32.1","3901.36","52973.6","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"3750","1600 Shattuck Ave","1600 SHATTUCK AVE","1600 SHATTUCK AVE","Commercial","27954","2024 - Complied",,"114.5","201.6","18998.62","381063.7","2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Due",,,,,,
"3760","2083 DELAWARE ST","2083 DELAWARE ST","2087 DELAWARE ST; 2079 DELAWARE ST; 2083 DELAWARE ST; 1790 SHATTUCK AVE; 1792 SHATTUCK AVE; 1796 SHATTUCK AVE; 1798 SHATTUCK AVE","Mixed Use (Comm/MF)","16578","2024 - Complied","28","65.7","130.9","5015.41","172061.5","2023 - Complied","34","66.8","128.2","5584.01","161069.8","2022 - Complied","44","66.7","120.7","6250.33","140728.2","2021 - Complied","67","60.7","99.2","6698.21","98594.4","Time of Sale",,,,,,,,,
"3770","University Park Apartments","1709 SHATTUCK AVE","1709 SHATTUCK AVE","Multifamily (5+ Units)","57035","2024 - Complied","99","34.1","53.9","13577.16","172465.9","2023 - Complied","98","38.7","60","15748.82","185181.5","2022 - Complied","99","35.7","56.6","14112.6","182590.4","2021 - Complied","100","31","49.2","12285.26","158881.1","Large Building","7/1/2018","Deferred","Deferred","7/1/2023","Deferred","Deferred",,,
"3780","Hillside Village","1797 SHATTUCK AVE","1797 SHATTUCK AVE; 1801 SHATTUCK AVE; 2102 DELAWARE ST; 1805 SHATTUCK AVE; 1809 SHATTUCK AVE","Multifamily (5+ Units)","70048","2024 - Complied","100","20.2","46.4","4060.05","295497.2","2023 - Complied","98","20.1","46.2","4025.18","294532.8","2022 - Complied","97","22.6","49.4","5507.02","301634.3","2021 - Complied","95","23.1","51.6","5232.67","320511.5","Large Building","7/1/2018","Deferred","Deferred","7/1/2023","Did Not Comply","Due",,,
"3790","Berkeley Gourmet Ghetto","1625 SHATTUCK AVE","1625 SHATTUCK AVE","Commercial","28145","2024 - Complied",,"37.1","103.8",,"305764.5","2023 - Complied",,"31.3","87.6",,"257981.7","2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Complied","Paid","7/1/2024","Did Not Comply","Due",,,
"3800","1786 Spruce St","1786 SPRUCE ST","1786 SPRUCE ST","Multifamily (5+ Units)","37548","2024 - Complied","100","12.4","34.1",,"133172.1","2023 - Complied","99","14.5","38.1","543.26","143631.9","2022 - Complied","98","15.4","40.7","530.91","154241.2","2021 - Complied","96","15.5","41.2","485.31","156441.8","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"3810","1717 Oxford St","1717 OXFORD ST","1717 OXFORD ST","Multifamily (5+ Units)","24461","2024 - Complied","87","52.5","73.5","10282.97","75070.1","2023 - Complied","89","52.5","73.4","10272.74","74983.6","2022 - Complied","89","52.7","73.5","10353.16","74388.3","2021 - Complied","95","44.7","64","8524.75","70259.2","Large Building","7/1/2019","Deferred","Deferred","7/1/2024","Did Not Comply","Due",,,
"3820","2255 Hearst Ave","2255 HEARST AVE","2255 HEARST AVE","Multifamily (5+ Units)","20115","2024 - Complied","98","49","73.8","7287.96","75339.6","2023 - Complied","93","56.4","84.7","8419.97","85701","2022 - Complied","94","55.3","83.6","8200.36","85916.7","2021 - Complied","92","54.9","83","8119.98","85435","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"3830","Casa Zimbabwe","2424 RIDGE RD","2422 RIDGE RD; 2420 RIDGE RD; 2424 RIDGE RD","Multifamily (5+ Units)","40037","2024 - Complied",,"77.6","116.4","23061.23","234286.5","2023 - Complied",,"49.1","61.8","17299.34","68956.1","2022 - Complied",,"55.4","69.1","19677.91","73159.8","2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Due",,,,,,
"3840","2477 VIRGINIA ST","2477 VIRGINIA ST","2477 VIRGINIA ST","Multifamily (5+ Units)","19491","2024 - Complied","26","68.2","92.7","10937.48","68832.1","2023 - Complied","23","71.2","97.7","11329.95","74771.1","2022 - Complied","28","68","94.3","10710.76","74648.9","2021 - Complied","20","67.4","95.4","10411.64","80133","Time of Sale",,,,,,,,,
"3850","Treehaven","2523 RIDGE RD","2523 RIDGE RD","Multifamily (5+ Units)","25785","2024 - Complied","94","50","66.2","10859.01","59299.3","2023 - Complied","86","60.5","76.7","13666.19","56907.1","2022 - Complied","83","63.4","79.9","14403.14","57274.9","2021 - Complied","78","63.5","80.1","14400.12","57800.3","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"3860","Hearst Avenue Apartments","2511 HEARST AVE","2511 HEARST AVE","Mixed Use (Comm/MF)","16277","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"3870","1771 Highland Pl","1771 HIGHLAND PL","1771 HIGHLAND PL","Multifamily (5+ Units)","33609","2024 - Complied","62","55.3","80.7","14209.79","127819.4","2023 - Complied","52","61.9","88.4","16308.58","131674.5","2022 - Complied","77","50.9","74.4","13079.1","117839.7","2021 - Complied","60","57.4","80.7","15391.64","114689.8","Large Building","7/1/2019","Complied","Paid","7/1/2025","Did Not Comply","Due",,,
"3880","Fmr. Hillside School","1581 LE ROY AVE","1589 LE ROY AVE; 1581 LE ROY AVE; 1587 LE ROY AVE","Commercial","36000","2024 - Complied",,"61.5","140.4","6545","456943","2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Due",,,,,,
"3890","1541 Oxford St","1541 OXFORD ST","1541 OXFORD ST","Multifamily (5+ Units)","23309","2024 - Complied","99","31","48.7","5066.47","63251.7","2023 - Complied","100","32.5","48.9","5590.68","57874.8","2022 - Complied","99","33.1","50.6","5611.97","61864.3","2021 - Complied","99","29.8","47.5","4793.36","63204.9","Time of Sale",,,,,,,,,
"3900","1515 Oxford St","1515 OXFORD ST",,"Multifamily (5+ Units)","36676","2024 - Complied",,"27.2","38.3","7945.68","59536.8","2023 - Complied",,"31.5","45.2","9040.11","74065.1","2022 - Complied",,"28.6","41.9","8011.03","72894.5","2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Due","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"3910","Shattuck Commons","1400 SHATTUCK AVE",,"Commercial","18685","2024 - Did Not Report",,,,,,"2023 - Complied","20","54.2","107.8","4705.53","159030.9","2022 - Complied","19","55.1","109.7","4773.31","162001.2","2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"3920","Andronico's North Berkeley","1550 SHATTUCK AVE","1550 SHATTUCK AVE","Commercial","33331","2024 - Complied","69","222","492","24691","1445099","2023 - Complied","56","224.8","489.5","26669","1414830.7","2022 - Complied","57","219.4","483","25037","1409792.8","2021 - Complied","63","199.8","451.5","20573","1348972.9","Large Building","7/1/2019","Did Not Comply","Due",,,,,,
"3930","1930 Vine St","1930 VINE ST","1930 VINE ST","Multifamily (5+ Units)","23447","2024 - Complied","99","26","50.8","2957.16","92214.6","2023 - Complied","99","26","51.9","2825.24","96202.9","2022 - Complied","99","26.5","52.5","2919.86","96637.4","2021 - Complied","96","29.1","57.3","3230.37","105089.6","Time of Sale",,,,,,,,,
"3940","Lawrence Moore Manor","1539 M L KING JR WAY","1909 CEDAR ST; 1539 M L KING JR WAY","Multifamily (5+ Units)","27160","2024 - Complied","13","109.3","148.9","24382.1","155394","2023 - Complied","10","114.2","156.5","25321.96","166506.7","2022 - Complied","13","106.8","151.9","22835.94","180728.8","2021 - Complied","12","105.5","147.6","22935.38","167534.6","Large Building","7/1/2019","Complied","Paid","7/1/2024","Pending","Paid",,,
"3960","1500 San Pablo Ave","1500 SAN PABLO AVE",,"Mixed Use (Comm/MF)","261272","2024 - Complied","100","18.8","38.4","21207.95","816705.6","2023 - Complied","100","19.6","39.9","22535.15","843365.2","2022 - Complied","100","19","38.7","21613.32","820895","2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Deferred","Deferred","7/1/2024","Did Not Comply","Due",,,
"3970","The Durant","2631 DURANT AVE","2637 DURANT AVE","Multifamily (5+ Units)","30500","2024 - Complied","97","35.3","75.4","4058.92","196218","2023 - Complied","95","38.4","81.9","4459.14","212397.2","2022 - Complied","97","37.3","77.9","4649.06","197545.3","2021 - Complied","99","32.3","67.9","3945.72","173260.2","Large Building","7/1/2030","Upcoming","Upcoming",,,,,,
"4010","Haws Drinking Fountain","1435 FOURTH ST","1453 FOURTH ST; 1435 FOURTH ST; 1445 FOURTH ST","Industrial","30418","2024 - Did Not Report",,,,,,"2023 - Complied",,"14.1","39.4",,"125535.1","2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Due",,,,,,
"4020","West Berkeley Commercial Center","1440 SAN PABLO AVE","1440 SAN PABLO AVE; 1450 SAN PABLO AVE; 1442 SAN PABLO AVE; 1448 SAN PABLO AVE","Commercial","24279","2024 - Complied","94","5.7","14.3","219.45","33983.4","2023 - Complied","88","7.6","17","582.81","36787.2","2022 - Complied","84","8.4","18.4","696.72","39175","2021 - Complied","80","8.8","19.5","717.03","41705.5","Time of Sale",,,,,,,,,
"4130","Gilman District South","1313 NINTH ST","1000 GILMAN ST; 1328 TENTH ST; 1320 TENTH ST; 1300 TENTH ST; 1324 TENTH ST; 1326 TENTH ST; 1316 TENTH ST; 1319 NINTH ST; 1310 TENTH ST; 1318 TENTH ST; 1314 TENTH ST; 1000 GILMAN ST; 1010 GILMAN ST","Commercial","36413","2024 - Complied",,"49.8","112.6","5586.55","367593.5","2023 - Complied",,"58.6","122.4","8679.24","371306.5","2022 - Complied",,"67.6","123.3","13705.7","319364.8","2021 - Complied",,"40.6","61.3","10899.21","113866.2","Large Building","7/1/2019","Complied","Paid","7/1/2026","Upcoming","Upcoming",,,
"4140","Camelia Outlet Center","1001 CAMELIA ST","1390 TENTH ST; 1370 TENTH ST; 1398 TENTH ST; 1374 TENTH ST; 1385 NINTH ST; 1330 TENTH ST; 1395 NINTH ST; 1380 TENTH ST; 1329 NINTH ST; 1360 TENTH ST; 1003 CAMELIA ST; 1009 CAMELIA ST; 1005 CAMELIA ST; 1001 CAMELIA ST; 1019 CAMELIA ST; 1015 CAMELIA ST","Commercial","76156","2024 - In Progress",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2018","Did Not Comply","Paid",,,,,,
"4150","REI Walgreens Center","1050 GILMAN ST","1050 GILMAN ST; 1338 SAN PABLO AVE","Commercial","63075","2024 - Complied","62","54.3","131.7","7330.9","788937.8","2023 - Complied","69","52.7","127.8","7170.59","764730.5","2022 - Complied","64","56.2","136.7","7473.46","820444.1","2021 - Complied","64","54.6","133","7120.99","799984.9","Large Building","7/1/2023","Complied","Paid","7/1/2024","Pending","Due",,,
"4170","Gilman District North (Whole Foods)","1011 GILMAN ST","1011 GILMAN ST; 1025 GILMAN ST","Commercial","47801","2024 - Complied","67","235.5","490.4","46139.2","1946348.8","2023 - Complied","65","251.9","509.1","53592.73","1958368.3","2022 - Complied","67","236.4","496.7","45087.17","1989860.5","2021 - Complied","75","200.8","449.5","30803.03","1910747.3","Large Building","7/1/2019","Complied","Paid","7/1/2028","Upcoming","Upcoming",,,
"4180","1226-1288 Ninth St","1226 NINTH ST","1249 Eighth St; 933 Gilman St; 1232 Ninth St; 1250 Ninth St; 1288 Ninth St","Industrial","54000","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2018","Did Not Comply","Due",,,,,,
"4190","1249 Eigth St","933 GILMAN ST","933 GILMAN ST; 1288 NINTH ST; 1250 NINTH ST; 1249 EIGHTH ST; 1232 NINTH ST","Industrial","30000","2024 - Exempt",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Due",,,,,,
"4200","901 Gilman St","901 GILMAN ST","901 GILMAN ST","Mixed Use (Comm/Ind)","115034","2024 - Complied",,"85.2","153.3","56025.52","1230632","2023 - Complied",,"86.6","152.1","59425.13","1178276.8","2022 - Complied",,"82.1","146","55179.15","1151801.5","2021 - Complied",,"78.1","141.1","51017.97","1137842.9","Large Building","7/1/2023","Complied","Paid","7/1/2024","Did Not Comply","Due",,,
"4210","Central Self Storage Berkeley","600 HARRISON ST","620 HARRISON ST; 600 HARRISON ST; 610 HARRISON ST; 1225 EASTSHORE HWY","Commercial","67000","2024 - Complied",,"3.2","4.8",,"17747","2023 - Did Not Report",,,,,,"2022 - Complied",,"4.9","13.6",,"95489","2021 - Complied",,"9.2","25.8",,"93673","Large Building","7/1/2018","Did Not Comply","Due",,,,,,
