"beso_id","property_building_name","building_address","alternate_addresses","beso_property_type","floor_area","_2024_benchmark_status","_2024_energy_star_score","_2024_site_eui_kbtu_ft2_","_2024_source_eui_kbtu_ft2_","_2024_natural_gas_use_therms_","_2024_electricity_use_grid_purchase_kwh_","_2023_benchmark_status","_2023_energy_star_score","_2023_site_eui_kbtu_ft2_","_2023_source_eui_kbtu_ft2_","_2023_natural_gas_use_kbtu_","_2023_electricity_use_grid_purchase_kwh_","_2022_benchmark_status","_2022_energy_star_score","_2022_site_eui_kbtu_ft2","_2022_source_eui_kbtu_ft2","_2022_natural_gas_use_kbtu_","_2022_electricity_use_grid_purchase_kwh_","_2021_benchmark_status","_2021_energy_star_score","_2021_site_eui_kbtu_ft2","_2021_source_eui_kbtu_ft2","_2021_natural_gas_use_kbtu_","_2021_electricity_use_grid_purchase_kwh_","assessment_requirement","assessment_first_cycle_due_date","assessment_first_cycle_status","assessment_first_cycle_payment_status","assessment_second_cycle_due_date","assessment_second_cycle_status","assessment_second_cycle_payment_status","assessment_third_cycle_due_date","assessment_third_cycle_status","assessment_third_cycle_payment_status"
"4250","999 Harrison St","999 HARRISON ST","1111 Eighth ST; 1190 NINTH ST","Commercial","73900","2024 - Complied",,"10","19.5","3548.4","112024.1","2023 - Complied",,"12.2","21.9","5168.56","112722.7","2022 - Complied",,"13.5","25.9","5058.86","145065.2","2021 - Complied",,"8.9","19.6","2263.44","126644.1","Large Building","7/1/2018","Complied","Paid","7/1/2024","Did Not Comply","Due",,,
"4260","1385 Shattuck Ave","1385 SHATTUCK AVE","1385 SHATTUCK AVE; 2101 ROSE ST","Mixed Use","26650","2024 - Insufficient Data",,,,,,"2023 - Complied",,"27.7","55.9","3285","119896.3","2022 - Complied",,"26.9","57.1","2760.61","128964.7","2021 - Complied","98","26.6","56.8","2682.73","129011.1","Large Building","7/1/2018","Complied","Paid","7/1/2023","Complied","Paid","7/1/2028","Upcoming","Upcoming"
"4270","Doubletree Hotel & Executive Meeting Center","200 MARINA BLVD","200 MARINA BLVD","Commercial","249109","2024 - Complied","100","24.2","67.8","19.94","1768456.8","2023 - Complied","91","38.5","85.1","32216.29","1865239.6","2022 - Complied","99","50","94.9","64217.62","1768891","2021 - Complied","100","36.1","76.9","34320.22","1626796.9","Large Building","7/1/2018","Deferred","Deferred","7/1/2023","Did Not Comply","Due",,,
"4280","1850 Solano Ave","1850 SOLANO AVE","1850 SOLANO AVE; 915 COLUSA AVE","Commercial","20028","2024 - Complied","56","253.1","605.5","11811","1139631.9","2023 - Complied","41","245.3","588","11301","1108516.9","2022 - Complied","38","257","609.1","12649","1137851.9","2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"4290","1737 Solano Ave","1737 SOLANO AVE","1737 SOLANO AVE","Multifamily (5+ Units)","39732","2024 - Complied","100","25.4","38.7","7382.22","79748","2023 - Complied","92","28.8","43","8586.17","84290.4","2022 - Complied","93","27.8","42.2","8090.79","86443.9","2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Due","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"4320","1519 OXFORD ST","1519 OXFORD ST","1519 OXFORD ST  F","Multifamily (5+ Units)","24297","2024 - Complied",,"20.4","29","3922.88","30563.4","2023 - Complied",,"20.4","27.6","4090.57","25176","2022 - Did Not Report",,,,,,"2021 - Complied",,"17.7","20.7","4016.55","8593.4","Time of Sale",,,,,,,,,
"4330","1805 SECOND ST","1805 SECOND ST","1805 SECOND ST;","Industrial","24000","2024 - Did Not Report",,,,,,"2023 - Complied","49","18.6","48.4","497.82","116008.6","2022 - Complied","52","17.8","45.7","550.09","108802.6","2021 - Complied","51","18.6","45.9","862.16","105806.7","Time of Sale",,,,,,,,,
"4340","1927 Dwight Way","1927 DWIGHT WAY","1927 DWIGHT WAY","Multifamily (5+ Units)","24990","2024 - Complied","100","30.8","45.4","5854.67","54322","2023 - Complied","98","38.5","55","7549.04","60889.2","2022 - Complied","99","36.5","54","6888.78","65611.4","2021 - Complied","100","27.9","43.8","4888.36","60753","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"4350","The Addison Apartments","1950 ADDISON ST","1916 ADDISON ST","Multifamily (5+ Units)","83535","2024 - Insufficient Data",,,,,,"2023 - Complied","96","24.3","66.6","733.88","574132.6","2022 - Complied","98","22.9","62.5","813.14","537708.3","2021 - Did Not Report",,,,,,"Large Building","7/1/2029","Upcoming","Upcoming",,,,,,
"4360","2001 Bancroft Way","2001 BANCROFT WAY","2001 BANCROFT WAY","Commercial","15171","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"4370","Berkeley Apartments- University (Touriel)","2004 UNIVERSITY AVE","2004 UNIVERSITY AVE; 2008 UNIVERSITY AVE","Mixed Use","19456","2024 - Complied","91","46.1","94.1","3871.25","149139.2","2023 - Complied","98","38","78.8","3058.86","126904.7","2022 - Complied","96","45.1","87.4","4330.79","130292.8","2021 - Exempt",,,,,,"Time of Sale",,,,,,,,,
"4380","2095 Rose St","2095 ROSE ST","2095 ROSE ST","Commercial","24200","2024 - Complied","82","40.9","79.1","4900.27","146577.8","2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"4400","Fmr. UC Press Building","2120 BERKELEY WAY","2120 BERKELEY WAY","Commercial","23119","2024 - Exempt",,,,,,"2023 - Exempt",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"4420","2151-2163 Shattuck Ave","2161 SHATTUCK AVE","2165 SHATTUCK AVE; 2163 SHATTUCK AVE; 2110 CENTER ST; 2153 SHATTUCK AVE; 2112 CENTER ST; 2155 SHATTUCK AVE; 2151 SHATTUCK AVE; 2114 CENTER ST","Commercial","22315","2024 - Complied","98","12.3","31.3","416.56","68500.8","2023 - Complied","100","9.1","21.2","539.78","43640.9","2022 - Complied","95","17.4","43","734.48","92458.4","2021 - Complied","96","15.3","38.4","570.63","83466.5","Time of Sale",,,,,,,,,
"4430","2404 Fulton St","2404 FULTON ST","2404 FULTON ST","Multifamily (5+ Units)","18090","2024 - Complied","95","33.9","62.5","3342.63","81535.2","2023 - Complied","93","39.6","67.8","4446.44","79450.2","2022 - Complied","96","37.3","63.2","4251.55","72956.3","2021 - Complied","97","35.2","60.2","3975.55","70360","Time of Sale",,,,,,,,,
"4440","Hashemi - Stuart","2525 STUART ST","2525 STUART ST","Multifamily (5+ Units)","24570","2024 - Complied","56","65.3","84.1","13848.8","64015.1","2023 - Complied","30","81.1","102","17544.97","69535.6","2022 - Complied","26","85.8","105.1","18968.79","61895.2","2021 - Complied","27","80.5","100","17601.41","63655.3","Time of Sale",,,,,,,,,
"4460","2627 Hillegass Ave","2627 HILLEGASS AVE","2627 HILLEGASS AVE; 2631 HILLEGASS AVE","Multifamily (5+ Units)","22935","2024 - Complied","95","34.6","52.7","5802.55","62782.1","2023 - Complied","96","39.7","53.3","7580.33","44746.3","2022 - Complied","99","35.1","47.7","6632.66","41619.2","2021 - Complied","98","33.8","48","6100.17","48304.6","Time of Sale",,,,,,,,,
"4470","2801 Adeline St","2801 ADELINE ST","2801 ADELINE ST","Commercial","23965","2024 - Insufficient Data",,,,,,"2023 - Did Not Report",,,,,,"2022 - Complied","18","90.4","250.3","374","623824.9","2021 - Complied","27","80.1","215.7","1151.1","528536.9","Time of Sale",,,,,,,,,
"4480","3271 Adeline St","3271 ADELINE ST","3271 ADELINE ST; 1833 ALCATRAZ AVE; 1835 ALCATRAZ AVE","Commercial","26186","2024 - Complied","88","23","49","2313.07","108789.2","2023 - Did Not Report",,,,,,"2022 - Complied","91","20.3","44.1","1903.56","100062","2021 - Complied","100","11.4","15.7","2420.87","16447.5","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"4510","Foundry 31 (Former Marchant Bldg)","3100 SAN PABLO AVE","3100 SAN PABLO AVE; 1000 FOLGER AVE; 1048 FOLGER AVE","Commercial","453063","2024 - Complied",,"72.3","173.9","73913.47","7432964.3","2023 - Complied",,"76","177.3","91637.62","7400702.1","2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2018","Complied","Paid","7/1/2023","Did Not Comply","Due",,,
"4520","Ashby Lofts Apartments","2909 NINTH ST","2909 NINTH ST; 2919 NINTH ST; 2915 NINTH ST; 2917 NINTH ST; 2929 NINTH ST","Multifamily (5+ Units)","51365","2024 - Complied","100","12.8","35.3","160.09","187885","2023 - Complied","100","14.1","38.7","180.84","206297.2","2022 - Complied","83","47","74.6","16724.18","217345.5","2021 - Complied","74","48","76.8","16881.79","227263.7","Large Building","7/1/2018","Complied","Paid","7/1/2023","Did Not Comply","Due",,,
"4540","Zaytuna College","2770 MARIN AVE","2770 MARIN AVE","Commercial","25657","2024 - Complied",,"64.1","92.1","12808.6","106531.4","2023 - Complied",,"72.1","99.6","14993.4","102638.6","2022 - Complied",,"73.4","98.8","15635","93570","2021 - Complied",,"42","61.2","8257.88","73724.3","Large Building","7/1/2019","Complied","Paid","7/1/2028","Upcoming","Upcoming",,,
"4550","St. Johns Presbyterian Church","2717 GARBER ST","2727 COLLEGE AVE; 2720 FOREST AVE; 2727 GARBER ST; 2717 GARBER ST","Commercial","34087","2024 - Complied",,"19.7","18.6","7151.75","-12414.1","2023 - Complied",,"28","29.9","9432.49","3165.4","2022 - Complied",,"29.1","29.6","10121.9","-5571.7","2021 - Complied",,"32.4","34.4","10953.23","2394.1","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"4560","Holy Spirit Parish/Newman Hall","2700 DWIGHT WAY","2700 DWIGHT WAY","Commercial","27661","2024 - In Progress",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Insufficient Data",,,,,,"Large Building","7/1/2019","Did Not Comply","Due",,,,,,
"4590","Sutter Health Clinic - Urgent Care","2500 MILVIA ST","2500 MILVIA ST","Commercial","27502","2024 - Complied","61","73.3","151.2","8491.9","341862.7","2023 - Complied","64","72.6","147.6","8758.4","328514.9","2022 - Complied","64","71.1","148.5","7923","340507.4","2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Deferred","Deferred","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"4600","CDSP - Shires Hall","2451 RIDGE RD","2451 RIDGE RD; 2449 RIDGE RD; 2455 RIDGE RD","Commercial","29800","2024 - Complied",,"32.1","83.7",,"250332.7","2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Complied",,"30.9","80.4",,"240211.6","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"4610","2450 MILVIA ST","2450 MILVIA ST","2450 MILVIA ST; 1947 DWIGHT WAY; 1937 DWIGHT WAY","Multifamily (5+ Units)","24540","2024 - Complied","100","31.8","47.9","5783.29","59482.2","2023 - Complied","100","34.3","49.6","6513.32","55927.3","2022 - Complied","100","34.4","49.9","6521.44","56376.3","2021 - Complied","100","26.4","41","4613.93","54506.1","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"4620","2441 HASTE ST","2441 HASTE ST","2441 HASTE ST; 2444 TELEGRAPH AVE; 2436 TELEGRAPH AVE; 2432 TELEGRAPH AVE; 2442 TELEGRAPH AVE; 2438 TELEGRAPH AVE","Mixed Use (Comm/MF)","43336",,,,,,,,,,,,,,,,,,,,,,,,,"Large Building","7/1/2019","Deferred","Deferred",,,,,,
"4650","2429 SHATTUCK AVE","2429 SHATTUCK AVE","2437 SHATTUCK AVE; 2429 SHATTUCK AVE; 2431 SHATTUCK AVE; 2435 SHATTUCK AVE; 2441 SHATTUCK AVE; 2449 SHATTUCK AVE; 2433 SHATTUCK AVE","Mixed Use (Comm/MF)","27272","2024 - Complied","100","14.9","33.7","1236.72","82700.6","2023 - Complied","97","41.1","68.7","7240.88","116428.5","2022 - Complied","98","41.3","68.5","7360.03","114542.8","2021 - Complied","60","43.3","69.1","8131.91","107978.6","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"4660","2414 TELEGRAPH AVE","2414 TELEGRAPH AVE","2414 TELEGRAPH AVE; 2410 TELEGRAPH AVE; 2424 TELEGRAPH AVE; 2422 TELEGRAPH AVE; 2416 TELEGRAPH AVE","Commercial","45282","2024 - Complied",,"30.6","40.3","11710.77","62463.3","2023 - Complied","94","44.5","58.4","17133.1","88578.3","2022 - Complied","95","42.9","56.4","16474.41","86301.2","2021 - Complied","95","43.2","55.1","17057.21","73872.3","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"4670","2407 DANA ST","2407 DANA ST","2419 HASTE ST; 2407 DANA ST; 2410 CHANNING WAY","Commercial","42707","2024 - Complied",,"50.3","86","13365.42","237332","2023 - Complied",,"56.7","104.3","13280.71","320376","2022 - Complied",,"63","111.9","15721.41","327440.5","2021 - Complied",,"42.6","79.1","9828.92","245573.6","Large Building","7/1/2018","Complied","Paid","7/1/2028","Upcoming","Upcoming",,,
"4680","Identity Logan Park Apartments","2352 SHATTUCK AVE","2358 SHATTUCK AVE; 2050 DURANT AVE","Mixed Use (Comm/MF)","182977","2024 - Complied","100","19.1","36.9","17426.23","514722.6","2023 - Complied","100","20","37.8","18895.44","516574.7","2022 - Did Not Report",,,,,,"2021 - Exempt",,,,,,"Large Building","7/1/2024","Deferred","Deferred","7/1/2033","Upcoming","Upcoming",,,
"4690","SPECTRA SOUTHSIDE","2328 TELEGRAPH AVE","2338 TELEGRAPH AVE; 2441 DURANT AVE; 2344 TELEGRAPH AVE; 2340 TELEGRAPH AVE; 2342 TELEGRAPH AVE; 2328 TELEGRAPH AVE; 2332 TELEGRAPH AVE; 2334 TELEGRAPH AVE","Mixed Use (Comm/MF)","60866","2024 - In Progress",,,,,,"2023 - Complied","100","31.7","54.8","11790.59","219255.8","2022 - Complied","100","30.3","55.9","10045.31","246021.7","2021 - Complied","100","34","53.1","14600.86","177985","Large Building","7/1/2019","Deferred","Deferred","7/1/2024","Did Not Comply","Due",,,
"4700","2323 SHATTUCK AVE","2323 SHATTUCK AVE","2321 SHATTUCK AVE; 2319 SHATTUCK AVE; 2323 SHATTUCK AVE","Mixed Use (Comm/MF)","26634","2024 - Complied",,"36.3","54.2","7221.34","71707.2","2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Complied",,"27.5","42.9","5210.11","62284.6","Large Building","7/1/2019","Complied","Paid","7/1/2024","Did Not Comply","Due",,,
"4710","Berkeley City Club","2315 DURANT AVE","2315 DURANT AVE","Mixed Use (Comm/MF)","46105","2024 - Complied","95","110.8","151.2","41879.17","269581","2023 - Complied","94","116.2","156.3","44524.78","265085.6","2022 - Complied","97","107.8","146.3","41002.21","255540.6","2021 - Complied","98","101.4","135.5","39118.3","224134.3","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"4730","2141 BONAR ST","2141 BONAR ST","2141 BONAR ST; 1255 ALLSTON WAY","Commercial","37326","2024 - Complied",,"10.4","19.5","2035.91","53780.6","2023 - Complied",,"6.2","9.9","1576.29","21501.9","2022 - Complied",,"5.7","12.9","656.55","43075.7","2021 - Complied",,"7","14.2","1137.87","43125.8","Large Building","7/1/2019","Did Not Comply","Due",,,,,,
"4740","Jodo Shinshu Center","2140 DURANT AVE","2140 DURANT AVE","Commercial","32550","2024 - Complied","94","26.6","55.8","3463.62","152101.9","2023 - Complied","95","25.2","54.3","3030.63","151679.6","2022 - Complied","97","23.2","50.9","2621.54","144711.1","2021 - Complied","98","22.2","47.9","2637.19","134331.5","Large Building","7/1/2019","Deferred","Deferred","7/1/2024","Deferred","Deferred","7/1/2029","Upcoming","Upcoming"
"4750","2110 KITTREDGE ST","2110 KITTREDGE ST","2110 KITTREDGE ST; 2261 SHATTUCK AVE; 2263 SHATTUCK AVE; 2257 SHATTUCK AVE; 2255 SHATTUCK AVE; 2259 SHATTUCK AVE","Commercial","26322","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Due",,,,,,
"4760","2066 UNIVERSITY AVE","2066 UNIVERSITY AVE","2076 UNIVERSITY AVE; 2070 UNIVERSITY AVE; 2066 UNIVERSITY AVE; 2068 UNIVERSITY AVE; 2074 UNIVERSITY AVE; 2072 UNIVERSITY AVE","Multifamily (5+ Units)","29862","2024 - Complied","25","78.7","129.4","15509.83","234006.3","2023 - Complied","47","65.2","112.8","11876.04","222207.7","2022 - Complied","41","64.9","117.5","10947.86","246981.6","2021 - Complied","42","61.7","112.7","10248.01","239579.4","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"4770","2018 UNIVERSITY AVE","2018 UNIVERSITY AVE","2024 UNIVERSITY AVE; 2036 UNIVERSITY AVE; 2018 UNIVERSITY AVE; 2026 UNIVERSITY AVE; 2020 UNIVERSITY AVE; 2030 UNIVERSITY AVE; 2022 UNIVERSITY AVE","Mixed Use (Comm/MF)","27620","2024 - Complied",,"16","31","2167.85","65667.7","2023 - Complied",,"15.7","31","2030.45","67324.6","2022 - Complied",,"33.1","80.5","1911.81","211581","2021 - Complied",,"8.5","21.4","362.5","57859.5","Large Building","7/1/2019","Complied","Paid","7/1/2024","Pending","Due",,,
"4780","1931 SAN PABLO AVE","1931 SAN PABLO AVE","1931 SAN PABLO AVE; 1941 SAN PABLO AVE","Mixed Use (Comm/MF)","23000","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"4790","1920 FRANCISCO ST","1920 FRANCISCO ST","1920 FRANCISCO ST","Multifamily (5+ Units)","29095","2024 - Complied","100","31.6","52.3","6014.71","93028.3","2023 - Complied","100","32.9","52.1","6665.67","85545.5","2022 - Complied","100","31.9","51.6","6282.48","87993.1","2021 - Complied","100","34.5","57","6563.59","101529.8","Large Building","7/1/2019","Exempt","Exempt","7/1/2024","Deferred","Deferred","7/1/2029","Upcoming","Upcoming"
"4810","Spruce Street Apartments","1800 SPRUCE ST","1800 SPRUCE ST","Multifamily (5+ Units)","25443","2024 - Complied","100","14.6","31.8","1338.61","69934","2023 - Complied","100","14.2","30.4","1356.38","65936.7","2022 - Complied","100","14.4","30.8","1371.09","66914.2","2021 - Complied","100","14.1","30.9","1255.58","68581.9","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"4820","University Terrace Bldg 9","2146 JEFFERSON AVE","1600 ADDISON ST; 2124 JEFFERSON AVE; 2170 JEFFERSON AVE","Multifamily (5+ Units)","24506","2024 - Complied","96","33.1","45.9","6537.75","45918.1","2023 - Complied","97","32.9","47.1","6329.37","51142.4","2022 - Complied","97","32.2","46.4","6112.21","51802","2021 - Exempt",,,,,,"Time of Sale",,,,,,,,,
"4821","University Terrace Bldg 1","2100 JEFFERSON AVE","1600 ADDISON ST; 2124 JEFFERSON AVE; 2170 JEFFERSON AVE","Multifamily (5+ Units)","16836","2024 - Complied",,"20.2","31.3","2423.53","28467.5","2023 - Complied",,"20.1","30.2","2513.34","25557.9","2022 - Complied",,"19.4","29.7","2371.7","26319.6","2021 - Exempt",,,,,,"Time of Sale",,,,,,,,,
"4840","1450 UNIVERSITY AVE","1450 UNIVERSITY AVE","1450 UNIVERSITY AVE; 1466 UNIVERSITY AVE; 1458 UNIVERSITY AVE; 1468 UNIVERSITY AVE; 1454 UNIVERSITY AVE; 1464 UNIVERSITY AVE; 1460 UNIVERSITY AVE; 1462 UNIVERSITY AVE; 1456 UNIVERSITY AVE; 1452 UNIVERSITY AVE","Commercial","25235","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Due",,,,,,
"4850","Berkeley Office Building","918 PARKER ST","918 PARKER ST","Commercial","22824","2024 - Complied","62","33.6","89.4","603.51","206885.6","2023 - Complied","65","35.2","89.4","1201.27","200395.4","2022 - Complied","57","40","101.1","1408.91","226122","2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"4860","Target (@ University/Acton)","1414 UNIVERSITY AVE","1407 ADDISON ST; 1415 ADDISON ST; 1403 ADDISON ST; 1414 UNIVERSITY AVE; 1405 ADDISON ST","Commercial","34311","2024 - Complied","74","96.9","253.4","3526.28","871345.8","2023 - Complied","72","101.5","261.5","4458.87","890013.1","2022 - Complied","72","102","265.4","3950.93","909830.1","2021 - Complied","67","109.2","275.4","5953.47","923590.5","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"4880","1331 EASTSHORE HWY","1331 EASTSHORE HWY","1331 EASTSHORE HWY","Industrial","31092","2024 - Exempt",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Due",,,,,,
"4910","Congregation Beth El","1301 OXFORD ST","1301 OXFORD ST","Commercial","36635","2024 - Complied","42","23.7","60.9","1118.92","221165.3","2023 - Complied","46","23","58.6","1226.65","211145.7","2022 - Complied","65","18.4","45.1","1316.89","158470.5","2021 - Complied","59","19.1","47","1348.63","165538.4","Large Building","7/1/2019","Complied","Paid","7/1/2028","Upcoming","Upcoming",,,
"4930","1100 TENTH ST","1100 TENTH ST","1108 TENTH ST; 1106 TENTH ST; 1100 TENTH ST","Commercial","23948","2024 - Complied","100","-1.6","-4.6",,"-11476.6","2023 - Complied","100","1.9","5.4",,"13608.9","2022 - Complied","100","2.3","6.5",,"16376.1","2021 - Complied","100","2.4","6.7",,"16788.4","Time of Sale",,,,,,,,,
"4931","1005 HARRISON ST","1005 HARRISON ST",,"Commercial","23261","2024 - Complied",,"1.6","4.3","4.09","10492.3","2023 - Complied",,"2.1","4.1","247.31","7294.2","2022 - Complied",,"1","2","105.71","3608.7","2021 - Complied",,"1.8","4.1","140.89","8333.3","Time of Sale",,,,,,,,,
"4950","Berkeley Bowl West","920 HEINZ AVE","920 HEINZ AVE; 922 HEINZ AVE","Commercial","100965","2024 - Complied","92","154.2","321.2","59321.89","2698054.8","2023 - Complied","89","176.7","349.2","78433.08","2772523.5","2022 - Complied","86","183.8","370","78117.77","2996840.2","2021 - Complied","85","189.9","380.5","82295.21","3066269.9","Large Building","7/1/2018","Deferred","Deferred","7/1/2023","Deferred","Deferred","7/1/2028","Upcoming","Upcoming"
"5010","Veterans Building","1931 CENTER ST",,"Commercial","27938","2024 - Complied","77","49.1","74.4","10066.26","106944.2","2023 - Complied","39","103.3","130","25401.16","101131.5","2022 - Complied","65","69.4","93.1","16147.97","94713.6","2021 - Complied","64","69","92.7","16025.5","94979.9","Large Building","7/1/2019","Did Not Comply","Paid",,,,,,
"5020","The Metropolitan","2301 DURANT AVE","2301 DURANT AVE; 2315 ELLSWORTH ST","Multifamily (5+ Units)","54319","2024 - Complied","100","29.4","51.5","9575.98","187469.6","2023 - Complied","100","36.8","60.1","13296.85","195748.4","2022 - Complied","100","34.7","58.5","12002.81","200432","2021 - Complied","100","31.7","54","10761.15","188990.5","Large Building","7/1/2018","Deferred","Deferred","7/1/2023","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"5030","2033 BLAKE ST","2033 BLAKE ST","2035 BLAKE ST; 2029 BLAKE ST","Multifamily (5+ Units)","61827","2024 - Complied","100","19.9","42.9","4563.43","227512","2023 - Complied","100","20.4","42.7","5103.53","220555.9","2022 - Complied","100","40.2","90.5","2879.79","184142.5","2021 - Exempt",,,,,,"Large Building","7/1/2031","Upcoming","Upcoming",,,,,,
"5040","Main Library","2090 KITTREDGE ST",,"Other","108200","2024 - Complied",,"49.9","113.8","16040.38","1112805.4","2023 - Complied",,"45","100.6","15770.63","965897","2022 - Complied",,"39","87.5","13451.62","842591.6","2021 - Complied",,"34.8","79.8","10887.9","784406.9","Large Building","7/1/2018","Did Not Comply","Paid",,,,,,
"5050","Public Safety Building","2100 M L KING JR WAY",,"Commercial","66000","2024 - Complied",,"60.7","145.7","9116.47","906395.8","2023 - Complied",,"64.5","150.1","11450.87","911172.2","2022 - Complied",,"61.1","140.5","11560.69","843695.5","2021 - Complied",,"92.9","235.1","9389.95","1521019.3","Large Building","7/1/2023","Complied","Paid","7/1/2024","Did Not Comply","Due",,,
"5070","Harper Crossing","3132 M L KING JR WAY","3132 M L KING JR WAY; 3135 HARPER ST","Multifamily (5+ Units)","31164","2024 - Complied","100","15.1","41.9","55.54","136059.6","2023 - Complied","99","16.2","45.2","50.55","146839.4","2022 - Complied","99","16.6","46.2","52.49","150145.3","2021 - Complied","99","16.2","45.1","55.27","146653.6","Large Building","7/1/2019","Deferred","Deferred","7/1/2029","Upcoming","Upcoming",,,
"5080","Berkeley Repertory Theatre","2025 ADDISON ST","2015 Addison St -- 2071 Addison St.","Commercial","53000","2024 - Complied",,"55.4","123.9","9422.7","584013.2","2023 - Complied",,"65.3","127.3","16819.92","521231.6","2022 - Complied",,"66.9","140.2","14288.53","620549.5","2021 - Complied",,"27.6","58.6","5612.56","263520.4","Large Building","7/1/2018","Complied","Paid","7/1/2023","Did Not Comply","Due",,,
"5100","1801 UNIVERSITY AVE","1801 UNIVERSITY AVE","1805 UNIVERSITY AVE; 1803 UNIVERSITY AVE; 1807 UNIVERSITY AVE","Multifamily (5+ Units)","28240","2024 - Complied","97","21.7","44","2691.85","100514.8","2023 - Complied","95","23.8","48.4","2921.64","111003.8","2022 - Complied","96","23.4","47.1","2965.63","106685.4","2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Complied","Paid","7/1/2024","Deferred","Deferred",,,
"5110","2650 TELEGRAPH AVE","2650 Telegraph Ave",,"Commercial","25000",,,,,,,,,,,,,,,,,,,,,,,,,"Large Building",,,,,,,,,
"5120","Bloom Berkeley Condominiums","2747 SAN PABLO AVE","2747 SAN PABLO AVE","Mixed Use (Comm/MF)","45112","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2023","Did Not Comply","Due",,,,,,
"5130","MacFarlane Building","1987 SHATTUCK","2111 UNIVERSITY AVE","Mixed Use (Comm/MF)","67558","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Exempt",,,,,,"Large Building","7/1/2031","Upcoming","Upcoming",,,,,,
"5150","Modera Berkeley","1922 WALNUT ST","1922 WALNUT ST; 1924 WALNUT ST; 2145 UNIVERSITY AVE; 1930 WALNUT ST","Mixed Use (Comm/MF)","186527","2024 - Complied","97","25.2","54.2","17489.92","865052.1","2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Exempt",,,,,,"Large Building","7/1/2031","Upcoming","Upcoming",,,,,,
