key,lat,lon,type,units,source,addr,status
064-4240-003-00,37.85524992,-122.24404281,ADU,1,v4,,
058-2150-003-00,37.87379872,-122.28041366,ADU,1,v4,,
058-2137-019-00,37.87443797,-122.28823768,ADU,1,v4,,
056-1931-023-00,37.8616892,-122.2865699,ADU,1,v4,,
053-1624-002-00,37.85290977,-122.28161737,ADU,1,v4,,
059-2291-037-01,37.87413894,-122.28977875,ADU,1,v4,,
PLN2026-0034,37.87727578,-122.28122518,fourplex,4,MH,1521 Holly,Approved
PLN2026-0030,37.86474658,-122.27947423,duplex,2,MH,2332 California,Approved
PLN2026-0081,37.85877121,-122.27746009,triplex,3,MH,1606 Derby,Awaiting Documents
PLN2026-0082,37.85884449,-122.26149718,triplex,3,MH,2807 Ellsworth,Approved
PLN2025-0101,37.87953795,-122.2933254,triplex,3,MH,1339 Stannage,Approved
PLN2025-0079,37.85563802,-122.28513609,duplex,2,MH,2780 Mabel,Approved
PLN2026-0131,37.85474774,-122.25017952,duplex,2,MH,2800 Prince,Under Review
PLN2026-0058,37.86866419,-122.28563984,triplex,3,MH,1314 Addison,Approved
PLN2026-0049,37.87919486,-122.28972254,fourplex,4,MH,1357 Neilson,Approved
PLN2026-0047,37.87078691,-122.29605943,duplex,2,MH,1803 Eighth,Incomplete
PLN2026-0043,37.8541724,-122.25659321,duplex,2,MH,3036 Regent,Approved
PLN2026-0039,37.86039634,-122.27646372,duplex,2,MH,1639 Carleton,Closed
PLN2026-0113,37.87251945,-122.29149482,fourplex,4,MH,1136 Francisco,Approved
PLN2026-0112,37.86038555,-122.28326742,duplex,2,MH,1345 Parker,Closed
PLN2026-0111,37.85290501,-122.26271338,duplex,2,MH,2227 Woolsey,Approved
PLN2026-0110,37.8679753,-122.27452861,duplex,2,MH,2215 Grant,Under Review
PLN2025-0126,37.88112113,-122.28615306,fourplex,4,MH,1235 Ord,Approved
PLN2025-0118,37.86269427,-122.29401856,fourplex,4,MH,2336 Eighth,Approved
PLN2025-0117,37.85145946,-122.28379925,triplex,3,MH,3032 Mabel,Under Review
PLN2025-0116,37.86103672,-122.25963141,triplex,3,MH,2709 Dana,Withdrawn
PLN2025-0107,37.86850591,-122.27319024,triplex,3,MH,1872 Allston,Under Review
PLN2025-0106,37.86072972,-122.28811603,duplex,2,MH,1123 Blake,Closed
PLN2026-0143,37.85783056,-122.26008629,fourplex,4,MH,2335 Russell,Filed
PLN2026-0087,37.85410969,-122.29127051,fourplex,4,MH,2834 Eighth,Under Review
PLN2026-0014,37.853147,-122.26737474,duplex,2,MH,2015 Prince,Approved
PLN2025-0083,37.85527428,-122.29055474,triplex,3,MH,2808 Ninth,Under Review
