GEOID20,corridor,acres,parcels,units_per_block,headroom_mh_byright,headroom_mh_bonus,headroom_corridor_est,headroom_hillside,headroom_total
060014219003002,,9.607457231443387,73,94,451,719,81,0,532
060014219001005,,4.375742095020564,31,31,130,206,71,0,201
060014219001009,,0.4549210072810514,0,0,0,0,0,0,0
060014219001003,,0.37189359910808384,0,0,0,0,0,0,0
060014220002004,,3.678163603138756,5,0,0,0,342,0,342
060014216001000,,27.109437189999774,84,68,0,0,0,0,0
060014219003014,,0.42106757002004974,0,0,0,0,0,0,0
060014235002007,,0.7798645839103738,0,0,0,0,0,0,0
060014236011003,,0.29949172233820437,0,0,0,0,0,0,0
060014236023011,,0.2686035496548087,0,0,0,0,0,0,0
060014239022010,,0.3936388726771944,0,0,0,0,0,0,0
060014232001009,,4.142474614915559,18,79,118,190,0,0,118
060014232001018,,0.39314466191426006,0,0,0,0,0,0,0
060014220001046,,8.787314470353866,1,0,0,0,0,0,0
060014220001042,,2.4431309065658637,17,12,105,165,0,0,105
060014220002025,,20.65998673370676,17,3,0,0,804,0,804
060014233002003,,3.963323213351865,27,34,84,132,153,0,237
060014240022009,,3.963570318733332,29,35,196,312,0,0,196
060014235001009,,4.983374228048323,16,68,60,96,224,0,284
060014235003006,,4.744670429551041,36,92,27,43,361,0,388
060014224004000,,4.868964436429025,37,69,241,381,0,0,241
060014222003011,University,2.7794413307426757,5,33,0,0,265,0,265
060014212001005,,0.4450367920223648,0,4,0,0,0,0,0
060014220002039,,17.41425754813554,18,0,0,0,1523,0,1523
060014220002063,,1.3921917191860096,13,11,90,142,0,0,90
060014220002011,,4.650770384593518,7,0,0,0,335,0,335
060014221002028,,0.2708274980880132,0,0,0,0,0,0,0
060014233001012,,4.000141915190472,26,33,178,282,0,0,178
060014220001067,,0.4032759825544138,0,0,0,0,0,0,0
060014233002015,,3.403629524328735,20,35,0,0,282,0,282
060014213003007,,1.0375954967806271,1,0,7,11,0,0,7
060014217003007,,4.821025992424396,32,106,216,344,0,0,216
060014223003008,University,4.646816698490044,24,80,0,0,457,0,457
060014224002009,University,4.193131218116329,17,40,0,0,268,0,268
060014222003013,University,5.185753535469932,31,85,128,204,200,0,328
060014224002010,University,2.354172969237684,1,0,0,0,207,0,207
060014217003002,,4.546986124377309,23,63,0,0,330,0,330
060014239011019,Adeline,5.1224945578143375,32,37,121,193,239,0,360
060014223002017,,4.6576893352746,19,46,131,207,0,0,131
060014239022002,Telegraph,3.9877866461171143,13,58,0,0,259,0,259
060014219004012,,4.093053538622127,32,36,0,0,279,0,279
060014227001000,,1.2634498154416163,14,10,0,0,0,0,0
060014220002048,,3.6831057107680993,4,0,0,0,91,0,91
060014220001001,,1.8424177242191848,0,0,0,0,0,0,0
060014224004005,,0.3306270004030672,0,0,0,0,0,0,0
060014224001000,,6.564848669438182,42,355,13,21,438,0,451
060014224001003,,0.2807117133466998,0,1,0,0,0,0,0
060014223003001,,4.588252723082326,55,86,379,599,0,0,379
060014230001001,University,5.121259030907002,26,94,14,22,434,0,448
060014230001013,,4.970771853593498,31,97,209,333,0,0,209
060014230002004,,4.993752654069945,37,67,247,395,0,0,247
060014230003000,,4.988316335677666,38,68,254,406,0,0,254
060014230002003,,5.0310655666714865,33,67,216,348,0,0,216
060014223003000,,4.557858761161865,37,69,142,226,92,0,234
060014223003011,,0.560435005167531,0,0,0,0,0,0,0
060014230001000,University,5.038231622734034,22,97,7,11,450,0,457
060014224002003,,2.609185722911799,11,39,67,107,8,0,75
060014229021000,University,5.312518596162588,14,196,0,0,474,0,474
060014230001015,,4.835358104549491,33,90,223,355,0,0,223
060014229021001,,5.018463192216661,11,36,0,0,611,0,611
060014229021002,,4.974231328934038,2,1,0,0,330,0,330
060014230002008,,4.82152020318733,16,40,108,172,0,0,108
060014230002007,,5.08394611830546,30,47,206,326,0,0,206
060014229021003,,0.4119246709057646,0,0,0,0,0,0,0
060014230003012,,5.124965611629009,33,73,218,350,0,0,218
060014231004003,,3.6280012107009214,22,24,130,206,0,0,130
060014222002007,,4.026335085625992,34,44,233,369,0,0,233
060014223002018,,0.3642333322826017,0,0,0,0,0,0,0
060014222002008,University,3.9151376639657673,17,50,0,0,372,0,372
060014231001001,University,1.9686885741489062,2,1,0,0,213,0,213
060014223003005,,0.2505648568077056,0,0,0,0,0,0,0
060014223002009,,5.026617669805077,35,64,240,380,0,0,240
060014223002016,,5.17191563410777,19,32,126,202,0,0,126
060014230001005,,0.30196277615287603,0,0,0,0,0,0,0
060014230001006,,0.8287914494408726,0,0,0,0,0,0,0
060014230001009,,5.39431047742822,40,72,269,429,0,0,269
060014230003002,,4.841288633704703,34,50,230,366,0,0,230
060014230001010,,4.983374228048323,79,76,553,869,0,0,553
060014230003001,,5.101490600389628,35,54,234,374,0,0,234
060014231003001,,4.496576626558007,36,50,246,390,0,0,246
060014231004002,,3.6210822600198407,32,33,221,349,0,0,221
060014236011000,College–Elmwood,5.405924430357176,35,111,199,319,0,0,199
060019821001000,,1.6420152598493136,0,0,0,0,0,0,0
060014227002004,,0.3301327896401329,0,0,0,0,0,0,0
060014227002000,,2.3840727203952112,11,19,0,0,120,0,120
060014227002001,,4.423927644406661,15,123,0,0,232,0,232
060014227001002,,3.125635970178174,15,13,0,0,0,0,0
060014227002005,,0.30245698691581036,0,19,0,0,0,0,0
060014237003003,,4.9949881809772805,40,54,267,427,0,0,267
060014237001004,,5.026617669805077,31,108,213,337,0,0,213
060014237002003,,7.21523003345976,28,32,192,304,0,0,192
060014227002006,,3.7008972982337354,19,54,0,0,18,11,29
060014227001001,,5.24431751087765,24,32,0,0,0,0,0
060014237002000,,3.31689553543376,8,8,56,88,0,0,56
060014237001010,,0.27107460346948037,0,0,0,0,0,0,0
060014237002001,,4.071061159671549,15,15,104,164,0,0,104
060014236011007,,4.972007380500834,38,60,256,408,0,0,256
060014236012008,,4.8778602301618434,35,47,234,374,0,0,234
060014235003014,,3.3208492215372347,24,46,152,244,16,0,168
060014236012011,,3.864975271527933,31,59,209,333,0,0,209
060014236011005,,5.0315597774344205,33,58,214,342,14,0,228
060014236011008,Telegraph,6.151194260862146,31,38,157,249,155,0,312
060014236012005,Telegraph,2.659101009968166,26,32,93,149,78,0,171
060014236012010,,3.860280269280057,23,49,150,242,0,0,150
060014239022005,Telegraph,5.845277798605796,28,55,89,141,347,0,436
060014239022012,,3.753036533723307,30,45,202,322,0,0,202
060014227002003,,0.5391839423613548,0,0,0,0,0,0,0
060014237002004,,4.080698269548768,18,37,125,197,0,0,125
060014239022011,Telegraph,4.08489906103371,20,64,107,171,141,0,248
060014236011015,Telegraph,5.123730084721673,30,31,101,161,686,0,787
060014213004012,,3.494317199327185,24,25,167,263,0,0,167
060014218002001,,6.1052326599092535,39,42,256,404,11,0,267
060014223002007,,0.7373624582980214,0,0,0,0,0,0,0
060014222003006,,4.217594650881578,43,58,261,413,0,0,261
060014231001012,,14.881180282715631,63,229,432,684,0,0,432
060014220002028,,3.7327738924429994,0,0,0,0,0,0,0
060014220002045,,0.31456515060770146,0,0,0,0,0,0,0
060014220002035,,7.469007260226539,9,0,0,0,0,0,0
060014220001000,,32.11949879924655,2,0,0,0,0,0,0
060014220002046,,5.544797654741723,10,3,0,0,0,0,0
060014220002034,,3.167396779646125,2,0,0,0,0,0,0
060014220002026,,2.318342688924945,10,2,0,0,14,0,14
060014220002044,,4.431093700469209,53,18,0,0,0,0,0
060014220002030,,6.51616890928915,0,0,0,0,0,0,0
060014220002040,,4.516592162456848,5,0,0,0,352,0,352
060014212003001,,0.5831687002625102,0,0,0,0,0,0,0
060014217002002,,4.116528549861507,19,24,0,0,524,0,524
060014233003013,,6.399040958473713,40,75,230,366,119,0,349
060014212003002,,7.473208051711481,20,23,0,0,0,0,0
060014211001007,,2.2251839601118237,11,12,0,0,0,0,0
060014231001000,University,2.9800909004940137,16,74,0,0,271,0,271
060014232001005,University,3.4794908764391552,6,13,14,22,200,0,214
060014220002061,,4.938648154002767,35,42,245,385,0,0,245
060014221001021,,2.92202113584923,19,31,128,204,0,0,128
060014220001045,,10.205946465356863,4,0,0,0,0,0,0
060014240021012,,1.8162245537836652,13,23,67,107,51,0,118
060014221002013,,4.902570768308561,30,62,203,323,0,0,203
060014221002021,,3.4152434772576923,20,29,134,214,0,0,134
060014221001009,,2.9588398376878375,23,27,159,251,0,0,159
060014219003006,,2.5997957184160465,16,14,0,0,166,0,166
060019821001001,,186.60113460416696,1,69,0,0,53187,0,53187
060014238003000,,0.26193170435519525,0,0,0,0,0,0,0
060014235001001,,1.410971728177514,1,0,0,0,129,0,129
060014234003006,,4.640391958571898,33,61,215,343,6,0,221
060014227001006,,5.818837522788809,28,46,0,0,0,0,0
060014240014014,Adeline,1.2847008782477927,4,5,0,0,86,0,86
060014240022015,,0.509531296585295,4,11,24,40,0,0,24
060014240022013,,1.4500143784493262,11,22,90,146,0,0,90
060014238001012,,4.639650642427497,11,14,0,0,0,0,0
060014219001008,,4.161748834669998,27,33,182,290,0,0,182
060014222001020,,3.7387044215982117,37,35,251,395,0,0,251
060014219002012,,2.29091399158209,14,21,93,149,0,0,93
060014222001005,,2.5834867632392133,20,23,135,215,0,0,135
060014219002007,,3.594641984202854,24,39,162,258,0,0,162
060014219002006,,3.6341788452376007,27,36,180,288,0,0,180
060014235001017,,1.2604845508640103,12,15,61,97,39,0,100
060014234002004,,0.83249803016288,2,11,13,21,0,0,13
060014230003016,,1.9709125225821107,14,34,69,109,55,0,124
060014230002010,,2.107314693151986,22,29,47,75,144,0,191
060014230003007,,1.8851669552130044,15,18,103,163,0,0,103
060014230002001,,2.7347152566971187,18,35,118,190,0,0,118
060014230001007,,2.1868826259844134,18,21,125,197,0,0,125
060014221002014,,2.842453203016803,20,34,20,32,180,0,200
060014224002006,,1.5770265445234493,12,31,69,109,14,0,83
060014221001001,,1.7598845268091514,14,15,7,11,95,0,102
060014223001001,,2.9810793220198826,21,36,128,204,13,0,141
060014218002013,,2.4221269491411546,16,16,111,175,0,0,111
060014216003010,,2.131283915154301,12,26,0,0,0,0,0
060014219001001,,1.1789397749798458,10,11,68,108,0,0,68
060014218001000,,2.8644455819673804,16,16,110,174,0,0,110
060014213004006,,2.020827809638478,13,14,89,141,0,0,89
060014215003015,,2.7742521177318653,19,24,0,0,0,0,0
060014211002011,,3.34481844353955,16,19,0,0,0,0,0
060014211002016,,4.466923980781948,24,25,0,0,0,0,0
060014229022001,University,2.10780890391492,10,22,0,0,324,0,324
060014225003004,,4.961134743716278,6,35,0,0,56,0,56
060014228001003,,1.7388805693844425,4,35,0,0,117,0,117
060014239011004,,0.5979950231505401,3,3,0,0,50,0,50
060014221002029,University,3.2842776250800942,20,42,89,141,113,0,202
060014221002025,,3.548680383249961,23,48,120,192,0,0,120
060014232001004,University,3.3107179008970813,37,39,7,11,608,0,615
060014232001010,,3.860280269280057,26,61,175,279,0,0,175
060014215002007,,4.451603447130983,25,28,0,0,0,0,0
060014215001001,,2.5503746421226134,12,14,0,0,0,0,0
060014220001064,,7.263168477464391,12,1,0,0,510,0,510
060014212002018,,0.2473524868486325,0,0,0,0,0,0,0
060014213003014,,0.6876942766231211,0,0,0,0,0,0,0
060014237001003,,1.499188349361292,0,0,0,0,0,0,0
060014219004001,,3.5864875066144375,33,42,217,345,8,0,225
060014238003019,College–Elmwood,2.9089245506314705,22,69,113,181,36,0,149
060014233001001,,4.835852315312426,35,46,237,377,0,0,237
060014217003000,,4.834369683023622,53,108,362,574,0,0,362
060014231002005,,4.72564331517807,23,36,0,0,334,0,334
060014221002033,,0.31753041518530745,0,0,0,0,0,0,0
060014217001014,,4.955945530705468,42,99,0,0,142,28,170
060014222003001,,7.450968567379436,9,22,56,88,35,0,91
060014221001002,,3.2217599635689016,20,26,117,185,40,0,157
060014221002009,,4.544515070562638,32,58,216,344,0,0,216
060014236011016,,0.2723101303768162,0,0,0,0,0,0,0
060014235001000,,3.2793355174507512,17,53,0,0,274,0,274
060014220001069,,3.2546249793040345,1,0,0,0,229,0,229
060014220001043,,2.344782964741932,27,20,189,297,0,0,189
060014239011016,,2.659101009968166,20,25,87,139,59,0,146
060014239011005,,2.795997391300976,23,42,120,192,56,0,176
060014239011002,,2.8372639900059924,22,31,103,163,72,0,175
060014235003010,,1.5775207552863835,10,14,0,0,115,0,115
060014218002003,,2.0722257289836485,2,0,0,0,103,0,103
060014218002023,,2.0114378051427257,15,15,105,165,0,0,105
060014238002012,,5.446943923680726,32,31,0,0,0,0,0
060014225003013,,2.285477673189812,1,0,0,0,156,0,156
060014225002004,,3.4701008719434028,9,27,0,0,0,9,9
060014225003010,,4.142474614915559,30,141,0,0,310,0,310
060014215001006,,1.8392053542601117,1,1,0,0,0,0,0
060014215001005,,0.4954462898416665,0,0,0,0,0,0,0
060014224004008,,0.2723101303768162,0,0,0,0,0,0,0
060014230001002,University,2.3267442718948286,17,15,0,0,259,0,259
060014230001014,,4.927528411836744,41,58,280,444,0,0,280
060014230001016,,4.808917828732505,1,7,7,11,0,0,7
060014230003011,,5.038231622734034,37,52,250,398,0,0,250
060014234001007,,4.790632030503934,35,53,235,375,0,0,235
060014234001000,,4.705380673897762,40,75,226,358,65,0,291
060014229022003,University,5.414326013327059,18,112,0,0,950,0,950
060014237001011,,4.253424931194317,11,11,77,121,0,0,77
060014220001025,,4.985598176481528,24,21,165,261,0,0,165
060014238003018,,0.5705663258076847,0,9,0,0,0,0,0
060014221002017,,2.2629910834763,15,62,42,66,105,0,147
060019821001014,,0.32444936586638806,0,0,0,0,0,0,0
060014223001010,,0.9661820415366165,6,6,42,66,0,0,42
060014224004004,,0.33112121116600157,0,0,0,0,0,0,0
060014234003003,,4.6688090774406215,1,0,7,11,0,0,7
060014220001070,,0.9980586357458808,0,0,0,0,0,0,0
060014218002022,,0.8077874920161635,0,0,0,0,0,0,0
060014220001074,,2.1782339376330624,2,0,0,0,0,0,0
060014234002007,,0.7274782430393347,2,11,14,22,0,0,14
060014221002006,,4.480267671381174,26,37,176,280,0,0,176
060014220002006,,5.406171535738643,16,0,0,0,725,0,725
060014220002020,,4.525735061571133,9,0,0,0,387,0,387
060014225003001,,3.4233979548461084,11,78,0,0,190,0,190
060014221002023,University,3.6628430694877916,21,43,81,129,162,0,243
060014228003000,,2.2128286910384656,4,5,0,0,230,0,230
060014229022011,,1.2802529813813837,5,98,0,0,1393,0,1393
060014222003004,,7.157160268814977,46,91,201,321,146,0,347
060014239012003,,3.4725719257580745,25,70,63,99,178,0,241
060014234001003,,4.889968393853735,28,87,147,235,158,0,305
060014235003009,Adeline,3.909454240192023,19,28,0,0,224,0,224
060014215003004,,3.864975271527933,19,15,0,0,0,0,0
060014212002011,,0.14134427819921858,1,2,0,0,0,0,0
060014211002013,,1.5807331252454566,7,7,0,0,0,0,0
060014211002006,,0.8253319741003322,3,3,0,0,0,0,0
060014211002005,,2.3460184916492675,12,14,0,0,0,0,0
060014211002002,,1.7032973944531706,7,6,0,0,0,0,0
060014212001004,,1.9617696234678257,12,11,0,0,0,0,0
060014212001001,,1.6108799817844508,9,10,0,0,0,0,0
060014212001007,,5.521075538120875,32,33,0,0,0,0,0
060014213003012,,0.32840305196986275,3,3,20,32,0,0,20
060014224002008,,0.3768357067374271,3,17,0,0,34,0,34
060014215002018,,2.1362260227836445,11,11,0,0,0,0,0
060014215002012,,1.6227410400948747,10,10,0,0,0,0,0
060014215002011,,1.110738689694908,7,7,0,0,0,0,0
060014213004011,,1.8421706188377176,13,13,91,143,0,0,91
060014225001002,,1.5150030937751906,10,13,0,0,0,0,0
060014225001005,,3.2007560061441924,26,32,0,0,0,0,0
060014225001008,,2.3413234894013915,16,57,0,0,0,0,0
060014220001032,University,1.7267724056925513,176,151,0,0,31363,0,31363
060014240012005,,0.35731438160152107,0,0,0,0,0,0,0
060014230003013,,4.962123165242147,27,49,178,286,0,0,178
060014217001008,,0.3768357067374271,0,0,0,0,0,0,0
060014217003006,,4.9492736854058546,40,92,269,429,0,0,269
060014223002002,,4.861304169603543,43,67,296,468,0,0,296
060014217001015,,8.219219198360854,14,86,0,0,87,6,93
060014217003003,,0.5184270903181128,0,0,0,0,0,0,0
060014224004003,,0.3039396192046134,0,0,0,0,0,0,0
060014231004006,,4.511650054827505,33,41,229,361,0,0,229
060014222002001,,3.1547944051913,25,25,174,274,0,0,174
060014233002004,,0.4447896866408976,0,0,0,0,0,0,0
060014220001040,,1.5646712754500909,23,13,14,22,154,0,168
060014233003015,,0.2547656482926475,0,0,0,0,0,0,0
060014233003016,,0.5018710297598128,0,0,0,0,0,0,0
060014233001009,,4.936424205569562,30,43,204,324,0,0,204
060014233002012,,2.606220458334193,20,21,138,218,0,0,138
060014233002011,,2.545185429111803,20,21,132,208,9,0,141
060014234004002,,5.670821399289977,31,104,204,328,0,0,204
060014240021008,,4.829180470012812,32,55,210,338,0,0,210
060014238003007,College–Elmwood,5.974019702350189,40,41,124,196,219,0,343
060014237002013,,2.9665001045133197,10,10,70,110,0,0,70
060014232002012,,3.4248805871349117,26,48,174,278,0,0,174
060014227003000,,4.08143958569317,11,46,0,0,204,0,204
060014212003006,,4.101208016210543,23,24,0,0,0,0,0
060014219004013,,3.8281565696893254,31,39,210,334,0,0,210
060014239011022,Adeline,5.16054878656028,31,69,64,104,318,0,382
060014234004003,,5.649570336483801,23,167,75,119,160,0,235
060014240021004,,4.828933364631345,37,97,177,285,212,0,389
060014236022002,,1.1317426471196173,0,0,0,0,0,0,0
060014225003006,,1.3709406563798332,8,23,0,0,79,0,79
060014229022005,,1.5898760243597418,6,53,0,0,91,0,91
060014229022000,,1.6533821073968031,2,0,0,0,308,0,308
060014238003012,College–Elmwood,10.40758445663407,69,95,377,597,118,0,495
060014238002009,,3.075967788503274,14,13,98,154,0,0,98
060014238002005,,4.478290828329437,21,22,7,11,0,0,7
060014229012002,,4.18077594904297,8,115,0,0,318,0,318
060014235001006,,5.370835466188838,34,78,105,165,333,0,438
060014235001007,,0.30542225149341634,0,0,0,0,0,0,0
060014232002013,,4.587511406937924,22,47,148,236,0,0,148
060014220002069,University,7.455169358864378,5,0,0,0,600,0,600
060014233002002,,3.9976708613758007,27,36,180,288,0,0,180
060014240021006,,0.4867976014903157,0,0,0,0,0,0,0
060014234002005,,0.3518780632092434,0,1,0,0,0,0,0
060014238003006,,0.632095565793009,1,5,7,11,0,0,7
060014228003003,,3.984821381539508,2,0,0,0,373,0,373
060014228004001,,2.596089137694039,8,60,0,0,217,0,217
060014228001001,Telegraph,4.992270021781141,17,120,0,0,444,0,444
060014219002008,,4.987575019533265,19,113,127,203,0,0,127
060014214002010,,4.7226780506004635,27,30,0,0,0,0,0
060019821001013,,0.33112121116600157,0,0,0,0,0,0,0
060014212004005,,7.790985572278256,48,50,0,0,0,0,0
060014211002009,,13.127226285061692,61,61,0,0,0,0,0
060014212002021,,5.614975583078398,30,30,0,0,0,0,0
060014211002017,,5.238139876340971,29,31,0,0,0,0,0
060014220002009,,5.036996095826698,7,0,0,0,356,0,356
060014220002041,,2.8743297972260673,2,0,0,0,223,0,223
060014218002018,,3.6089740963279495,26,27,180,284,0,0,180
060014231002000,,8.236516575063554,66,111,446,710,0,0,446
060014230001011,University,1.5449028449327176,8,60,0,0,211,0,211
060014231003000,,4.313224433509371,35,50,239,379,0,0,239
060014227003002,,0.5115081396370322,0,0,0,0,0,0,0
060014227001005,,1.304716414146633,8,7,0,0,0,0,0
060014239011024,,0.29949172233820437,0,2,0,0,0,0,0
060014240014010,,0.8359575055034203,0,1,0,0,0,0,0
060014239011027,,2.4987296173959757,3,0,0,0,15,0,15
060014213002002,,1.8228963990832787,16,16,112,176,0,0,112
060014221002022,University,3.6784107085202233,23,25,90,146,114,0,204
060014214002004,,3.3023163179271977,17,19,0,0,0,0,0
060014240021000,,2.540737532245394,1,40,0,0,225,0,225
060014219004010,,0.42971625837140054,0,0,0,0,0,0,0
060014219004009,,1.9709125225821107,9,11,0,0,115,0,115
060014232001017,,4.887991550801997,34,97,231,367,0,0,231
060014231004008,,3.6835999215310338,24,37,0,0,231,0,231
060014240021007,,6.129943198055971,41,67,205,325,128,0,333
060014238002001,,8.43741325019636,34,51,202,318,83,0,285
060014236012004,Telegraph,3.7426581077016863,27,38,14,22,288,0,302
060014239022000,,0.45368548037371553,0,0,0,0,0,0,0
060014231003008,,3.6346730560005347,26,38,101,161,109,0,210
060014221001006,,3.0225930261063665,19,24,106,170,40,0,146
060014220002012,,2.5785446556098703,8,1,0,0,175,0,175
060014219003009,,2.5654480703921103,16,18,0,0,156,0,156
060014239011010,,0.6585358416099956,0,0,0,0,0,0,0
060014229022012,,3.7354920516391386,11,39,0,0,302,0,302
060014230001004,University,4.663372759048344,29,35,7,11,518,0,525
060014231001013,,7.316296134479831,42,100,278,446,0,0,278
060014229021005,,0.3941330834401287,0,0,0,0,0,0,0
060014233001003,,4.57046113561669,29,58,121,193,109,0,230
060014235001008,,4.8679760149031575,22,53,77,125,234,0,311
060014220001076,,1.94743751134273,1,0,0,0,327,0,327
060014235003000,,6.248059570397276,38,57,190,302,243,0,433
060014231003006,,4.770616494605094,28,53,117,185,152,0,269
060014220002049,,3.8293920965966612,6,0,0,0,90,0,90
060014229012001,,1.1475573915335158,0,51,0,0,0,0,0
060019821001012,,0.3639862269011345,0,0,0,0,0,0,0
060014223003015,,0.5772381711072982,0,1,0,0,0,0,0
060014220001036,,3.8595389531356554,2,0,0,0,273,0,273
060014217001002,,2.039113607867048,15,18,0,0,0,0,0
060014225002006,,4.556870339635996,12,62,0,0,153,0,153
060014237001000,,16.681095881322463,0,26,0,0,0,0,0
060014218001004,,2.0724728343651155,16,31,66,106,26,0,92
060014218001005,,1.8948040650902238,13,32,86,138,0,0,86
060014218001008,,1.5629415377798208,15,21,104,164,0,0,104
060014223001000,,1.8765182668616536,13,31,67,107,35,0,102
060014223002000,,0.536465783165216,12,11,0,0,80,0,80
060014218002009,,1.233055853521155,7,8,26,42,32,0,58
060014218002014,,1.6002544503813627,11,13,75,119,0,0,75
060014223002005,,1.7245484572593468,13,24,86,138,0,0,86
060014223003003,,3.5012361500082654,30,53,204,324,0,0,204
060014216004007,,3.2556134008299034,28,65,77,121,0,6,83
060014216003008,,2.528382263172036,11,32,0,0,0,0,0
060014216003004,,4.243046505172696,22,23,0,0,0,0,0
060014216003003,,3.364339768675456,19,19,0,0,0,0,0
060014236023009,,3.2427639209936108,22,33,149,237,0,0,149
060014236023012,,2.0452912424037275,16,39,109,173,0,0,109
060014235001016,,3.908712924047621,19,23,88,140,170,0,258
060014219001002,,4.463464505441407,33,41,228,360,0,0,228
060014219003000,,3.7508125852901024,28,61,141,225,66,0,207
060014219004008,,0.6696555837760181,5,3,35,55,0,0,35
060014227004001,College–Southside,2.410512996212198,12,100,0,0,124,0,124
060014237003000,,5.009567398483843,27,139,181,289,0,0,181
060014227004002,,2.409030363923395,8,111,0,0,141,0,141
060014220002031,,9.903489478441053,0,0,0,0,0,0,0
060014237001005,,4.853891008159529,56,86,386,610,0,0,386
060014237001012,,2.3806132450546706,8,9,0,0,0,0,0
060014235003015,,3.588464349666175,28,64,187,299,0,0,187
060014236012006,Telegraph,4.72910279051861,22,62,127,203,149,0,276
060014239022001,,5.501060002222035,4,0,7,11,336,0,343
060014237002010,College–Elmwood,6.378284106430471,39,43,125,201,248,0,373
060014239022016,,0.3605267515605942,5,6,35,55,0,0,35
060014239021007,,0.8119882835011053,8,8,55,87,0,0,55
060014222001009,,2.494528825911034,16,18,111,175,0,0,111
060014219002000,,5.092347701275343,33,67,225,357,0,0,225
060014219002002,,3.467382712747264,26,25,182,286,0,0,182
060014222001011,,2.8066229227040638,22,22,154,242,0,0,154
060014218002015,,3.174315730327206,21,21,147,231,0,0,147
060014218001011,,4.914926037381918,33,48,224,356,0,0,224
060014222003014,,0.4601102202918618,0,6,0,0,0,0,0
060014222002003,,3.0794272638438143,15,75,99,159,0,0,99
060014222002012,,0.5819331733551744,0,0,0,0,0,0,0
060014231003005,,4.526229272334067,37,47,252,400,0,0,252
060014211002020,,5.583346094250601,8,8,0,0,0,0,0
060014211002022,,0.532017886298807,4,6,0,0,0,0,0
060014215002009,,7.796421890670533,31,30,0,0,0,0,0
060014214001002,,9.931165281165375,55,58,0,0,0,0,0
060014214001005,,4.916655775052188,22,23,0,0,0,0,0
060014214001011,,5.648087704194998,34,36,0,0,0,0,0
060014214001001,,3.6131748878128915,22,22,0,0,0,0,0
060014215002017,,8.290879758986332,48,50,0,0,0,0,0
060014215002013,,1.095665261425411,8,8,0,0,0,0,0
060014214001009,,7.465794890267466,42,56,0,0,0,0,0
060014215003016,,4.244529137461499,23,27,0,0,0,0,0
060014220002033,,5.4859865739525375,2,1,0,0,0,0,0
060014220001007,,1.5098138807643802,1,0,0,0,0,0,0
060014220001008,,25.14247835352114,0,0,0,0,0,0,0
060014212001000,,12.350326965728923,35,37,0,0,0,0,0
060014211002000,,3.6270127891750525,22,24,0,0,0,0,0
060014211001002,,10.001837420264984,47,43,0,0,0,0,0
060014211002003,,7.67385762146282,45,47,0,0,0,0,0
060014211002004,,0.5952768639544013,2,3,0,0,0,0,0
060014211002008,,10.953687349676505,51,49,0,0,0,0,0
060014211002007,,5.8225441035108165,28,27,0,0,0,0,0
060014211001003,,10.765145943617057,58,60,0,0,0,0,0
060014211001005,,8.438648777103696,22,21,0,0,0,0,0
060014212003000,,12.779301907955922,36,31,0,0,0,0,0
060014212003013,,3.603784883317139,19,21,0,0,0,0,0
060014212002012,,8.244918158033439,39,40,0,0,0,0,0
060014212002008,,6.784772458943959,7,4,0,0,0,0,0
060014212003003,,1.186600041805328,3,3,0,0,0,0,0
060014212002020,,3.4431663853634817,5,0,0,0,0,0,0
060014212002019,,11.475821020716625,45,50,0,0,0,0,0
060014214002000,,5.466712354198099,26,33,0,0,148,0,148
060014213003005,,4.492622940454533,23,24,157,249,0,0,157
060014214002002,,0.839911191606895,1,0,0,0,0,0,0
060014213003004,,7.390427748919981,34,38,234,370,0,0,234
060014214002001,,5.7812775048058,25,25,0,0,0,0,0
060014212002017,,2.5390077945751237,15,15,0,0,0,0,0
060014214001008,,1.3706935509983662,8,6,0,0,16,0,16
060014212002022,,2.8987932299913166,18,19,0,0,0,0,0
060014214001006,,4.951744739220526,26,27,0,0,0,0,0
060014214002007,,6.075332908751727,31,35,0,0,0,0,0
060014214002008,,5.2500009346513945,27,30,7,11,0,0,7
060014212002000,,4.3411473416151605,18,22,0,0,0,0,0
060014212002004,,8.978326930227984,41,42,0,0,0,0,0
060014212002005,,9.437695834375445,45,49,0,0,0,0,0
060014211002015,,2.657371272297896,10,9,0,0,0,0,0
060014214001003,,8.311389505648107,48,52,0,0,0,0,0
060014215002008,,2.4448606442361336,13,13,0,0,0,0,0
060014214001000,,2.512567518758137,14,15,0,0,0,0,0
060014231001004,,5.51539211434713,1,0,0,0,488,0,488
060014217002005,,0.8095172296864336,0,0,0,0,0,0,0
060014233003009,,4.25317782581285,36,45,196,312,70,0,266
060014220001006,,2.4297872159666367,0,0,0,0,0,0,0
060014219004015,,3.8610215854244583,30,25,0,0,294,0,294
060014232001006,University,3.1725859926569355,8,3,6,10,213,0,219
060014217001004,,0.5587052674972608,0,0,0,0,0,0,0
060014222002009,University,3.9613463703001273,23,50,0,0,377,0,377
060014216004009,,4.944825788539445,10,11,0,0,0,0,0
060014236023003,Telegraph,5.301151748615098,49,95,32,52,854,0,886
060014220002007,,4.340158920089292,14,3,0,0,331,0,331
060014215003006,,5.829463054191898,33,42,0,0,0,0,0
060014216001004,,12.414080154147452,64,57,0,0,0,0,0
060014236023001,,5.746929856781864,46,140,313,497,0,0,313
060014232001008,,3.9867982245912454,27,30,185,293,0,0,185
060014232001016,,2.9390714071704647,16,25,12,20,176,0,188
