id,address_display,units,status,permits,filed,complete,entitled,bp_issued,co_date,height_stories,height_feet,is_uc_project,construction_status,developer,architect,description,latitude,longitude,processing_days,density_bonus,vli_units,apn,owner,accela_status,accela_status_date,construction_start,estimated_completion,sb35_flag,sb330_flag,ab2011_flag,total_fees,app_packet_mb,construction_method,field_survey_date,field_survey_notes,demolition_permit_date,demolition_start_date,inspection_count,first_inspection_date,last_inspection_date,final_inspection_date,density_bonus_pct,construction_data_reliability,is_stalled,fee_count,unit_category,tenure,project_size,created_at,updated_at,bp_filed_date,total_units,year,pipeline_stage,construction_substage,coord_source,project_category
81,"1522 JOSEPHINE St",0,"Corrections Pending Applicant",ZP2025-0014,2025-01-01,"","",,,3,,0,,,,"Use Permit with Public Hearing to demolish a Single-Family Residence and construct a new 2,100 square feet two-story 28 feet tall Single-Family Residence",37.8785374081374,-122.275246597898,456,0,0,"059 227200900",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,,"2026-04-01 21:02:26","2026-04-01 21:02:26",,1.0,2025,"In Review",,initial_import,housing_replacement
82,"3035 COLBY St",0,Approved,ZP2024-0112,2024-08-19,2024-09-16,"",,,3,,0,,,,"Demolition of an existing two-unit building; construction of a new two-unit building with an average height of 23'3"".",37.854099090226,-122.257265268791,28,0,0,"052 157405200",,"ness Review: Application Complete",2024-09-16,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,1,2-4,Owner,,"2026-04-01 21:02:26","2026-04-01 21:02:26",,2.0,2024,Entitled,,initial_import,housing_replacement
83,"1136 KEITH Ave",0,"Under Review",PLN2024-0047,2024-01-01,"","",,,3,,0,,,,"Pre-application to demolish the existing single-family dwelling and rebuild a new single-family dwelling, pursuant to Senate Bill (SB) 9. The proposal also includes a nonconforming addition that was approved under Administrative Use Permit (AUP) ZP#2024-0147.",37.8884899863235,-122.260521220623,822,0,0,"063 298803800",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,,"2026-04-01 21:02:26","2026-04-01 21:02:26",,1.0,2024,"In Review",,initial_import,non_housing
84,"2705 BENVENUE Ave",-1,"Under Review",ZP2025-0086,2025-01-01,"","",,,3,,0,,,,"Use Permit with Public Hearing to combine 2703 Benvenue Avenue Units A, B, and 2705 Benvenue Avenue using Berkeley Municipal Code, Title 23, Code Section23.326.040—Eliminating Dwelling Units through
Combination with Other Units, to create a single-family dwelling.",37.8614510916984,-122.254439952238,456,0,0,"054 170902800",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,,"2026-04-01 21:02:26","2026-04-01 21:02:26",,1.0,2025,"In Review",,initial_import,housing_loss
85,"1730 PARKER St",0,"Incomplete Pending Applicant",ZP2022-0063,2022-01-01,"","",,,3,,0,,,,"Alteration and 239 SF addition at rear yard (lower and upper level) to residential triplex.",37.860892883007,-122.274635494672,1552,0,0,"054 180902900",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2022,"Application Submitted",,initial_import,non_housing
86,"2740 SHASTA Rd",0,"Incomplete Pending Applicant",ZP2022-0091,2025-01-01,"","",,,3,,0,,,,"Administrative Use Permit to construct a residential addition above 14 feet in average height (25 feet 2 inches) and 20 feet in maximum height (31 feet 6 inches), partially within the nonconforming front setback, to an existing three-story single-family residence. The project includes new landscape improvements and the installation of a retaining wall within the front setback and will result in six bedrooms and five bathrooms.",37.8863523346849,-122.258288614291,456,0,0,"060 246900700",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2022,"Application Submitted",,initial_import,non_housing
87,"1109 COWPER St",0,"In Review",ZP2022-0154,2022-01-01,"","",,,3,,0,,,,"Major residential addition over 14 feet in average height on a lot that exceeds the lot coverage allowance",37.867595900049,-122.291017432704,1552,0,0,"056 198201600",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2022,"In Review",,initial_import,non_housing
88,"705 ARLINGTON Ave",0,"In Review",ZP2023-0008,2023-01-01,"","",,,3,,0,,,,"To construct a two-story, 1,700 square-foot, major residential addition exceeding 20 feet in average height in the Hillside Overlay.",37.8974770617622,-122.275633962229,1187,0,0,"062 291606900",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2023,"In Review",,initial_import,non_housing
89,"2027 SEVENTH St",0,"Corrections Pending Applicant",ZP2023-0155,2023-01-01,"","",,,3,,0,,,,"Create a new fence over 6-feet in height and a new roof extension over 12-feet in height to an existing school in a residential district, both within the required setback.",37.8672153597757,-122.295872451319,1187,0,0,"056 196701301",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2023,"In Review",,initial_import,non_housing
90,"576 SAN LUIS Rd",0,"Incomplete Pending Applicant",ZP2024-0053,2024-01-01,"","",,,3,,0,,,,"AUP to add a two-story 20 feet tall, 577 sq. ft. residential addition to the front of the main residence in the Hillside Overlay District and add a fourth bedroom to the property",37.9000098376195,-122.275784475853,822,0,0,"062 291602800",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2024,"Application Submitted",,initial_import,non_housing
91,"2009 ADDISON St",0,"Resubmittal Pending Review",ZP2024-0111,2024-01-01,"","",,,3,,0,,,,"Modify use permits ZP2018-0235 and ZP2017-0004 to allow a tourist hotel use in no more than nine existing apartments, and allow amplified live entertainment and group instruction in the ground floor studio space, and establish a new administrative use permit for on-site sales of alcoholic beverages as part of the public assembly use.",37.8712067256249,-122.270021735694,822,0,0,"057 202502300",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2024,"Application Submitted",,initial_import,non_housing
92,"3036 REGENT St",1,"Corrections Pending Applicant",ZP2024-0122,2024-10-07,2024-10-07,"",,,3,,0,,,,"Use Permit for conversion of the existing medical office use and to establish a Single-Family Dwelling",37.8541941312294,-122.256542573247,0,0,0,"052 157404601",,"ness Review: Withdrawn",2026-03-03,,,0,0,0,575.0,0.0,,,,,,,,,,,estimated_height,0,1,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2024,"In Review",,initial_import,housing_addition
93,"1312 ADDISON St",0,"Corrections Pending Applicant",ZP2024-0125,2024-01-01,"","",,,3,,0,,,,"Use Permit to construct a three-story major residential addition (700 square feet) to an existing duplex, above 14 feet (35 feet) in average building height, by expanding the existing third-story attic on a property that exceeds allowable lot coverage, and to install a new play structure in the rear yard",37.8669121264746,-122.284152878307,822,0,0,"056 199300100",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2024,"In Review",,initial_import,non_housing
94,"2145 GRANT St",0,"Pending Final Action",ZP2024-0138,2024-09-24,2024-10-24,2026-03-26,,,3,,0,,,,"Use Permit with Public Hearing to construct a major residential addition (1,133 square feet) with an average height of 22 feet 10 inches by adding a second story to the front building within the nonconforming front setback on a lot that currently exceeds maximum lot coverage. The project will result in a total of seven bedrooms and four bathrooms in the building, and 13 total bedrooms on the lot.",37.8689184236729,-122.274661309558,548,0,0,"057 201502200",,"Public Hearing: ZAB Approved",2026-03-26,,,0,0,0,9255.0,24.62,,,,,,,,,,,estimated_height,1,1,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2024,"Decision Pending",,initial_import,non_housing
95,"2903 ADELINE St",0,"Corrections Pending Applicant",ZP2025-0006,2025-01-01,"","",,,3,,0,,,,"Use Permit with Public Hearing to legalize conversion of an existing commercial space into residential use",37.8563617669547,-122.268102491378,456,0,0,"053 159100100",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2025,"In Review",,initial_import,housing_addition
96,"2099 M L KING JR Way",0,"Incomplete Pending Applicant",ZP2025-0024,2025-01-01,"","",,,3,,0,,,,"Use Permit Modification of ZP2019-0081 to convert commercial space into a residential amenity space for a lounge and gym area",37.8708923676634,-122.272626000212,456,0,0,"057 202401300",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2025,"Application Submitted",,initial_import,non_housing
97,"1507 JOSEPHINE St",0,"Corrections Pending Applicant",ZP2025-0025,2025-01-01,"","",,,3,,0,,,,"Unit combination of an existing duplex into an SFR through remodel of both floors with new kitchen and 3 baths.",37.8791585593035,-122.274714828488,456,0,0,"059 227103300",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2025,"In Review",,initial_import,non_housing
98,"1338 SEVENTH St",0,"Incomplete Pending Applicant",ZP2025-0037,2025-01-01,"","",,,3,,0,,,,"Use Permit with Public Hearing to change 8,000 square feet of protected warehousing use to a martial arts studio, in the MU-LI district.",37.8782906026993,-122.300174263128,456,0,0,"059 234901200",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2025,"Application Submitted",,initial_import,non_housing
99,"2238 SEVENTH St",0,"Incomplete Pending Applicant",ZP2025-0057,2025-01-01,"","",,,3,,0,,,,"Proposed interior and exterior remodel of units A and B on the first floor only.",37.8640637909487,-122.295616807857,456,0,0,"056 196401200",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2025,"Application Submitted",,initial_import,non_housing
100,"703 SANTA BARBARA Rd",0,"Under Review",ZP2025-0058,2025-01-01,"","",,,3,,0,,,,"A major residential addition over 14' in average height with a two-car garage within the rear setback.",37.8978365872887,-122.271495210814,456,0,0,"062 291403900",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2025,"In Review",,initial_import,non_housing
101,"385 VERMONT Ave",0,"In Review",ZP2025-0060,2025-01-01,"","",,,3,,0,,,,"Administrative Use Permit to construct a 783 square feet second story major residential addition with a maximum building height of 31 feet tall with a proposed 250 square feet roof deck that will extend a building wall within a nonconforming side setback, and add a new retaining wall within required setbacks.",37.9032943088105,-122.274697986873,456,0,0,"062 294902800",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2025,"In Review",,initial_import,non_housing
102,"1246 ROSE St",0,"Corrections Pending Applicant",ZP2025-0076,2025-01-01,"","",,,3,,0,,,,"Residential remodel and addition to existing 1br/2bath SFH to create 2br/2bath SFH. Convert existing upper level deck and part of second story interior to a bedroom and closet.",37.8764660034769,-122.289448189091,456,0,0,"059 229200201",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2025,"In Review",,initial_import,non_housing
103,"1512 CHANNING Way",0,"Incomplete Pending Applicant",ZP2025-0077,2025-01-01,"","",,,3,,0,,,,"Administrative Use Permit to construct a 641 square feet, 25 feet tall major residential addition over the existing building footprint of the existing single-family dwelling extending a building wall within a nonconforming front, side, and rear setback",37.8639166014941,-122.280801405916,456,0,0,"055 191400200",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2025,"Application Submitted",,initial_import,non_housing
104,"1475 CATHERINE Dr",0,"On Hold",ZP2025-0082,2025-01-01,"","",,,3,,0,,,,"Second-story residential addition (412 sf). Convert portion of garage to habitable space (64 sf). Addition includes 2 bedrooms, 1 bath, and a staircase.",37.8780208392694,-122.284006902074,456,0,0,"059 228606900",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2025,"In Review",,initial_import,non_housing
105,"1187 SHATTUCK Ave",0,"Pending Final Action",ZP2025-0088,2025-01-01,"","",,,3,,0,,,,"Administrative Use Permit #ZP2025-0088 to increase the existing attic to 32-feet, 11-inches max height (447-square-feet below 6-feet in height) and construct a three-story, approximately 250-square-foot residential addition to a single-family dwelling resulting in 1,621-square-feet of habitable space; and expand the basement to create 1,002-square-feet of habitable space. The existing home is a three-story single-family dwelling with three bedrooms, two bathrooms, and is 25-feet, 8-inches in max",37.8860528023343,-122.269718437505,456,0,0,"061 256102100",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2025,"Decision Pending",,initial_import,non_housing
106,"2016 DELAWARE St A",0,"Incomplete Pending Applicant",ZP2025-0090,2025-01-01,"","",,,3,,0,,,,"Use Permit to construct an approximate 706 sq. ft. 31 feet in maximum height second-story major residential addition that will vertically extend a building wall within a nonconforming side setback to an existing condo on a property over lot coverage.",37.8743114206575,-122.270312381113,456,0,0,"057 205003500",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2025,"Application Submitted",,initial_import,non_housing
107,"1123 BLAKE St",0,"Under Review",ZP2025-0091,2025-01-01,"","",,,3,,0,,,,"Administrative Use Permit to construct a 942 square feet major residential addition consisting of a 450 sq. ft. second story 21 feet tall addition and  492 sq. ft. 1st floor addition and a new deck and hot tub to an existing single family residence.",37.8606651398751,-122.288073569077,456,0,0,"054 178100900",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2025,"In Review",,initial_import,non_housing
108,"830 BANCROFT Way",0,"Pending Final Action",ZP2025-0096,2025-01-01,"","",,,3,,0,,,,"to expand the operational hours of the existing, legally nonconforming vocational training center in the Residential Multi-Unit 2 (R-2) Zoning District",37.8632973820364,-122.295796602068,456,0,0,"056 194102202",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2025,"Decision Pending",,initial_import,non_housing
109,"2740 SHASTA Rd",0,"Corrections Pending Applicant",ZP2025-0100,2025-01-01,"","",,,3,,0,,,,"Administrative Use Permit to construct a residential addition above 14 feet in average height (25 feet 2 inches) and 20 feet in maximum height (31 feet 6 inches), partially within the nonconforming front setback, to an existing three-story single-family residence. The project includes new landscape improvements and the installation of a retaining wall within the front setback and will result in six bedrooms and five bathrooms.",37.8863523346849,-122.258288614291,456,0,0,"060 246900700",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2022,"In Review",,initial_import,non_housing
110,"2143 BLAKE St",0,"Incomplete Pending Applicant",ZP2025-0106,2025-01-01,"","",,,3,,0,,,,"Obtain AUP to add an additional parking stall at the front of the dwelling within the front setback.",37.8635106054351,-122.265467378714,456,0,0,"055 182302200",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2025,"Application Submitted",,initial_import,non_housing
111,"411 VASSAR Ave",0,"Resubmittal Pending Staff",ZP2025-0109,2025-01-01,"","",,,3,,0,,,,"Administrative Use Permit to build an approximate 260 square-foot deck within a required front setback, over an existing 8-foot-tall carport attached to an existing three-bedroom, three-bathroom single-family dwelling.",37.9043283847345,-122.272269164228,456,0,0,"062 294602600",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,2-4,Owner,Unknown,"2026-04-01 21:02:26","2026-04-01 21:02:26",,0.0,2025,"Application Submitted",,initial_import,non_housing
112,"1621 SACRAMENTO St",1,"Under Review",ZP2025-0112,2025-01-01,"","",,,3,,0,,,,"Garage conversion to ADU, increasing height and massing within required setbacks.",37.8760773255636,-122.282244825203,456,0,0,"058 215401900",,,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,ADU,Owner,"Small (1-5)","2026-04-01 21:02:26","2026-04-01 21:02:26",,1.0,2025,"In Review",,initial_import,housing_addition
113,"2138 KITTREDGE St",73,"Amendment Pending",ZP2026-0006,2024-09-05,2024-09-05,2025-10-20,,,8,,0,,,,"Amendment to increase from 66 to 73 units, currently under review",37.8683406472066,-122.266997732462,410,1,5,"057 202901500","CARLSON SUSAN TR","Application Processing: Pending Final Action",2025-10-20,,,0,1,0,,40.42,,,,2024-12-31,,,,,,,Unknown,1,0,5+,Renter,"Very Large (51-100)","2026-04-01 21:02:26","2026-04-01 21:02:26",,66.0,2024,Entitled,,initial_import,housing_addition
114,"2727 HASTE St",45,"In Review",ZP2026-0007,2026-01-01,2026-02-24,"",,,6,,0,,,,"Use Permit #ZP2026-0007 to construct a new 6-story (66’-3”), 45-unit housing development, with 34,526-square-feet of new residential use. The project includes a removal of existing non-landmarked group living residential structure. 15% (4 units) of the base units will be affordable to very low-income residents, and 11% (3 units) of the base units will be affordable to low-income and moderate-income residents, making the project eligible for an 85% density bonus, waivers, and up to 3 concessions ",37.8669763689811,-122.252780099155,54,1,0,"055 186800500",,,,,,0,0,0,,0.0,,,,,,,,,,,Unknown,0,0,5+,Renter,"Large (21-50)","2026-04-01 21:02:26","2026-04-01 21:02:26",,45.0,2026,"In Review",,initial_import,housing_addition
115,"2455 TELEGRAPH Ave",68,"Under Review",ZP2026-0015,2026-03-09,2026-03-17,"",,,8,,0,,,,"UPPH to construct a 85,000SF 8-story mixed-use building, including ground-floor record store and 68 units (7 VLI units). Maintain the historic mural and front facade of Amoeba Record Store",37.8658684135182,-122.258288111235,8,0,7,"055 187502900",,"ness Review: as: Application Complete |",2026-03-17,,,0,1,0,,60.98,,,,,,,,,,,Unknown,0,0,5+,Renter,"Very Large (51-100)","2026-04-01 21:02:26","2026-04-01 21:02:26",,68.0,2025,"In Review",,initial_import,housing_addition
116,"2462 BANCROFT Way",66,Approved,ZP2023-0107,2023-08-18,2024-02-15,2024-07-01,,,8,88,0,,,"Studio KDA","8-story, 66 units, 3 VLI, density bonus, 2462 Bancroft",37.86854696,-122.25824788,318,1,3,"055 187802000","ZENGS BERKELEY LLC","Case Closed: Approved",2024-07-01,,,0,0,0,11383.0,0.0,,,,,,,,,,,Estimated,0,1,5+,Renter,"Very Large (51-100)","2026-04-01 21:02:26","2026-04-01 21:02:26",,66.0,2023,Entitled,,initial_import,housing_addition
117,"2317 CHANNING Way",22,Stalled,"PLN2024-0018, ZP2024-0033",2024-03-29,2024-04-18,"",2022-11-01,,5,50,0,demolished_vacant,,,"17 apartments in a newly constructed 5 story building. Building permit B2022-04242 issued.",37.866685538738,-122.262580506902,0,0,0,"055 188400600","2317 CHANNING WAY LLC","Due 10/23/2024, assigned to Katrina Lapira  Marked as Resubmittal - Pending Staff Review on 09/24/2024 by Katrina Lapira: Pending Final Action",2024-09-30,,,0,0,0,,0.0,,2026-04-03,"House demolished, vacant lot. No construction.",,2025-06-01,,,,,,Unknown,0,0,5+,Renter,"Small (1-5)","2026-04-01 21:02:26","2026-04-01 21:02:26",,22.0,2024,Stalled,"Demolition Pending",initial_import,housing_addition
118,"2138 KITTREDGE St",66,Entitled,ZP2024-0114,2024-09-05,2024-09-05,2025-10-20,,,8,,0,,,,"8-story, 66 units, 5 VLI, SB-330, density bonus",37.8683406472066,-122.266997732462,410,1,5,"057 202901500","CARLSON SUSAN TR","Application Processing: Pending Final Action",2025-10-20,,,0,1,0,,40.42,,,,2024-12-31,,,,,,,Unknown,1,0,5+,Renter,"Very Large (51-100)","2026-04-01 21:02:26","2026-04-01 21:02:26",,66.0,2024,Entitled,,initial_import,housing_addition
119,"1974 SHATTUCK Ave",599,Entitled,ZP2023-0040,2023-04-25,2024-04-11,2025-06-03,,,28,,0,,"NX Ventures",,"Demolition of structures at the following addresses: 1950,1974,1984,1998 Shattuck Ave & 2071 University. Construction of a 28-story mixed-use building with 599 dwelling units and a roof-top restaurant over ground-level commercial with lobbies, State of California Density Bonus.",37.87262662,-122.26880057,770,1,58,"057 205300200","1974 SHATTUCK AVENUE LLC","Public Hearing: City Council Approved",2025-06-03,,,0,0,0,38817.0,124.25,,,,,,,,,,,Estimated,1,1,5+,Renter,"Mega (100+)","2026-04-01 21:02:26","2026-04-01 21:02:26",,599.0,2024,Entitled,,initial_import,housing_addition
120,"2274 SHATTUCK Ave",299,Entitled,ZP2023-0079,2023-06-29,2024-01-04,2025-04-22,,,17,,0,,"Panoramic Interests","Trachtenberg Architects","Partial demo of existing commercial structures to construct a new 17-story mixed-used building with 227 dwelling units, ground level lobbies, commercial space, and parking with State of California Density Bonus.",37.86782324,-122.26856374,663,1,0,"057 202800300","WADE WILLIAM J TR","Public Hearing: City Council Approved",2025-04-22,,,0,0,0,51650.76,0.0,prefab,,,,,,,,,,Estimated,1,1,5+,Renter,"Mega (100+)","2026-04-01 21:02:26","2026-04-01 21:02:26",,227.0,2024,Entitled,,initial_import,housing_addition
121,"2100 MILVIA St",205,Entitled,ZP2023-0163,2023-12-20,2024-05-17,2025-07-01,,,15,,0,,"4Terra Investments","Trachtenberg Architects","Demolish existing two story office building to allow for construction of a new mixed use eight-story development with 201 dwelling units, 4 live-work units, 1 commercial space and ground level lobby.",37.87066883,-122.27090166,559,0,0,"057 202201701","FIRST MILVIA LLC","Appeal: No Appeal",2025-07-01,,,0,0,0,78888.0,0.0,,,,,,,,,,,estimated_height,1,1,5+,Renter,"Mega (100+)","2026-04-01 21:02:26","2026-04-01 21:02:26",,201.0,2024,Entitled,,initial_import,housing_addition
122,"2530 BANCROFT Way",110,Approved,ZP2023-0126,2024-03-12,2024-03-12,2024-12-27,,,12,,0,,"Landmark Properties",,"SB-330 PROJECT: Removal of existing commercial structure. Construction of a new 12-story mixed use housing development over ground-level commercial and lobbies for a total of 110 dwelling units proposed. This is a State of California Density Bonus project.",37.86854696,-122.25824788,290,1,11,"055 187701601","MIOTTEL W J JR TR","Case Closed: Approved",2024-12-27,,,0,1,0,18303.0,0.0,,,,,,,,,,,Estimated,0,1,5+,Renter,"Mega (100+)","2026-04-01 21:02:26","2026-04-01 21:02:26",,110.0,2024,Entitled,,initial_import,housing_addition
123,"2037 DURANT Ave",74,Approved,ZP2023-0064,2024-03-29,2024-03-29,2024-06-19,,,1,90,0,,,"Studio KDA","Demolish 1-story 13,000 square foot commercial building, and construct an 8-story (90 feet), 76,373 square foot mixed-use building with 1,552 square feet of ground floor commercial space and 74 units of multi-family housing (including 4 VLI), utilizing State Density Bonus.",37.86687094,-122.268545,82,1,4,"055 189400200","JINDO VENTURES LLC","Case Closed: Approved",2024-06-19,,,0,0,0,9470.0,0.0,,,,,,,,,,,Estimated,0,1,5+,Renter,"Very Large (51-100)","2026-04-01 21:02:26","2026-04-01 21:02:26",,74.0,2024,Entitled,,initial_import,housing_addition
124,"2442 HASTE St",34,"Under Construction",ZP2024-0070,2024-07-03,2024-10-08,2025-09-08,,,8,85,0,demolition,,"SDT Architects","SB330 project to demolish an existing three-story residential building with four units, and construct an eight-story, 85-feet tall residential building with 38 new units including 2 VLI units.",37.8656896,-122.25910835,432,0,2,"055 188101800","2442 HASTE STREET LLC","Case Closed: Approved",2025-09-08,,,0,1,0,39505.0,0.0,,2026-04-03,"House empty, closed, being demolished today.",2026-03-10,2026-04-03,,,,,,Estimated,1,1,5+,Renter,"Large (21-50)","2026-04-01 21:02:26","2026-04-01 21:02:26",,38.0,2024,"Under Construction",Demolition,initial_import,housing_addition
126,"2427 San Pablo",78,Approved,ZP2022-0115,2022-10-05,2024-02-06,2024-09-16,,,7,70,0,,,"Studio KDA","Use Permit to demolish two existing multifamily buildings and construct a 36,280 square foot, five-story (70 feet, 8 inches) residential building containing 8 replacement apartment units and a Residential Hotel (Group Living Accommodation) with 70 single-occupancy rooms (3 Extremely Low-Income, 2 Very Low-Income, and 3 Low-Income) for a total of 78 units, utilizing State Density Bonus. Fifteen off-street automobile parking spaces would be provided. Applicant: Jason Andre, StudioKDA — 1810 6th St",37.86272977,-122.28972121,712,1,0,056192802200,"Aron Homes LLC","Case Closed: Approved",2024-09-16,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,5+,Renter,"Large (50-99)","2026-04-01 21:02:26","2026-04-01 21:02:26",,78.0,2024,Entitled,,initial_import,housing_addition
127,"2820 San Pablo",0,Unknown,P2022-0038,2022-05-06,2022-09-29,2024-12-06,,,2,,0,,,,,37.85530167,-122.28812032,945,0,0,,,"Appeal: No Appeal",2024-12-06,,,0,0,0,81603.0,0.0,,,,,,,,,,,Unknown,0,1,2-4,Renter,"Small (1-10)","2026-04-01 21:02:26","2026-04-01 21:02:26",,,2022,Unknown,,initial_import,housing_addition
128,"2833 Seventh St",3,Approved,ZP2023-0123,2023-09-21,2024-02-26,2024-05-07,,,2,,0,,,,"Use Permit #ZP2023-0123 to convert a 1,024 square-foot two-story commercial unit to a residential dwelling unit for a total of three dwelling units on a mixed-use lot.",37.8640637909487,-122.295616807857,229,0,0,,"United With Earth Corp","Case Closed: Approved",2024-05-07,,,0,0,0,3224.0,0.0,,,,,,,,,,,Estimated,0,1,2-4,Renter,"Small (1-10)","2026-04-01 21:02:26","2026-04-01 21:02:26",,3.0,2024,Entitled,,initial_import,housing_addition
129,"1614 Sixth St",3,Approved,ZP2024-0008,2024-01-25,2024-02-22,2024-10-17,,,3,35,0,,,,"Administrative Use Permit #ZP2024-0008 to construct two 1,747 square-foot three-story (35 feet) single-family dwellings with attached garages on a lot with an existing landmarked single-family residence, for a total of three dwelling units on one parcel.",37.8733361034196,-122.299758620731,266,0,0,,"Kalash Joseph T","Case Closed: Approved",2024-10-17,,,0,0,0,5782.0,0.0,,,,,,,,,,,estimated_height,0,1,2-4,Renter,"Small (1-10)","2026-04-01 21:02:26","2026-04-01 21:02:26",,3.0,2024,Entitled,,initial_import,housing_addition
130,"1048 Keith St",0,Approved,ZP2024-0014,2024-02-08,2024-02-29,2025-06-04,,,3,,0,,,,"Use Permit #ZP2024-0014 to demolish a 2,760 square-foot single-family dwelling at 1048 Keith Avenue (full description truncated in system)",37.88932269,-122.26411968,482,0,0,,"Kainz Joachim & Newman Lindsay","Case Closed: Approved",2025-06-04,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,1,1,2-4,Renter,"Small (1-10)","2026-04-01 21:02:26","2026-04-01 21:02:26",,,2024,Entitled,,initial_import,housing_replacement
131,"811 Cedar",0,Approved,ZP2024-0116,2024-09-05,2024-12-19,2025-07-03,,,2,,0,,,,"Demolition of an existing single-family residence and detached [structure] at 811 Cedar Street (description truncated in system)",37.87415158,-122.30018804,301,0,0,,"Berliner Wade","Appeal: No Appeal",2025-07-03,,,0,0,0,11335.0,0.0,,,,,,,,,,,Estimated,1,1,2-4,Renter,"Small (1-10)","2026-04-01 21:02:26","2026-04-01 21:02:26",,,2024,Entitled,,initial_import,housing_replacement
