"apn","strnbr","strdirect","strname","strapart","strfract","bldsqfttaxable","lotsqft"
"053 167700600","1816",,"STUART ST",,,"3423","5400"
"053 167700700","1820",,"STUART ST",,,"1743","5400"
"053 167700800","2800",,"M L KING JR WAY",,,"4313","5400"
"053 167700900","2804",,"M L KING JR WAY",,,"2600","5247"
"053 167701000","2808",,"M L KING JR WAY",,,"2956","5174"
"053 167701200","2814",,"M L KING JR WAY",,,"2304","4938"
"053 167701300","2816",,"M L KING JR WAY",,,"2501","4821"
"053 167701400","2820",,"M L KING JR WAY",,,"2748","3540"
"053 167701500","1821",,"OREGON ST",,,"1970","5400"
"053 167701600","1817",,"OREGON ST",,,"3030","5400"
"053 167701700","1815",,"OREGON ST",,,"3513","5400"
"053 167701800","1809",,"OREGON ST",,,"4211","5400"
"053 167701900","2821",,"GRANT ST",,,"2945","3600"
"053 167702000","2819",,"GRANT ST",,,"1421","4800"
"053 167702100","2813",,"GRANT ST",,,"1336","4800"
"053 167702200","2811",,"GRANT ST",,,"2360","4800"
"053 167702600","2810",,"M L KING JR WAY",,,"2102","2530"
"053 167702700","2812",,"M L KING JR WAY",,,"1471","2530"
"053 167702800","2810",,"M L KING JR WAY","COM",,"0","0"
"053 167800101","0",,"GRANT ST",,,"0","13756"
"053 167800102","2828",,"M L KING JR WAY",,,"0","95549"
"053 167900100","2828",,"MILVIA ST",,,"1340","2520"
"053 167900200","2830",,"MILVIA ST",,,"1098","2805"
"053 167900300","2832",,"MILVIA ST",,,"1284","2528"
"053 167900400","2834",,"MILVIA ST",,,"1242","2660"
"053 167900500","2842",,"MILVIA ST",,,"6220","5200"
"053 167900600","1943",,"RUSSELL ST",,,"2258","5241"
"053 167900800","1933",,"RUSSELL ST",,,"2675","5240"
"053 167900900","1931",,"RUSSELL ST",,,"2938","5240"
"053 167901000","1927",,"RUSSELL ST",,,"1746","5252"
"053 167901100","1925",,"RUSSELL ST",,,"2774","5254"
"053 167901200","1919",,"RUSSELL ST",,,"1038","5260"
"053 167901601","1901",,"RUSSELL ST",,,"8656","13348"
"053 167901801","1910",,"OREGON ST",,,"4195","5328"
"053 167902001","1913",,"RUSSELL ST",,,"7818","26713"
"053 167902100","1912",,"OREGON ST",,,"2109","5160"
"053 167902200","1914",,"OREGON ST",,,"2146","5200"
"053 167902300","1918",,"OREGON ST",,,"3976","5186"
"053 167902400","1922",,"OREGON ST",,,"1209","4000"
"053 167902500","1924",,"OREGON ST",,,"1750","5200"
"053 167902600","1926",,"OREGON ST",,,"3088","5160"
"053 167902701","1930",,"OREGON ST",,,"1839","4810"
"053 167902802","1932",,"OREGON ST",,,"1357","5590"
"053 167902900","1938",,"OREGON ST",,,"954","5200"
"053 167903000","1937",,"RUSSELL ST",,,"6176","10498"
"053 168000100","1940",,"STUART ST",,,"5198","5213"
"053 168000200","1947",,"OREGON ST",,,"7719","8350"
"053 168000300","1941",,"OREGON ST",,,"1732","3600"
"053 168000400","1939",,"OREGON ST",,,"1488","3600"
"053 168000500","1937",,"OREGON ST",,,"1200","5200"
"053 168000600","1933",,"OREGON ST",,,"1412","5160"
"053 168000700","1927",,"OREGON ST",,,"1793","5200"
"053 168000800","1925",,"OREGON ST",,,"902","3380"
"053 168000900","1923",,"OREGON ST",,,"839","3510"
"053 168001000","1921",,"OREGON ST",,,"1141","3510"
"053 168001100","1919",,"OREGON ST",,,"2893","5200"
"053 168001200","1917",,"OREGON ST",,,"3082","5200"
"053 168001400","1911",,"OREGON ST",,,"1576","5200"
"053 168001500","1907",,"OREGON ST",,,"2024","1675"
"053 168001600","2819",,"M L KING JR WAY",,,"1067","2920"
"053 168001700","2815",,"M L KING JR WAY",,,"2459","4400"
"053 168001900","2809",,"M L KING JR WAY",,,"3336","4500"
"053 168002000","2807",,"M L KING JR WAY",,,"3857","2680"
"053 168002100","2801",,"M L KING JR WAY",,,"1029","2250"
"053 168002200","1906",,"STUART ST",,,"1085","2420"
"053 168002300","1910",,"STUART ST",,,"2048","3900"
"053 168002400","1912",,"STUART ST",,,"2058","3900"
"053 168002500","1914",,"STUART ST",,,"3213","3870"
"053 168002600","1916",,"STUART ST",,,"3132","3870"
"053 168002700","1918",,"STUART ST",,,"1978","5200"
"053 168002800","1920",,"STUART ST",,,"1858","5186"
"053 168002900","1928",,"STUART ST",,,"3162","5244"
"053 168003000","1930",,"STUART ST",,,"2710","5186"
"053 168003100","1932",,"STUART ST",,,"3225","5200"
"053 168003200","1934",,"STUART ST",,,"3701","5186"
"053 168003300","1936",,"STUART ST",,,"3161","5180"
"053 168003400","1938",,"STUART ST",,,"1670","5200"
"053 168003600","2813",,"M L KING JR WAY","A",,"1269","1785"
"053 168003700","2813",,"M L KING JR WAY","B",,"1083","1785"
"053 168003800","2813",,"M L KING JR WAY","C",,"1066","1785"
"053 168003900","2813",,"M L KING JR WAY","COM",,"0","0"
"053 168004100","1915",,"OREGON ST","A",,"1362","1720"
"053 168004200","1915",,"OREGON ST","B",,"834","1720"
"053 168004300","1915",,"OREGON ST","C",,"1102","1720"
"053 168004400","1915",,"OREGON ST","COM",,"0","0"
"053 168100200","2012",,"STUART ST",,,"3752","5180"
"053 168100300","2016",,"STUART ST",,,"0","5186"
"053 168100500","2800",,"ADELINE ST",,,"3900","3922"
"053 168100601","2020",,"STUART ST",,,"1000","4131"
"053 168101001","2820",,"ADELINE ST",,,"3361","2800"
"053 168101002","2053",,"OREGON ST",,,"1301","2050"
"053 168101104","2051",,"OREGON ST",,,"1294","2494"
"053 168101105","2041",,"OREGON ST",,,"1791","2408"
"053 168101201","2810",,"ADELINE ST",,,"14660","28738"
"053 168101300","2808",,"ADELINE ST","1",,"1404","1017"
"053 168101400","2808",,"ADELINE ST","2",,"1344","1017"
"053 168101500","2808",,"ADELINE ST","3",,"1236","1017"
"053 168101600","2808",,"ADELINE ST","4",,"754","1017"
"053 168101700","2808",,"ADELINE ST","COM",,"0","0"
"053 168200100","2870",,"ADELINE ST",,,"57989","26682"
"053 168300100","2020",,"OREGON ST",,,"46965","84615"
"053 168400100","2801",,"ADELINE ST",,,"24356","55349"
"053 168500100","2800",,"FULTON ST",,,"3161","5000"
"053 168500200","2806",,"FULTON ST",,,"2117","4220"
"053 168500300","2810",,"FULTON ST",,,"2427","4225"
"053 168500400","2812",,"FULTON ST",,,"3612","5600"
"053 168500500","2816",,"FULTON ST",,,"1689","4050"
"053 168500600","2820",,"FULTON ST",,,"1988","3600"
"053 168500700","2153",,"OREGON ST",,,"2326","3150"
"053 168500800","2151",,"OREGON ST",,,"4088","6725"
"053 168500900","2147",,"OREGON ST",,,"3841","6700"
"053 168501100","2139",,"OREGON ST",,,"1584","6750"
"053 168501200","2135",,"OREGON ST",,,"3682","6725"
"053 168501300","2131",,"OREGON ST",,,"2001","6750"
"053 168501400","2129",,"OREGON ST",,,"2040","4389"
"053 168501500","2127",,"OREGON ST",,,"2311","4455"
"053 168501600","2125",,"OREGON ST",,,"2040","4422"
"053 168501700","2123",,"OREGON ST",,,"2256","4455"
"053 168501800","2121",,"OREGON ST",,,"2040","4455"
"053 168501900","2119",,"OREGON ST",,,"1944","4860"
"053 168502001","2821",,"SHATTUCK AVE",,,"832","18634"
"053 168502300","2813",,"SHATTUCK AVE",,,"6172","5910"
"053 168502400","2807",,"SHATTUCK AVE",,,"4298","5760"
"053 168502500","2801",,"SHATTUCK AVE",,,"5333","5670"
"053 168502600","2108",,"STUART ST",,,"3800","6725"
"053 168502801","2110",,"STUART ST",,,"6417","13450"
"053 168502900","2120",,"STUART ST",,,"1122","4455"
"053 168503000","2124",,"STUART ST",,,"1195","4455"
"053 168503100","2128",,"STUART ST",,,"1122","4422"
"053 168503200","2132",,"STUART ST",,,"1701","5130"
"053 168503300","2136",,"STUART ST",,,"2016","5130"
"053 168503400","2138",,"STUART ST",,,"1699","5130"
"053 168503500","2140",,"STUART ST",,,"1806","5130"
"053 168503600","2146",,"STUART ST",,,"3738","6700"
"053 168503700","2148",,"STUART ST",,,"2567","5020"
"053 168503800","2150",,"STUART ST",,,"2216","5130"
"053 168503900","2141",,"OREGON ST","1",,"1152","1345"
"053 168504000","2141",,"OREGON ST","2",,"855","1345"
"053 168504100","2141",,"OREGON ST","3",,"855","1345"
"053 168504200","2141",,"OREGON ST","4",,"855","1345"
"053 168504300","2141",,"OREGON ST","5",,"855","1345"
"053 168504400","2141",,"OREGON ST","COM",,"0","0"
"053 168600100","2824",,"FULTON ST",,,"1587","2300"
"053 168600200","2828",,"FULTON ST",,,"1607","2300"
"053 168600300","2832",,"FULTON ST",,,"1384","4104"
"053 168600400","2838",,"FULTON ST",,,"5238","7453"
"053 168600500","2842",,"FULTON ST",,,"1532","3825"
"053 168600600","2846",,"FULTON ST",,,"1618","3825"
"053 168600700","2153",,"RUSSELL ST",,,"2036","3600"
"053 168600800","2149",,"RUSSELL ST",,,"3788","5700"
"053 168600900","2147",,"RUSSELL ST",,,"3539","6850"
"053 168601000","2145",,"RUSSELL ST",,,"2908","6700"
"053 168601100","2133",,"RUSSELL ST",,,"3345","6725"
"053 168601200","2131",,"RUSSELL ST",,,"2380","5360"
"053 168601300","2129",,"RUSSELL ST",,"2026-01-02T00:00:00.000","1075","4050"
"053 168601400","2129",,"RUSSELL ST",,,"1338","4050"
"053 168601500","2127",,"RUSSELL ST",,,"3580","6725"
"053 168601600","2125",,"RUSSELL ST",,,"1394","6700"
"053 168601700","2123",,"RUSSELL ST",,,"3016","6750"
"053 168601800","2121",,"RUSSELL ST",,,"3468","6700"
"053 168601900","2119",,"RUSSELL ST",,,"6060","5375"
"053 168602000","2847",,"SHATTUCK AVE",,,"3568","11077"
"053 168602100","2839",,"SHATTUCK AVE",,,"0","5327"
"053 168602200","2829",,"SHATTUCK AVE",,,"20386","27300"
"053 168602300","2124",,"OREGON ST",,,"1114","5130"
"053 168602400","2128",,"OREGON ST",,,"2162","5130"
"053 168602500","2132",,"OREGON ST",,,"1979","5130"
"053 168602700","2140",,"OREGON ST",,,"1110","5130"
"053 168602800","2144",,"OREGON ST",,,"1302","5130"
"053 168602900","2148",,"OREGON ST",,,"1302","5130"
"053 168603000","2152",,"OREGON ST",,,"1602","5130"
"053 168603100","2156",,"OREGON ST",,,"2085","5130"
"053 168603200","2160",,"OREGON ST",,,"1302","5130"
"053 168603300","2164",,"OREGON ST",,,"1774","4940"
"053 168603400","2172",,"OREGON ST",,,"1302","5130"
"053 168603500","2176",,"OREGON ST",,,"1567","4142"
"053 168603600","2178",,"OREGON ST",,,"1302","3330"
"053 168603800","2134",,"OREGON ST",,,"818","2521"
"053 168603900","2136",,"OREGON ST",,,"1303","2522"
"053 168604000","2136",,"OREGON ST","COM",,"0","0"
"053 168700101","2221",,"RUSSELL ST",,,"0","144248"
"053 168700501","2207",,"RUSSELL ST",,,"1245","1959"
"053 168700502","2847",,"FULTON ST",,,"1886","3576"
"053 168700600","2843",,"FULTON ST",,,"1752","5625"
"053 168700700","2837",,"FULTON ST",,,"4725","6250"
"053 168800100","2246",,"STUART ST",,,"1923","4500"
"053 168800200","2808",,"ELLSWORTH ST",,,"2586","4483"
"053 168800300","2812",,"ELLSWORTH ST",,,"1572","3990"
"053 168800400","2249",,"OREGON ST",,,"1669","3800"
"053 168800500","2247",,"OREGON ST",,,"1143","3800"
"053 168800600","2245",,"OREGON ST",,,"1143","4000"
"053 168800700","2243",,"OREGON ST",,,"1849","4377"
"053 168800800","2239",,"OREGON ST",,,"1381","5265"
"053 168800900","2235",,"OREGON ST",,,"2401","5265"
"053 168801000","2231",,"OREGON ST",,,"2347","6210"
"053 168801100","2227",,"OREGON ST",,,"2041","5400"
"053 168801200","2219",,"OREGON ST",,,"3542","8070"
"053 168801300","2217",,"OREGON ST",,,"1585","4455"
"053 168801400","2215",,"OREGON ST",,,"2079","4455"
"053 168801500","2211",,"OREGON ST",,,"2066","4573"
"053 168801600","2207",,"OREGON ST",,,"1566","2466"
"053 168801700","2821",,"FULTON ST",,,"1874","3080"
"053 168801800","2817",,"FULTON ST",,,"2054","5625"
"053 168801900","2813",,"FULTON ST",,,"2964","5600"
"053 168802000","2809",,"FULTON ST",,,"2361","5604"
"053 168802100","2805",,"FULTON ST",,,"1893","2790"
"053 168802200","2801",,"FULTON ST",,,"2027","3855"
"053 168802300","2208",,"STUART ST",,,"3708","2817"
"053 168802500","2214",,"STUART ST",,,"2340","6700"
"053 168802600","2218",,"STUART ST",,,"1660","5400"
"053 168802700","2222",,"STUART ST",,,"1660","5400"
"053 168802800","2224",,"STUART ST",,,"2019","5400"
"053 168802900","2226",,"STUART ST",,,"1850","5380"
"053 168803000","2230",,"STUART ST",,,"1660","5400"
"053 168803100","2234",,"STUART ST",,,"1277","6075"
"053 168803200","2238",,"STUART ST",,,"2251","3780"
"053 168803300","2242",,"STUART ST",,,"1443","3738"
"053 168803400","2210",,"STUART ST",,,"1477","3850"
"053 168803500","2210",,"STUART ST",,"2026-01-02T00:00:00.000","1477","3850"
"053 168803600","2210",,"STUART ST","COM",,"0","0"
"053 168900100","2800",,"TELEGRAPH AVE",,,"3648","3750"
"053 168900200","2818",,"TELEGRAPH AVE",,,"14618","13441"
"053 168900300","2826",,"TELEGRAPH AVE",,,"11070","5921"
"053 168900403","2828",,"TELEGRAPH AVE",,,"4610","5361"
"053 168900503","2848",,"TELEGRAPH AVE",,,"3174","3788"
"053 168900602","2339",,"OREGON ST",,,"5264","7354"
"053 168900700","2337",,"OREGON ST",,,"1875","4725"
"053 168900800","2333",,"OREGON ST",,,"1340","4725"
"053 168900900","2327",,"OREGON ST",,,"2536","4590"
"053 168901000","2325",,"OREGON ST",,,"1381","4690"
"053 168901100","2323",,"OREGON ST",,,"1925","4725"
"053 168901200","2321",,"OREGON ST",,,"1650","4590"
"053 168901300","2319",,"OREGON ST",,,"1687","4725"
"053 168901400","2315",,"OREGON ST",,,"1215","5130"
"053 168901500","2313",,"OREGON ST",,,"1681","4860"
"053 168901600","2311",,"OREGON ST",,,"1324","4860"
"053 168901700","2309",,"OREGON ST",,,"1324","3384"
"053 168901800","2819",,"ELLSWORTH ST",,,"2283","4428"
"053 168901900","2817",,"ELLSWORTH ST",,,"1646","2800"
"053 168902000","2815",,"ELLSWORTH ST",,,"1433","4720"
"053 168902100","2807",,"ELLSWORTH ST",,,"1636","4860"
"053 168902200","2805",,"ELLSWORTH ST",,,"3412","4265"
"053 168902300","2801",,"ELLSWORTH ST",,,"2232","4000"
"053 168902400","2308",,"STUART ST",,,"1588","6750"
"053 168902500","2312",,"STUART ST",,,"2619","5380"
"053 168902600","2314",,"STUART ST",,,"2946","5380"
"053 168902700","2320",,"STUART ST",,,"2405","5092"
"053 168903102","2334",,"STUART ST",,,"13283","30263"
"053 168903200","2348",,"STUART ST",,,"1611","2700"
"053 168903400","2322",,"STUART ST",,,"2550","2522"
"053 168903500","2322",,"STUART ST",,"2026-01-02T00:00:00.000","1442","2522"
"053 168903600","2322",,"STUART ST","COM",,"0","0"
"053 169000700","2335",,"RUSSELL ST",,,"6644","6700"
"053 169000800","2331",,"RUSSELL ST",,,"2944","6725"
"053 169000900","2327",,"RUSSELL ST",,,"3661","6720"
"053 169001000","2321",,"RUSSELL ST",,,"15064","10088"
"053 169001100","2315",,"RUSSELL ST",,,"2772","3243"
"053 169001200","2311",,"RUSSELL ST",,,"4242","7280"
"053 169001300","2309",,"RUSSELL ST",,,"1884","3649"
"053 169001400","2305",,"RUSSELL ST",,,"1944","3870"
"053 169001500","2301",,"RUSSELL ST",,,"2017","3780"
"053 169001600","2839",,"ELLSWORTH ST",,,"2627","5760"
"053 169001700","2835",,"ELLSWORTH ST",,,"3752","5588"
"053 169001800","2831",,"ELLSWORTH ST",,,"3300","5760"
"053 169002000","2312",,"OREGON ST",,,"1873","5111"
"053 169002100","2314",,"OREGON ST",,,"3526","6432"
"053 169002200","2318",,"OREGON ST",,,"0","4800"
"053 169002300","2322",,"OREGON ST",,,"0","4875"
"053 169002400","2324",,"OREGON ST",,,"0","4700"
"053 169002801","2850",,"TELEGRAPH AVE",,,"77299","35295"
"053 169002900","2300",,"OREGON ST",,,"1070","1905"
"053 169003000","2306",,"OREGON ST",,,"1184","1905"
"053 169003100","2310",,"OREGON ST",,,"1070","1905"
"053 169003200","2300",,"OREGON ST","COM",,"0","0"
"053 169100100","2828",,"REGENT ST",,,"3769","5000"
"053 169100200","2830",,"REGENT ST",,,"2202","5000"
"053 169100300","2836",,"REGENT ST",,,"6429","7000"
"053 169100400","2840",,"REGENT ST",,,"838","3000"
"053 169100500","2449",,"RUSSELL ST",,,"1198","3080"
"053 169100600","2447",,"RUSSELL ST",,,"2876","4701"
"053 169100700","2445",,"RUSSELL ST",,,"2216","4520"
"053 169100800","2441",,"RUSSELL ST",,,"2805","5200"
"053 169100900","2439",,"RUSSELL ST",,,"2583","5320"
"053 169101000","2435",,"RUSSELL ST",,,"2250","6702"
"053 169101601","2855",,"TELEGRAPH AVE",,,"74796","65900"
"053 169102000","2422",,"OREGON ST",,,"2653","5400"
"053 169102100","2424",,"OREGON ST",,,"2333","6750"
"053 169102200","2428",,"OREGON ST",,,"1982","6700"
"053 169102300","2430",,"OREGON ST",,,"2800","6210"
"053 169102400","2432",,"OREGON ST",,,"4058","5535"
"053 169102500","2436",,"OREGON ST",,,"2366","5400"
"053 169102600","2440",,"OREGON ST",,,"3188","4000"
"053 169102700","2411",,"RUSSELL ST","1",,"984","1650"
"053 169102800","2413",,"RUSSELL ST","2",,"984","1650"
"053 169102900","2415",,"RUSSELL ST","3",,"984","1650"
"053 169103000","2417",,"RUSSELL ST","4",,"984","1650"
"053 169103100","2419",,"RUSSELL ST","5",,"984","1650"
"053 169103200","2425",,"RUSSELL ST","6",,"984","1650"
"053 169103300","2427",,"RUSSELL ST","7",,"984","1650"
"053 169103400","2429",,"RUSSELL ST","8",,"984","1650"
"053 169103500","2431",,"RUSSELL ST","9",,"984","1650"
"053 169103600","2423",,"RUSSELL ST","11",,"984","1650"
"053 169103700","2421",,"RUSSELL ST","10",,"983","1650"
"053 169103800","2425",,"RUSSELL ST","COM",,"0","0"
"053 169200100","2801",,"TELEGRAPH AVE",,,"7110","5424"
"053 169200200","2410",,"STUART ST",,,"2696","5424"
"053 169200300","2412",,"STUART ST",,,"3086","4810"
"053 169200400","2416",,"STUART ST",,,"2590","4834"
"053 169200500","2418",,"STUART ST",,,"2966","4860"
"053 169200600","2422",,"STUART ST",,,"3371","4860"
"053 169200700","2424",,"STUART ST",,,"3214","4834"
"053 169200800","2428",,"STUART ST",,,"2144","5580"
"053 169200900","2434",,"STUART ST",,,"3306","5400"
"053 169201000","2436",,"STUART ST",,,"1894","2400"
"053 169201100","2440",,"STUART ST",,,"2286","2280"
"053 169201200","2800",,"REGENT ST",,,"2815","3720"
"053 169201300","2806",,"REGENT ST",,,"3575","7000"
"053 169201401","2808",,"REGENT ST",,,"3215","8400"
"053 169201402","2812",,"REGENT ST",,,"3328","5740"
"053 169201500","2820",,"REGENT ST",,,"3779","5280"
"053 169201600","2439",,"OREGON ST",,,"947","3120"
"053 169201700","2435",,"OREGON ST",,,"2300","5400"
"053 169201800","2433",,"OREGON ST",,,"2821","5535"
"053 169201900","2431",,"OREGON ST",,,"4529","7092"
"053 169202000","2425",,"OREGON ST",,,"2823","5670"
"053 169202200","2419",,"OREGON ST",,,"3586","6725"
"053 169202300","2415",,"OREGON ST",,,"1333","6750"
"053 169202400","2411",,"OREGON ST",,,"883","1665"
"053 169202500","2821",,"TELEGRAPH AVE",,,"4204","4786"
"053 169202600","2817",,"TELEGRAPH AVE",,,"3642","5884"
"053 169202700","2813",,"TELEGRAPH AVE",,,"4329","5214"
"053 169202800","2809",,"TELEGRAPH AVE",,,"9242","12328"
"053 169202900","2421",,"OREGON ST",,,"2423","3375"
"053 169203000","2423",,"OREGON ST",,,"2423","3375"
"053 169203100","2421",,"OREGON ST","COM",,"0","0"
"053 169300100","2801",,"REGENT ST",,,"2359","3630"
"053 169300200","2510",,"STUART ST",,,"2446","3800"
"053 169300300","2800",,"HILLEGASS AVE",,,"3902","7400"
"053 169300700","2816",,"HILLEGASS AVE",,,"3309","7400"
"053 169300900","2828",,"HILLEGASS AVE",,,"3713","9324"
"053 169301000","2830",,"HILLEGASS AVE",,,"3428","7400"
"053 169301100","2834",,"HILLEGASS AVE",,,"5097","11100"
"053 169301200","2842",,"HILLEGASS AVE",,,"3634","5800"
"053 169301300","2515",,"RUSSELL ST",,,"2076","3115"
"053 169301400","2505",,"RUSSELL ST",,,"3160","4200"
"053 169301500","2845",,"REGENT ST",,,"3712","3616"
"053 169301600","2841",,"REGENT ST",,,"2083","3080"
"053 169301700","2837",,"REGENT ST",,,"3136","7000"
"053 169301800","2833",,"REGENT ST",,,"2723","7400"
"053 169301900","2829",,"REGENT ST",,,"2796","7400"
"053 169302000","2827",,"REGENT ST",,,"5581","7400"
"053 169302100","2821",,"REGENT ST",,,"4280","7400"
"053 169302200","2817",,"REGENT ST",,,"3693","7400"
"053 169302400","2811",,"REGENT ST",,,"2264","6216"
"053 169302500","2805",,"REGENT ST",,,"2176","4850"
"053 169302600","2803",,"REGENT ST",,,"1795","3630"
"053 169302700","2815",,"REGENT ST","1",,"1169","1850"
"053 169302800","2815",,"REGENT ST","2",,"1170","1850"
"053 169302900","2815",,"REGENT ST","3",,"1170","1850"
"053 169303000","2815",,"REGENT ST","4",,"1170","1850"
"053 169303100","2815",,"REGENT ST","COM",,"0","0"
"053 169303200","2804",,"HILLEGASS AVE","1",,"1342","2466"
"053 169303300","2804",,"HILLEGASS AVE","2",,"1164","2466"
"053 169303400","2804",,"HILLEGASS AVE","3",,"937","2466"
"053 169303500","2804",,"HILLEGASS AVE","COM",,"0","0"
"053 169303600","2808",,"HILLEGASS AVE","A1",,"1456","1273"
"053 169303700","2808",,"HILLEGASS AVE","A2",,"1456","1273"
"053 169303800","2808",,"HILLEGASS AVE","A3",,"1456","1273"
"053 169303900","2808",,"HILLEGASS AVE","A4",,"1456","1273"
"053 169304000","2808",,"HILLEGASS AVE","A5",,"1456","1273"
"053 169304100","2812",,"HILLEGASS AVE","B1",,"1456","1273"
"053 169304200","2812",,"HILLEGASS AVE","B2",,"1456","1273"
"053 169304300","2812",,"HILLEGASS AVE","B3",,"1456","1273"
"053 169304400","2814",,"HILLEGASS AVE","C1",,"1456","1273"
"053 169304500","2814",,"HILLEGASS AVE","C2",,"1456","1273"
"053 169304600","2814",,"HILLEGASS AVE","C3",,"1456","1273"
"053 169304700","2812",,"HILLEGASS AVE","COM",,"0","0"
"053 169304900","2822",,"HILLEGASS AVE",,,"3538","4625"
"053 169305000","2826",,"HILLEGASS AVE",,,"1089","4625"
"053 169305100","2822",,"HILLEGASS AVE","COM",,"0","0"
"053 169400100","2803",,"HILLEGASS AVE",,,"5097","7000"
"053 169400200","2606",,"STUART ST",,,"1343","3504"
"053 169400300","2614",,"STUART ST",,,"2472","4800"
"053 169400400","2620",,"STUART ST",,,"4665","5000"
"053 169400500","2804",,"BENVENUE AVE",,,"2903","5000"
