Date	Permit Number	Status	Address	Occupancy Class
11/29/2023	ESR-2023-03495	Closed Expired	2324 NINTH St, BERKELEY CA 94710	R-2
11/22/2023	ESR-2023-03447	Closed Expired	2517 VIRGINIA St, BERKELEY CA 94709	R-2
11/13/2023	ESR-2023-03352	Closed Expired	1509 HEARST Ave, 101, BERKELEY CA 94703	R-2
11/13/2023	ESR-2023-03351	Closed Expired	1217 HASKELL St, BERKELEY CA 94702	R-2
11/10/2023	ESR-2023-03340	Closed Expired	1323 VIRGINIA St, A, BERKELEY CA 94702	R-2
11/10/2023	ESR-2023-03338	Closed Expired	2564 VIRGINIA St, 7, BERKELEY CA 94709	R-2
10/30/2023	ESR-2023-03196	Closed Expired	2329 CHANNING Way, BERKELEY CA 94704	R-2
10/30/2023	ESR-2023-03198	Closed Expired	2203 DERBY St, BERKELEY CA 94705	R-2
10/30/2023	ESR-2023-03202	Closed Expired	2718 NINTH St, BERKELEY CA 94710	R-2
10/26/2023	ESR-2023-03175	Closed Expired	2139 GRANT St, BERKELEY CA 94703	R-2
10/26/2023	ESR-2023-03176	Closed Expired	2609 SAN PABLO Ave, BERKELEY CA 94702	R-2
10/24/2023	ESR-2023-03142	Closed Expired	1448 JOSEPHINE St, 1, BERKELEY CA 94703	R-2
10/24/2023	ESR-2023-03143	Closed Expired	1448 JOSEPHINE St, 2, BERKELEY CA 94703	R-2
10/17/2023	ESR-2023-03065	Closed Expired	2737 DURANT Ave, BERKELEY CA 94704	R-2
10/13/2023	ESR-2023-03030	Closed Expired	2203 DERBY St, BERKELEY CA 94705	R-2
10/04/2023	ESR-2023-02933	Closed Expired	2420 MILVIA St, A, BERKELEY CA 94704	R-2
10/03/2023	ESR-2023-02905	Closed Expired	2411 PARKER St, BERKELEY CA 94704	R-2
10/02/2023	ESR-2023-02899	Closed Expired	2220 SACRAMENTO St, COM, BERKELEY CA 94702	R-2
09/26/2023	23TMP-026172		2020 DWIGHT Way, BERKELEY CA 94704	R-2
09/25/2023	23TMP-026105		1951 SHATTUCK Ave, BERKELEY CA 94704 United States	R-2
09/23/2023	ESR-2023-02836	Closed Expired	1330 SACRAMENTO St, BERKELEY CA 94702	R-2
09/18/2023	ESR-2023-02789	Closed Expired	1801 ROSE St, 6, BERKELEY CA 94703	R-2
09/13/2023	ESR-2023-02733	Closed Expired	1522 HENRY St, BERKELEY CA 94709	R-2
09/12/2023	23TMP-025629		906 HEARST Ave, BERKELEY CA 94710	R-2
09/01/2023	ESR-2023-02637	Closed Expired	2431 VIRGINIA St, BERKELEY CA 94709	R-2
09/01/2023	ESR-2023-02638	Closed Expired	1104 CHAUCER St, 4, BERKELEY CA 94702	R-2
08/22/2023	ESR-2023-02512	Closed Expired	2336 CHANNING Way, BERKELEY CA 94704	R-2
08/18/2023	ESR-2023-02484	Closed Expired	2915 REGENT St, BERKELEY CA 94705	R-2
08/17/2023	ESR-2023-02471	Closed Expired	1418 PERALTA Ave, BERKELEY CA 94702	R-2
08/16/2023	ESR-2023-02461	Closed Expired	2329 CHANNING Way, BERKELEY CA 94704	R-2
08/11/2023	ESR-2023-02403	Closed Expired	2020 DWIGHT Way, BERKELEY CA 94704	R-2
08/02/2023	ESR-2023-02311	Closed Expired	108 FOREST Ln, BERKELEY CA 94708	R-2
07/31/2023	23TMP-023566		2203 DERBY St, BERKELEY CA 94705	R-2
07/30/2023	23TMP-023494		1170 CAMELIA St, BERKELEY CA 94702	R-2
07/25/2023	ESR-2023-02232	Closed Expired	2321 DWIGHT Way, 105, BERKELEY CA 94704	R-2
07/18/2023	23TMP-022911		2028 BANCROFT Way, BERKELEY CA 94704	R-2
07/18/2023	ESR-2023-02164	Closed Expired	1531 DERBY St, BERKELEY CA 94703	R-2
06/30/2023	ESR-2023-02024	Closed Expired	3214 CALIFORNIA St, BERKELEY CA 94703	R-2
06/30/2023	ESR-2023-02020	Closed Expired	3328 KING St, BERKELEY CA 94703	R-2
06/29/2023	ESR-2023-02008	Closed Expired	1926 ALCATRAZ Ave, BERKELEY CA 94703	R-2
06/28/2023	ESR-2023-01995	Closed Expired	2024 DURANT Ave, BERKELEY CA 94704	R-2
06/27/2023	ESR-2023-01983	Closed Expired	2240 BLAKE St, BERKELEY CA 94704	R-2
06/21/2023	ESR-2023-01917	Closed Expired	1615 MCGEE Ave, BERKELEY CA 94703	R-2
06/21/2023	23TMP-021712		2510 LE CONTE Ave, BERKELEY CA 94709	R-2
06/15/2023	ESR-2023-01863	Closed Expired	2512 NINTH St, 10, BERKELEY CA 94710	R-2
06/13/2023	ESR-2023-01808	Closed Expired	1939 FRANCISCO St, A, BERKELEY CA 94709	R-2
06/08/2023	ESR-2023-01783	Closed Expired	2319 WARD St, 4, BERKELEY CA 94705	R-2
05/19/2023	ESR-2023-01550	Closed Expired	1527 ASHBY Ave, BERKELEY CA 94703	R-2
05/17/2023	ESR-2023-01538	Closed Expired	828 INDIAN ROCK Ave, BERKELEY CA 94707	R-2
05/16/2023	ESR-2023-01517	Closed Expired	2311 CHANNING Way, BERKELEY CA 94704	R-2
05/09/2023	ESR-2023-01430	Closed Expired	1322 SHATTUCK Ave, BERKELEY CA 94709	R-2
04/25/2023	ESR-2023-01261	Closed Expired	1513 HEARST Ave, BERKELEY CA 94703	R-2
04/19/2023	ESR-2023-01170	Closed Expired	1801 WOOLSEY St, BERKELEY CA 94703	R-2
03/31/2023	ESR-2023-00924	Closed Expired	1611 MCGEE Ave, BERKELEY CA 94703	R-2
03/25/2023	ESR-2023-00817	Closed Expired	2033 PARKER St, B, BERKELEY CA 94704	R-2
03/24/2023	ESR-2023-00809	Closed Expired	2948 PINE Ave, BERKELEY CA 94705	R-2
03/23/2023	ESR-2023-00797	Closed Expired	2312 WARRING St, BERKELEY CA 94704	R-2
03/17/2023	ESR-2023-00712	Closed Expired	1966 SAN PABLO Ave, BERKELEY CA 94702	R-2
02/27/2023	ESR-2023-00497	Closed Expired	2340 LE CONTE Ave, BERKELEY CA 94709	R-2
02/23/2023	ESR-2023-00470	Closed Expired	2550 DANA St, 2E, BERKELEY CA 94704	R-2
02/16/2023	ESR-2023-00405	Closed Expired	1529 TYLER St, BERKELEY CA 94703	R-2
02/16/2023	ESR-2023-00397	Closed Expired	1410 ALLSTON Way, BERKELEY CA 94702	R-2
01/31/2023	ESR-2023-00226	Closed Expired	2529 ELLSWORTH St, BERKELEY CA 94704	R-2
01/25/2023	ESR-2023-00184	Closed Expired	1479 LINCOLN St, BERKELEY CA 94702	R-2
01/15/2023	ESR-2023-00076	Closed Expired	2111 BYRON St, B, BERKELEY CA 94702	R-2
12/30/2025	ESR-2025-04621	Closed Expired	925 SPRUCE St, BERKELEY CA 94707	R-3
12/29/2025	ESR-2025-04594	Closed Expired	2912 PINE Ave, BERKELEY CA 94705	R-3
12/29/2025	ESR-2025-04597	Closed Expired	1620 DWIGHT Way, BERKELEY CA 94703	R-3
12/27/2025	25TMP-036203		636 VINCENTE Ave, BERKELEY CA 94707	R-3
12/23/2025	ESR-2025-04566	Closed Expired	1733 FRANCISCO St, B, BERKELEY CA 94703	R-3
12/23/2025	ESR-2025-04568	Closed Expired	1701 TENTH St, BERKELEY CA 94710	R-3
12/23/2025	ESR-2025-04571	Closed Expired	952 FRESNO Ave, BERKELEY CA 94707	R-3
12/21/2025	ESR-2025-04553	Closed Expired	1907 CURTIS St, BERKELEY CA 94702	R-3
12/18/2025	ESR-2025-04525	Closed Expired	2634 ACTON St, BERKELEY CA 94702	R-3
12/18/2025	ESR-2025-04521	Closed Expired	2610 FULTON St, BERKELEY CA 94704	R-3
12/18/2025	ESR-2025-04520	Closed Expired	140 AVENIDA Dr, BERKELEY CA 94708	R-3
12/17/2025	25TMP-034562		759 KEELER Ave, BERKELEY CA 94708	R-3
12/17/2025	25TMP-034555		1439 SANTA FE Ave, BERKELEY CA 94702	R-3
12/17/2025	ESR-2025-04512	Closed Expired	1819 FRANCISCO St, A, BERKELEY CA 94703	R-3
12/17/2025	ESR-2025-04510	Closed Expired	3047 HALCYON Ct, BERKELEY CA 94705	R-3
12/17/2025	ESR-2025-04507	Closed Expired	2630 MCGEE Ave, BERKELEY CA 94703	R-3
12/16/2025	ESR-2025-04488	Closed Expired	1034 DWIGHT Way, BERKELEY CA 94710	R-3
12/16/2025	ESR-2025-04493	Closed Expired	1262 BURNETT St, BERKELEY CA 94702	R-3
12/15/2025	ESR-2025-04447	Closed Expired	2117 PRINCE St, BERKELEY CA 94705	R-3
12/14/2025	ESR-2025-04442	Closed Expired	1514 LA LOMA Ave, BERKELEY CA 94708	R-3
12/12/2025	ESR-2025-04419	Closed Expired	136 PARKSIDE Dr, BERKELEY CA 94705	R-3
12/12/2025	ESR-2025-04416	Closed Expired	1634 FRANCISCO St, BERKELEY CA 94703	R-3
12/12/2025	ESR-2025-04414	Closed Expired	1231 CAMPUS Dr, BERKELEY CA 94708	R-3
12/11/2025	25TMP-033911		1037 CEDAR St, BERKELEY CA 94710	R-3
12/11/2025	ESR-2025-04403	Documents Uploaded	2832 FULTON St, BERKELEY CA 94705	R-3
12/08/2025	ESR-2025-04368	Closed Expired	898 SPRUCE St, BERKELEY CA 94707	R-3
12/05/2025	ESR-2025-04337	Closed Expired	2004 ESSEX St, BERKELEY CA 94703	R-3
12/05/2025	ESR-2025-04334	Closed Expired	2815 STUART St, A, BERKELEY CA 94705	R-3
12/04/2025	25TMP-032625		1557 VISALIA Ave, BERKELEY CA 94707	R-3
12/04/2025	ESR-2025-04318	Closed Expired	1507 SAN PABLO Ave, BERKELEY CA 94702	R-3
12/04/2025	ESR-2025-04314	Closed Expired	1733 FRANCISCO St, B, BERKELEY CA 94703	R-3
12/04/2025	ESR-2025-04311	Closed Expired	1810 PRINCE St, BERKELEY CA 94703	R-3
12/02/2025	ESR-2025-04257	Closed Expired	2742 GARBER St, BERKELEY CA 94705	R-3
12/01/2025	ESR-2025-04252	Closed Expired	1715 BANCROFT Way, BERKELEY CA 94703	R-3
11/26/2025	25TMP-033045		2974 SACRAMENTO St, BERKELEY CA 94702	R-3
11/26/2025	ESR-2025-04218	Closed Expired	2957 PINE Ave, BERKELEY CA 94705	R-3
11/25/2025	25TMP-032971		3047 HALCYON Ct, BERKELEY CA 94705	R-3
11/25/2025	ESR-2025-04206	Closed Expired	915 MENDOCINO Ave, BERKELEY CA 94707	R-3
11/24/2025	25TMP-032882		2415 PRINCE St, BERKELEY CA 94705	R-3
11/24/2025	ESR-2025-04168	Awaiting Documents	2416 MCKINLEY Ave, BERKELEY CA 94703	R-3
11/23/2025	ESR-2025-04160	Closed Expired	1546 LA LOMA Ave, BERKELEY CA 94708	R-3
11/23/2025	ESR-2025-04159	Closed Expired	11 PANORAMIC Way, BERKELEY CA 94704	R-3
11/21/2025	ESR-2025-04155	Closed Expired	411 MICHIGAN Ave, BERKELEY CA 94707	R-3
11/21/2025	ESR-2025-04148	Closed Expired	1231 CARLETON St, BERKELEY CA 94702	R-3
11/18/2025	ESR-2025-04097	Closed Expired	1420 GRANT St, C, BERKELEY CA 94703	R-3
11/18/2025	ESR-2025-04096	Closed Expired	1420 GRANT St, B, BERKELEY CA 94703	R-3
11/18/2025	ESR-2025-04095	Closed Expired	1420 GRANT St, A, BERKELEY CA 94703	R-3
11/18/2025	ESR-2025-04089	Closed Expired	1302 ALBINA Ave, A, BERKELEY CA 94706	R-3
11/17/2025	25TMP-032425		2531 FULTON St, BERKELEY CA 94704	R-3
11/17/2025	25TMP-032503		1036 MARIPOSA Ave, BERKELEY CA 94707	R-3
11/17/2025	ESR-2025-04075	Closed Expired	916 BATAAN Ave, BERKELEY CA 94710	R-3
11/14/2025	ESR-2025-04061	Closed Expired	2108 GRANT St, BERKELEY CA 94703	R-3
11/13/2025	25TMP-032273		2843 FULTON St, BERKELEY CA 94705	R-3
11/13/2025	ESR-2025-04049	Closed Expired	2010 FRANCISCO St, A, BERKELEY CA 94709	R-3
11/13/2025	ESR-2025-04046	Closed Expired	666 CRESTON Rd, BERKELEY CA 94708	R-3
11/12/2025	ESR-2025-04034	Closed Expired	952 THE ALAMEDA, BERKELEY CA 94707	R-3
11/12/2025	ESR-2025-04025	Closed Expired	898 SPRUCE St, BERKELEY CA 94707	R-3
11/11/2025	ESR-2025-04014	Closed Expired	968 REGAL Rd, BERKELEY CA 94708	R-3
11/11/2025	ESR-2025-04013	Closed Expired	2216 MCGEE Ave, BERKELEY CA 94703	R-3
11/11/2025	ESR-2025-04012	Closed Expired	1231 CAMPUS Dr, BERKELEY CA 94708	R-3
11/11/2025	ESR-2025-04004	Closed Expired	2517 CEDAR St, BERKELEY CA 94708	R-3
11/11/2025	ESR-2025-04003	Closed Expired	1809 CHANNING Way, BERKELEY CA 94703	R-3
11/11/2025	ESR-2025-04002	Closed Expired	2317 CARLETON St, C, BERKELEY CA 94704	R-3
11/07/2025	ESR-2025-03987	Closed Expired	1910 HARMON St, BERKELEY CA 94703	R-3
11/06/2025	25TMP-031929		1841 MARIN Ave, BERKELEY CA 94707	R-3
11/06/2025	ESR-2025-03974	Closed Expired	2414 TENTH St, BERKELEY CA 94710	R-3
11/05/2025	25TMP-031422		2811 DOHR St, BERKELEY CA 94702	R-3
11/05/2025	ESR-2025-03937	Closed Expired	1405 GRANT St, BERKELEY CA 94703	R-3
11/05/2025	ESR-2025-03932	Closed Expired	566 COLUSA Ave, BERKELEY CA 94707	R-3
11/05/2025	ESR-2025-03948	Closed Expired	2699 DERBY St, BERKELEY CA 94705	R-3
11/04/2025	ESR-2025-03906	Closed Expired	1923 SACRAMENTO St, BERKELEY CA 94702	R-3
11/04/2025	ESR-2025-03898	Closed Expired	8 MAYBECK TWIN Dr, BERKELEY CA 94708	R-3
11/03/2025	25TMP-031693		1162 ARCH St, BERKELEY CA 94708	R-3
11/03/2025	ESR-2025-03880	Closed Expired	1003 MERCED St, BERKELEY CA 94707	R-3
11/01/2025	ESR-2025-03872	Closed Expired	2731 SHASTA Rd, BERKELEY CA 94708	R-3
10/31/2025	ESR-2025-03858	Closed Expired	1833 SONOMA Ave, BERKELEY CA 94707	R-3
10/31/2025	ESR-2025-03867	Closed Expired	1229 KAINS Ave, BERKELEY CA 94706	R-3
10/31/2025	ESR-2025-03868	Closed Expired	1520 WARD St, BERKELEY CA 94703	R-3
10/30/2025	ESR-2025-03852	Closed Expired	2721 STUART St, BERKELEY CA 94705	R-3
10/29/2025	ESR-2025-03838	Closed Expired	1819 ALLSTON Way, B, BERKELEY CA 94703	R-3
10/29/2025	ESR-2025-03821	Closed Expired	78 SAN MATEO Rd, BERKELEY CA 94707	R-3
10/28/2025	ESR-2025-03806	Closed Expired	2815 STANTON St, BERKELEY CA 94702	R-3
10/27/2025	25TMP-031330		1126 KEITH Ave, BERKELEY CA 94708	R-3
10/27/2025	ESR-2025-03796	Closed Expired	5 THE CRESCENT, BERKELEY CA 94708	R-3
10/25/2025	ESR-2025-03784	Closed Expired	1814 WOOLSEY St, BERKELEY CA 94703	R-3
10/24/2025	25TMP-031177		1259 MONTEREY Ave, BERKELEY CA 94707	R-3
10/24/2025	ESR-2025-03781	Closed Expired	1351 CARLOTTA Ave, BERKELEY CA 94703	R-3
10/20/2025	ESR-2025-03696	Closed Expired	2411 GRANT St, BERKELEY CA 94703	R-3
10/20/2025	ESR-2025-03708	Closed Expired	880 SPRUCE St, BERKELEY CA 94707	R-3
10/16/2025	ESR-2025-03671	Closed Expired	716 THE ALAMEDA, BERKELEY CA 94707	R-3
10/15/2025	ESR-2025-03657	Closed Expired	2228 JEFFERSON Ave, BERKELEY CA 94703	R-3
10/15/2025	ESR-2025-03658	Closed Expired	1810 PRINCE St, BERKELEY CA 94703	R-3
10/14/2025	ESR-2025-03622	Closed Expired	670 GRIZZLY PEAK Blvd, BERKELEY CA 94708	R-3
10/10/2025	ESR-2025-03590	Closed Expired	2495 VALLEY St, BERKELEY CA 94702	R-3
10/10/2025	ESR-2025-03585	Closed Expired	1814 CARLETON St, BERKELEY CA 94703	R-3
10/10/2025	ESR-2025-03577	Closed Expired	919 SAN BENITO Rd, BERKELEY CA 94707	R-3
10/09/2025	ESR-2025-03569	Closed Expired	1819 ALLSTON Way, A, BERKELEY CA 94703	R-3
10/09/2025	ESR-2025-03559	Closed Expired	980 EUCLID Ave, BERKELEY CA 94708	R-3
10/09/2025	ESR-2025-03554	Closed Expired	1670 FRANKLIN St, BERKELEY CA 94702	R-3
10/09/2025	ESR-2025-03544	Closed Expired	1610 JULIA St, BERKELEY CA 94703	R-3
10/09/2025	ESR-2025-03541	Closed Expired	3046 DEAKIN St, BERKELEY CA 94705	R-3
10/08/2025	ESR-2025-03529	Closed Expired	1327 CARLOTTA Ave, BERKELEY CA 94703	R-3
10/08/2025	ESR-2025-03519	Closed Expired	1201 ORDWAY St, BERKELEY CA 94706	R-3
10/07/2025	ESR-2025-03510	Closed Expired	2347 SACRAMENTO St, BERKELEY CA 94702	R-3
10/06/2025	ESR-2025-03472	Closed Expired	1020 OVERLOOK Rd, BERKELEY CA 94708	R-3
10/04/2025	ESR-2025-03439	Closed Expired	9 WILSON Cir, BERKELEY CA 94708	R-3
10/03/2025	25TMP-029929		438 SPRUCE St, BERKELEY CA 94708	R-3
10/03/2025	ESR-2025-03429	Closed Expired	2736 WEBSTER St, BERKELEY CA 94705	R-3
10/02/2025	ESR-2025-03417	Closed Expired	10 WILSON Cir, BERKELEY CA 94708	R-3
10/01/2025	ESR-2025-03397	Closed Expired	1338 STANNAGE Ave, BERKELEY CA 94702	R-3
10/01/2025	ESR-2025-03392	Closed Expired	173 FAIRLAWN Dr, BERKELEY CA 94708	R-3
10/01/2025	ESR-2025-03387	Closed Expired	968 REGAL Rd, BERKELEY CA 94708	R-3
10/01/2025	ESR-2025-03409	Closed Expired	2935 OTIS St, BERKELEY CA 94703	R-3
09/30/2025	25TMP-029716		2120 MILVIA St, BERKELEY CA 94704	R-3
09/29/2025	ESR-2025-03353	Documents Uploaded	1516 GRIZZLY PEAK Blvd, BERKELEY CA 94708	R-3
09/29/2025	ESR-2025-03355	Closed Expired	1736 HIGHLAND Pl, BERKELEY CA 94709	R-3
09/29/2025	ESR-2025-03356	Closed Expired	2428 BROWNING St, BERKELEY CA 94702	R-3
09/26/2025	ESR-2025-03338	Closed Expired	2204 BONAR St, BERKELEY CA 94702	R-3
09/25/2025	25TMP-029483		2314 EIGHTH St, BERKELEY CA 94710	R-3
09/24/2025	ESR-2025-03305	Closed Expired	2130 BROWNING St, BERKELEY CA 94702	R-3
09/22/2025	25TMP-029237		1299 DELAWARE St, BERKELEY CA 94702	R-3
09/22/2025	ESR-2025-03242	Closed Expired	440 VASSAR Ave, BERKELEY CA 94708	R-3
09/22/2025	ESR-2025-03241	Closed Expired	1624 SIXTY-THIRD St, BERKELEY CA 94703	R-3
09/20/2025	ESR-2025-03237	Closed Expired	614 ARLINGTON Ave, BERKELEY CA 94707	R-3
09/18/2025	25TMP-029043		1560 HAWTHORNE Ter, BERKELEY CA 94708	R-3
09/17/2025	ESR-2025-03196	Closed Expired	1248 CARLOTTA Ave, BERKELEY CA 94707	R-3
09/17/2025	ESR-2025-03177	Closed Expired	1557 VISALIA Ave, BERKELEY CA 94707	R-3
09/16/2025	ESR-2025-03164	Closed Expired	835 CHANNING Way, BERKELEY CA 94710	R-3
09/16/2025	ESR-2025-03166	Closed Expired	2348 SEVENTH St, BERKELEY CA 94710	R-3
09/16/2025	ESR-2025-03168	Closed Expired	2109 MCGEE Ave, BERKELEY CA 94703	R-3
09/15/2025	ESR-2025-03150	Closed Expired	494 CRAGMONT Ave, BERKELEY CA 94708	R-3
09/15/2025	ESR-2025-03151	Closed Expired	1133 ALLSTON Way, BERKELEY CA 94702	R-3
09/15/2025	ESR-2025-03156	Closed Expired	2016 DELAWARE St, A, BERKELEY CA 94709	R-3
09/15/2025	ESR-2025-03144	Closed Expired	1327 ORDWAY St, BERKELEY CA 94702	R-3
09/15/2025	ESR-2025-03140	Closed Expired	1814 CARLETON St, BERKELEY CA 94703	R-3
09/13/2025	ESR-2025-03136	Closed Expired	2713 FOREST Ave, BERKELEY CA 94705	R-3
09/12/2025	ESR-2025-03124	Closed Expired	1810 PRINCE St, BERKELEY CA 94703	R-3
09/11/2025	ESR-2025-03120	Closed Expired	1281 BERKELEY Way, BERKELEY CA 94702	R-3
09/11/2025	ESR-2025-03110	Closed Expired	687 WOODMONT Ave, BERKELEY CA 94708	R-3
09/11/2025	ESR-2025-03107	Closed Expired	1750 CAPISTRANO Ave, BERKELEY CA 94707	R-3
09/10/2025	ESR-2025-03089	Closed Expired	670 GRIZZLY PEAK Blvd, BERKELEY CA 94708	R-3
09/09/2025	ESR-2025-03078	Closed Expired	1711 ASHBY Ave, BERKELEY CA 94703	R-3
09/09/2025	ESR-2025-03073	Closed Expired	3020 BATEMAN St, BERKELEY CA 94705	R-3
09/09/2025	ESR-2025-03071	Closed Expired	968 REGAL Rd, BERKELEY CA 94708	R-3
09/05/2025	ESR-2025-02974	Closed Expired	1817 ALLSTON Way, A, BERKELEY CA 94703	R-3
09/05/2025	ESR-2025-02968	Closed Expired	1456 CORNELL Ave, BERKELEY CA 94702	R-3
09/05/2025	ESR-2025-02999	Closed Expired	33 FOREST Ln, BERKELEY CA 94708	R-3
09/04/2025	ESR-2025-02949	Closed Expired	2215 EUNICE St, BERKELEY CA 94709	R-3
09/04/2025	ESR-2025-02947	Closed Expired	2300 WARD St, BERKELEY CA 94705	R-3
09/04/2025	ESR-2025-02945	Closed Expired	1634 DERBY St, BERKELEY CA 94703	R-3
09/04/2025	ESR-2025-02940	Closed Expired	1196 CORNELL Ave, BERKELEY CA 94706	R-3
09/03/2025	ESR-2025-02924	Closed Expired	411 MICHIGAN Ave, BERKELEY CA 94707	R-3
09/03/2025	ESR-2025-02926	Closed Expired	679 SAN LUIS Rd, BERKELEY CA 94707	R-3
09/03/2025	ESR-2025-02927	Closed Expired	815 SAN LUIS Rd, BERKELEY CA 94707	R-3
09/03/2025	ESR-2025-02935	Closed Expired	1512 ARCH St, BERKELEY CA 94708	R-3
09/02/2025	ESR-2025-02907	Closed Expired	1819 ALLSTON Way, A, BERKELEY CA 94703	R-3
08/30/2025	ESR-2025-02838	Closed Expired	1524 ALCATRAZ Ave, BERKELEY CA 94703	R-3
08/28/2025	25TMP-027935		1737 DERBY St, BERKELEY CA 94703	R-3
08/27/2025	ESR-2025-02780	Closed Expired	1625 SHATTUCK Ave, 101, BERKELEY CA 94709	R-3
08/27/2025	ESR-2025-02781	Closed Expired	1630 BONITA Ave, BERKELEY CA 94709	R-3
08/27/2025	ESR-2025-02786	Closed Expired	1421 HEARST Ave, BERKELEY CA 94702	R-3
08/27/2025	ESR-2025-02795	Closed Expired	486 GRIZZLY PEAK Blvd, BERKELEY CA 94708	R-3
08/26/2025	ESR-2025-02764	Closed Expired	25 HAZEL Rd, BERKELEY CA 94705	R-3
08/26/2025	ESR-2025-02756	Closed Expired	751 THE ALAMEDA, BERKELEY CA 94707	R-3
08/25/2025	25TMP-027647		76 OAK RIDGE Rd, BERKELEY CA 94705	R-3
08/20/2025	25TMP-027476		1127 HILLVIEW Rd, BERKELEY CA 94708	R-3
08/20/2025	ESR-2025-02686	Closed Expired	20 PARNASSUS Rd, BERKELEY CA 94708	R-3
08/20/2025	ESR-2025-02684	Closed Expired	2019 DELAWARE St, BERKELEY CA 94709	R-3
08/20/2025	ESR-2025-02683	Closed Expired	1246 ADDISON St, BERKELEY CA 94702	R-3
08/20/2025	ESR-2025-02681	Closed Expired	488 KENTUCKY Ave, BERKELEY CA 94707	R-3
08/20/2025	ESR-2025-02680	Closed Expired	440 VASSAR Ave, BERKELEY CA 94708	R-3
08/20/2025	ESR-2025-02678	Closed Expired	1119 KEITH Ave, BERKELEY CA 94708	R-3
08/20/2025	ESR-2025-02674	Closed Expired	1816 DELAWARE St, BERKELEY CA 94703	R-3
08/20/2025	ESR-2025-02670	Closed Expired	2425 SHATTUCK Ave, BERKELEY CA 94704	R-3
08/20/2025	ESR-2025-02666	Closed Expired	1346 GRIZZLY PEAK Blvd, BERKELEY CA 94708	R-3
08/19/2025	ESR-2025-02657	Closed Expired	1315 HASKELL St, BERKELEY CA 94702	R-3
08/19/2025	ESR-2025-02656	Closed Expired	1313 HASKELL St, BERKELEY CA 94702	R-3
08/19/2025	ESR-2025-02665	Closed Expired	2318 PRINCE St, BERKELEY CA 94705	R-3
08/18/2025	ESR-2025-02639	Closed Expired	2922 AVALON Ave, BERKELEY CA 94705	R-3
08/18/2025	ESR-2025-02645	Closed Expired	2907 HILLEGASS Ave, BERKELEY CA 94705	R-3
08/15/2025	ESR-2025-02618	Closed Expired	835 CHANNING Way, BERKELEY CA 94710	R-3
08/15/2025	ESR-2025-02620	Closed Expired	2348 SEVENTH St, BERKELEY CA 94710	R-3
08/15/2025	ESR-2025-02623	Closed Expired	2109 MCGEE Ave, BERKELEY CA 94703	R-3
08/15/2025	ESR-2025-02624	Closed Expired	2935 OTIS St, BERKELEY CA 94703	R-3
08/14/2025	25TMP-027091		2918 DERBY St, BERKELEY CA 94705	R-3
08/14/2025	ESR-2025-02604	Closed Expired	512 NEILSON St, BERKELEY CA 94707	R-3
08/12/2025	ESR-2025-02569	Closed Expired	1594 LE ROY Ave, BERKELEY CA 94708	R-3
08/11/2025	ESR-2025-02547	Closed Expired	1934 STUART St, BERKELEY CA 94703	R-3
08/08/2025	ESR-2025-02540	Closed Expired	2029 CHANNING Way, 3A, BERKELEY CA 94704	R-3
08/07/2025	ESR-2025-02521	Closed Expired	2176 OREGON St, BERKELEY CA 94705	R-3
08/07/2025	ESR-2025-02514	Closed Expired	941 ALLSTON Way, BERKELEY CA 94710	R-3
08/07/2025	ESR-2025-02511	Closed Expired	1817 ALLSTON Way, A, BERKELEY CA 94703	R-3
08/07/2025	ESR-2025-02509	Closed Expired	1819 ALLSTON Way, A, BERKELEY CA 94703	R-3
08/07/2025	ESR-2025-02503	Closed Expired	3075 SHASTA Rd, BERKELEY CA 94708	R-3
08/07/2025	ESR-2025-02499	Closed Expired	3054 WHEELER St, BERKELEY CA 94705	R-3
08/06/2025	ESR-2025-02483	Closed Expired	2939 KING St, BERKELEY CA 94703	R-3
08/06/2025	ESR-2025-02482	Closed Expired	1610 ALLSTON Way, BERKELEY CA 94703	R-3
08/06/2025	ESR-2025-02481	Closed Expired	1542 LINCOLN St, BERKELEY CA 94703	R-3
08/06/2025	ESR-2025-02479	Closed Expired	1411 CYPRESS St, BERKELEY CA 94703	R-3
08/05/2025	ESR-2025-02471	Closed Expired	1716 MILVIA St, BERKELEY CA 94709	R-3
08/05/2025	ESR-2025-02468	Closed Expired	1514 ALLSTON Way, BERKELEY CA 94703	R-3
08/04/2025	ESR-2025-02452	Closed Expired	2126 ACTON St, BERKELEY CA 94702	R-3
08/04/2025	ESR-2025-02450	Closed Expired	2946 CLAREMONT Blvd, BERKELEY CA 94705	R-3
08/04/2025	ESR-2025-02448	Closed Expired	2011 PARKER St, BERKELEY CA 94704	R-3
08/04/2025	ESR-2025-02439	Closed Expired	1462 STANNAGE Ave, BERKELEY CA 94702	R-3
08/01/2025	ESR-2025-02425	Closed Expired	1119 KEITH Ave, BERKELEY CA 94708	R-3
08/01/2025	ESR-2025-02423	Closed Expired	2300 WARD St, BERKELEY CA 94705	R-3
07/31/2025	ESR-2025-02410	Closed Expired	1484 SEVENTH St, BERKELEY CA 94710	R-3
07/30/2025	25TMP-026294		1406 TENTH St, BERKELEY CA 94710	R-3
07/30/2025	ESR-2025-02385	Closed Expired	1500 ROSE St, BERKELEY CA 94703	R-3
07/30/2025	ESR-2025-02382	Closed Expired	2922 AVALON Ave, BERKELEY CA 94705	R-3
