Date	Permit Number	Status	Address	Occupancy Class
04/15/2024	ESR-2024-01148	Closed Expired	450 VASSAR Ave, BERKELEY CA 94708	R-3
04/15/2024	ESR-2024-01139	Closed Expired	470 SPRUCE St, BERKELEY CA 94708	R-3
04/11/2024	ESR-2024-01121	Closed Expired	1329 CALIFORNIA St, BERKELEY CA 94703	R-3
04/11/2024	ESR-2024-01119	Closed Expired	1355 ADDISON St, BERKELEY CA 94702	R-3
04/11/2024	ESR-2024-01115	Closed Expired	1087 EUCLID Ave, BERKELEY CA 94708	R-3
04/10/2024	ESR-2024-01104	Closed Expired	1337 HEARST Ave, BERKELEY CA 94702	R-3
04/09/2024	24TMP-018590		United States	R-3
04/09/2024	ESR-2024-01101	Closed Expired	35 BONNIE Ln, BERKELEY CA 94708	R-3
04/08/2024	24TMP-018432		3005 BENVENUE Ave, BERKELEY CA 94705	R-3
04/08/2024	ESR-2024-01090	Closed Expired	1695 HOPKINS St, BERKELEY CA 94707	R-3
04/07/2024	ESR-2024-01081	Closed Expired	1303 STANNAGE Ave, BERKELEY CA 94702	R-3
04/05/2024	ESR-2024-01069	Closed Expired	1334 M L KING JR Way, BERKELEY CA 94709	R-3
04/05/2024	ESR-2024-01066	Closed Expired	971 JONES St, BERKELEY CA 94710	R-3
04/05/2024	ESR-2024-01062	Closed Expired	1465 GRIZZLY PEAK Blvd, BERKELEY CA 94708	R-3
04/05/2024	ESR-2024-01061	Closed Expired	1423 ARCH St, BERKELEY CA 94708	R-3
04/04/2024	ESR-2024-01058	Closed Expired	2735 WALLACE St, BERKELEY CA 94702	R-3
04/04/2024	ESR-2024-01047	Closed Expired	1830 CARLETON St, BERKELEY CA 94703	R-3
04/03/2024	ESR-2024-01025	Closed Expired	1645 ASHBY Ave, BERKELEY CA 94703	R-3
04/03/2024	ESR-2024-01023	Closed Expired	1301 LA LOMA Ave, BERKELEY CA 94708	R-3
04/03/2024	ESR-2024-01013	Closed Expired	690 SAN LUIS Rd, BERKELEY CA 94707	R-3
04/02/2024	24TMP-017780		1652 CHESTNUT St, BERKELEY CA 94702	R-3
04/01/2024	ESR-2024-00962	Closed Expired	1325 VIRGINIA St, BERKELEY CA 94702	R-3
03/29/2024	ESR-2024-00923	Closed Expired	2338 PIEDMONT Ave, BERKELEY CA 94704	R-3
03/29/2024	ESR-2024-00927	Closed Expired	2935 GARBER St, BERKELEY CA 94705	R-3
03/27/2024	ESR-2024-00899	Closed Expired	2821 MATHEWS St, BERKELEY CA 94702	R-3
03/26/2024	ESR-2024-00885	Closed Expired	1409 STANNAGE Ave, BERKELEY CA 94702	R-3
03/26/2024	ESR-2024-00882	Closed Expired	2525 ASHBY Ave, 1, BERKELEY CA 94705	R-3
03/24/2024	ESR-2024-00859	Closed Expired	1246 ROSE St, BERKELEY CA 94702	R-3
03/22/2024	ESR-2024-00848	Closed Expired	20 VIRGINIA GARDENS, BERKELEY CA 94702	R-3
03/21/2024	ESR-2024-00836	Closed Expired	1252 VIRGINIA St, A, BERKELEY CA 94702	R-3
03/19/2024	ESR-2024-00818	Closed Expired	1363 TOMLEE Dr, BERKELEY CA 94702	R-3
03/16/2024	ESR-2024-00794	Closed Expired	1004 JONES St, BERKELEY CA 94710	R-3
03/15/2024	24TMP-014523		1143 ADDISON St, BERKELEY CA 94702	R-3
03/15/2024	ESR-2024-00785	Closed Expired	128 PARKSIDE Dr, BERKELEY CA 94705	R-3
03/15/2024	ESR-2024-00786	Closed Expired	2439 GRANT St, BERKELEY CA 94703	R-3
03/15/2024	ESR-2024-00789	Closed Expired	1644 CORNELL Ave, BERKELEY CA 94702	R-3
03/14/2024	ESR-2024-00768	Closed Expired	60 PANORAMIC Way, BERKELEY CA 94704	R-3
03/12/2024	ESR-2024-00747	Closed Expired	488 SPRUCE St, BERKELEY CA 94708	R-3
03/11/2024	24TMP-013761		2828 KELSEY St, BERKELEY CA 94705	R-3
03/11/2024	ESR-2024-00715	Closed Expired	2955 PIEDMONT Ave, BERKELEY CA 94705	R-3
03/10/2024	ESR-2024-00713	Closed Expired	944 CHANNING Way, BERKELEY CA 94710	R-3
03/08/2024	ESR-2024-00707	Closed Expired	29 EUCALYPTUS Rd, BERKELEY CA 94705	R-3
03/08/2024	ESR-2024-00706	Closed Expired	1101 WALNUT St, BERKELEY CA 94707	R-3
03/07/2024	24TMP-013378		2101 SACRAMENTO St, BERKELEY CA 94702	R-3
03/06/2024	ESR-2024-00679	Closed Expired	2123 RUSSELL St, BERKELEY CA 94705	R-3
03/04/2024	ESR-2024-00643	Closed Expired	60 PANORAMIC Way, BERKELEY CA 94704	R-3
03/01/2024	ESR-2024-00632	Closed Expired	1467 CORNELL Ave, BERKELEY CA 94702	R-3
02/28/2024	ESR-2024-00595	Closed Expired	45 BRET HARTE Rd, BERKELEY CA 94708	R-3
02/26/2024	ESR-2024-00565	Closed Expired	1636 DELAWARE St, BERKELEY CA 94703	R-3
02/23/2024	ESR-2024-00553	Closed Expired	1423 CAMPUS Dr, BERKELEY CA 94708	R-3
02/23/2024	ESR-2024-00551	Closed Expired	47 ALVARADO Rd, BERKELEY CA 94705	R-3
02/21/2024	ESR-2024-00523	Closed Expired	3204 TREMONT St, BERKELEY CA 94703	R-3
02/21/2024	ESR-2024-00520	Closed Expired	1709 SIXTH St, BERKELEY CA 94710	R-3
02/21/2024	ESR-2024-00516	Closed Expired	2244 SUMMER St, BERKELEY CA 94709	R-3
02/21/2024	ESR-2024-00525	Closed Expired	2 PARK GATE, BERKELEY CA 94708	R-3
02/20/2024	24TMP-009420		1938 WARD St, BERKELEY CA 94703	R-3
02/20/2024	ESR-2024-00513	Closed Expired	2101 SACRAMENTO St, BERKELEY CA 94702	R-3
02/20/2024	ESR-2024-00504	Closed Expired	2436 CHANNING Way, BERKELEY CA 94704	R-3
02/17/2024	ESR-2024-00479	Closed Expired	1611 MCGEE Ave, BERKELEY CA 94703	R-3
02/15/2024	ESR-2024-00447	Closed Expired	36 OAK RIDGE Rd, BERKELEY CA 94705	R-3
02/13/2024	24TMP-007925		1709 FRANCISCO St, BERKELEY CA 94703	R-3
02/13/2024	ESR-2024-00428	Closed Expired	2624 REGENT St, A, BERKELEY CA 94704	R-3
02/13/2024	ESR-2024-00414	Closed Expired	60 PANORAMIC Way, BERKELEY CA 94704	R-3
02/13/2024	ESR-2024-00410	Closed Expired	1231 ASHBY Ave, BERKELEY CA 94702	R-3
02/12/2024	ESR-2024-00394	Closed Expired	1031 VIRGINIA St, BERKELEY CA 94710	R-3
02/06/2024	ESR-2024-00351	Closed Expired	1349 DELAWARE St, BERKELEY CA 94702	R-3
02/06/2024	ESR-2024-00349	Closed Expired	1121 COLUSA Ave, BERKELEY CA 94707	R-3
02/06/2024	ESR-2024-00348	Closed Expired	380 VASSAR Ave, BERKELEY CA 94708	R-3
02/06/2024	ESR-2024-00346	Closed Expired	690 SAN LUIS Rd, BERKELEY CA 94707	R-3
02/06/2024	ESR-2024-00345	Closed Expired	2071 EMERSON St, BERKELEY CA 94703	R-3
02/05/2024	ESR-2024-00335	Closed Expired	2071 EMERSON St, BERKELEY CA 94703	R-3
02/04/2024	ESR-2024-00327	Closed Expired	450 ARLINGTON Ave, BERKELEY CA 94707	R-3
02/01/2024	ESR-2024-00303	Closed Expired	1724 LA VEREDA Rd, BERKELEY CA 94709	R-3
02/01/2024	ESR-2024-00302	Closed Expired	3012 KING St, BERKELEY CA 94703	R-3
02/01/2024	ESR-2024-00296	Closed Expired	1629 KAINS Ave, BERKELEY CA 94702	R-3
02/01/2024	ESR-2024-00295	Closed Expired	2312 DERBY St, BERKELEY CA 94705	R-3
01/31/2024	ESR-2024-00278	Closed Expired	108 FOREST Ln, BERKELEY CA 94708	R-3
01/31/2024	24TMP-005350		1760 ROSE St, BERKELEY CA 94703	R-3
01/30/2024	ESR-2024-00273	Closed Expired	1565 BEVERLY Pl, BERKELEY CA 94706	R-3
01/26/2024	ESR-2024-00237	Closed Expired	1645 HARMON St, BERKELEY CA 94703	R-3
01/26/2024	ESR-2024-00238	Closed Expired	1315 STANNAGE Ave, BERKELEY CA 94702	R-3
01/24/2024	ESR-2024-00216	Closed Expired	1419 BANCROFT Way, BERKELEY CA 94702	R-3
01/24/2024	ESR-2024-00207	Closed Expired	2218 PARKER St, BERKELEY CA 94704	R-3
01/23/2024	24TMP-004049		1300 SUMMIT Rd, BERKELEY CA 94708	R-3
01/22/2024	ESR-2024-00184	Closed Expired	1300 MONTEREY Ave, BERKELEY CA 94707	R-3
01/22/2024	ESR-2024-00186	Closed Expired	1628 OREGON St, BERKELEY CA 94703	R-3
01/22/2024	ESR-2024-00192	Closed Expired	29 EUCALYPTUS Rd, BERKELEY CA 94705	R-3
01/21/2024	ESR-2024-00181	Closed Expired	1782 CAPISTRANO Ave, BERKELEY CA 94707	R-3
01/19/2024	ESR-2024-00177	Closed Expired	2118 CALIFORNIA St, BERKELEY CA 94703	R-3
01/19/2024	ESR-2024-00178	Closed Expired	2327 SEVENTH St, BERKELEY CA 94710	R-3
01/17/2024	ESR-2024-00151	Closed Expired	920 JONES St, BERKELEY CA 94710	R-3
01/17/2024	ESR-2024-00155	Closed Expired	2847 MCGEE Ave, BERKELEY CA 94703	R-3
01/16/2024	24TMP-002906		1657 CHESTNUT St, BERKELEY CA 94702	R-3
01/16/2024	24TMP-002675		1130 SHATTUCK Ave, BERKELEY CA 94707	R-3
01/11/2024	24TMP-001983		1130 SHATTUCK Ave, BERKELEY CA 94707	R-3
01/08/2024	24TMP-001318		692 HILLDALE Ave, BERKELEY CA 94708	R-3
01/07/2024	ESR-2024-00059	Closed Expired	1734 DERBY St, BERKELEY CA 94703	R-3
01/04/2024	ESR-2024-00041	Closed Expired	1535 COMSTOCK Ct, BERKELEY CA 94703	R-3
01/02/2024	ESR-2024-00015	Closed Expired	1025 COLUSA Ave, BERKELEY CA 94707	R-3
01/02/2024	ESR-2024-00017	Closed Expired	2736 M L KING JR Way, BERKELEY CA 94703	R-3
01/02/2024	24TMP-000141		1190 OXFORD St, BERKELEY CA 94707	R-3
01/01/2024	ESR-2024-00001	Closed Expired	1821 ADDISON St, BERKELEY CA 94703	R-3
01/01/2024	ESR-2024-00004	Closed Expired	1641 M L KING JR Way, BERKELEY CA 94709	R-3
12/26/2023	ESR-2023-03717	Closed Expired	932 FRESNO Ave, BERKELEY CA 94707	R-3
12/26/2023	ESR-2023-03716	Closed Expired	2327 SEVENTH St, BERKELEY CA 94710	R-3
12/22/2023	23TMP-032157		1019 CHANNING Way, BERKELEY CA 94710	R-3
12/21/2023	ESR-2023-03705	Closed Expired	1215 NEILSON St, BERKELEY CA 94706	R-3
12/21/2023	ESR-2023-03701	Closed Expired	2900 RUSSELL St, BERKELEY CA 94705	R-3
12/19/2023	ESR-2023-03664	Closed Expired	1730 SPRUCE St, BERKELEY CA 94709	R-3
12/18/2023	ESR-2023-03656	Closed Expired	1445 VIRGINIA St, BERKELEY CA 94702	R-3
12/18/2023	ESR-2023-03659	Closed Expired	2724 DOHR St, BERKELEY CA 94702	R-3
12/18/2023	23TMP-031354		3035 MABEL St, BERKELEY CA 94702	R-3
12/14/2023	ESR-2023-03642	Closed Expired	55 COLORADO Ave, BERKELEY CA 94707	R-3
12/13/2023	23TMP-030740		1810 PRINCE St, BERKELEY CA 94703	R-3
12/13/2023	ESR-2023-03632	Closed Expired	1218 COLUSA Ave, BERKELEY CA 94707	R-3
12/13/2023	ESR-2023-03631	Closed Expired	1911 CARLETON St, BERKELEY CA 94704	R-3
12/12/2023	ESR-2023-03613	Closed Expired	1296 OXFORD St, BERKELEY CA 94709	R-3
12/11/2023	ESR-2023-03602	Closed Expired	820 MIRAMAR Ave, BERKELEY CA 94707	R-3
12/09/2023	ESR-2023-03597	Closed Expired	2736 ELMWOOD Ave, BERKELEY CA 94705	R-3
12/06/2023	ESR-2023-03558	Closed Expired	2673 HILGARD Ave, BERKELEY CA 94709	R-3
12/05/2023	ESR-2023-03543	Closed Expired	614 SAN FERNANDO Ave, BERKELEY CA 94707	R-3
12/04/2023	ESR-2023-03536	Closed Expired	932 FRESNO Ave, BERKELEY CA 94707	R-3
12/04/2023	ESR-2023-03534	Closed Expired	2710 COLLEGE Ave, BERKELEY CA 94705	R-3
12/04/2023	ESR-2023-03530	Closed Expired	77 OAK RIDGE Rd, BERKELEY CA 94705	R-3
12/01/2023	ESR-2023-03521	Closed Expired	511 GRIZZLY PEAK Blvd, BERKELEY CA 94708	R-3
11/30/2023	ESR-2023-03508	Closed Expired	1381 ADA St, BERKELEY CA 94702	R-3
11/27/2023	ESR-2023-03471	Closed Expired	2526 PIEDMONT Ave, BERKELEY CA 94704	R-3
11/27/2023	ESR-2023-03466	Closed Expired	584 ARLINGTON Ave, BERKELEY CA 94707	R-3
11/27/2023	ESR-2023-03463	Closed Expired	1207 DELAWARE St, BERKELEY CA 94702	R-3
11/27/2023	ESR-2023-03460	Closed Expired	1205 CHANNING Way, BERKELEY CA 94702	R-3
11/22/2023	ESR-2023-03451	Closed Expired	2673 HILGARD Ave, BERKELEY CA 94709	R-3
11/22/2023	ESR-2023-03446	Closed Expired	1301 PERALTA Ave, BERKELEY CA 94702	R-3
11/22/2023	23TMP-029051		1921 CAPISTRANO Ave, BERKELEY CA 94707	R-3
11/16/2023	23TMP-028759		1208 NEILSON St, BERKELEY CA 94706	R-3
11/16/2023	ESR-2023-03405	Closed Expired	2327 SEVENTH St, BERKELEY CA 94710	R-3
11/15/2023	ESR-2023-03384	Closed Expired	820 MIRAMAR Ave, BERKELEY CA 94707	R-3
11/15/2023	ESR-2023-03374	Closed Expired	1423 CAMPUS Dr, BERKELEY CA 94708	R-3
11/13/2023	ESR-2023-03349	Closed Expired	871 KEELER Ave, BERKELEY CA 94708	R-3
11/13/2023	23TMP-028534		657 SPRUCE St, BERKELEY CA 94707	R-3
11/10/2023	ESR-2023-03339	Closed Expired	1733 NINTH St, BERKELEY CA 94710	R-3
11/09/2023	ESR-2023-03329	Closed Expired	1421 GLENDALE Ave, BERKELEY CA 94708	R-3
11/09/2023	ESR-2023-03322	Closed Expired	1719 VINE St, BERKELEY CA 94703	R-3
11/09/2023	ESR-2023-03319	Closed Expired	2324 DERBY St, BERKELEY CA 94705	R-3
11/07/2023	ESR-2023-03290	Closed Expired	1424 JOSEPHINE St, BERKELEY CA 94703	R-3
11/07/2023	ESR-2023-03292	Closed Expired	1704 BANCROFT Way, BERKELEY CA 94703	R-3
11/07/2023	ESR-2023-03293	Closed Expired	1704 BANCROFT Way, BERKELEY CA 94703	R-3
11/07/2023	23TMP-028341		United States	R-3
11/07/2023	23TMP-028325		United States	R-3
11/03/2023	23TMP-028116		1500 SPRUCE St, BERKELEY CA 94709	R-3
11/02/2023	23TMP-028095		1829 CHANNING Way, BERKELEY CA 94703	R-3
11/02/2023	ESR-2023-03239	Closed Expired	1323 ACTON St, BERKELEY CA 94706	R-3
11/01/2023	ESR-2023-03236	Closed Expired	962 EUCLID Ave, BERKELEY CA 94708	R-3
11/01/2023	ESR-2023-03227	Closed Expired	2829 FOREST Ave, BERKELEY CA 94705	R-3
11/01/2023	ESR-2023-03226	Closed Expired	1478 ROSE St, BERKELEY CA 94702	R-3
11/01/2023	ESR-2023-03225	Closed Expired	2128 STUART St, BERKELEY CA 94705	R-3
11/01/2023	ESR-2023-03224	Closed Expired	2535 BUENA VISTA Way, BERKELEY CA 94708	R-3
10/30/2023	ESR-2023-03200	Closed Expired	614 SAN FERNANDO Ave, BERKELEY CA 94707	R-3
10/25/2023	ESR-2023-03159	Closed Expired	1949 M L KING JR Way, 3, BERKELEY CA 94704	R-3
10/23/2023	ESR-2023-03125	Closed Expired	1152 MILLER Ave, BERKELEY CA 94708	R-3
10/19/2023	ESR-2023-03106	Closed Expired	159 ALVARADO Rd, BERKELEY CA 94705	R-3
10/19/2023	ESR-2023-03098	Closed Expired	1163 EUCLID Ave, BERKELEY CA 94708	R-3
10/18/2023	ESR-2023-03090	Closed Expired	917 SHATTUCK Ave, BERKELEY CA 94707	R-3
10/17/2023	ESR-2023-03081	Closed Expired	429 KENTUCKY Ave, BERKELEY CA 94707	R-3
10/17/2023	ESR-2023-03074	Closed Expired	2750 DOHR St, BERKELEY CA 94702	R-3
10/17/2023	ESR-2023-03067	Closed Expired	2320 JEFFERSON Ave, BERKELEY CA 94703	R-3
10/16/2023	23TMP-027182		1420 HOPKINS St, BERKELEY CA 94702	R-3
10/16/2023	ESR-2023-03048	Closed Expired	1471 CATHERINE Dr, BERKELEY CA 94702	R-3
10/13/2023	ESR-2023-03034	Closed Expired	2836 PRINCE St, BERKELEY CA 94705	R-3
10/12/2023	ESR-2023-03023	Closed Expired	1736 HEARST Ave, BERKELEY CA 94703	R-3
10/12/2023	ESR-2023-03019	Closed Expired	2125 ESSEX St, BERKELEY CA 94705	R-3
10/11/2023	ESR-2023-03009	Closed Expired	853 CONTRA COSTA Ave, BERKELEY CA 94707	R-3
10/10/2023	ESR-2023-02982	Closed Expired	646 VINCENTE Ave, BERKELEY CA 94707	R-3
10/04/2023	ESR-2023-02939	Closed Expired	1801 FRANCISCO St, BERKELEY CA 94703	R-3
10/04/2023	ESR-2023-02938	Closed Expired	1891 SAN ANTONIO Ave, BERKELEY CA 94707	R-3
10/04/2023	ESR-2023-02932	Closed Expired	3214 CALIFORNIA St, BERKELEY CA 94703	R-3
10/03/2023	ESR-2023-02907	Closed Expired	614 SAN FERNANDO Ave, BERKELEY CA 94707	R-3
10/02/2023	ESR-2023-02893	Closed Expired	1285 HEARST Ave, BERKELEY CA 94702	R-3
10/02/2023	ESR-2023-02894	Closed Expired	1886 HARMON St, BERKELEY CA 94703	R-3
10/02/2023	23TMP-026482		2235 MCGEE Ave, BERKELEY CA 94703	R-3
10/02/2023	23TMP-026465		2150 ASHBY Ave, BERKELEY CA 94705	R-3
09/29/2023	ESR-2023-02891	Closed Expired	1275 CAMPUS Dr, BERKELEY CA 94708	R-3
09/27/2023	ESR-2023-02868	Closed Expired	1571 VISALIA Ave, BERKELEY CA 94707	R-3
09/27/2023	ESR-2023-02871	Closed Expired	1241 BERKELEY Way, B, BERKELEY CA 94702	R-3
09/26/2023	ESR-2023-02853	Closed Expired	1509 ACTON St, BERKELEY CA 94702	R-3
09/24/2023	ESR-2023-02839	Closed Expired	1960 LOS ANGELES Ave, BERKELEY CA 94707	R-3
09/22/2023	ESR-2023-02833	Closed Expired	1270 QUEENS Rd, BERKELEY CA 94708	R-3
09/19/2023	ESR-2023-02799	Closed Expired	575 SANTA CLARA Ave, BERKELEY CA 94707	R-3
09/19/2023	ESR-2023-02792	Closed Expired	1425 WARD St, BERKELEY CA 94702	R-3
09/19/2023	23TMP-025938		1301 BLAKE St, BERKELEY CA 94702	R-3
09/17/2023	ESR-2023-02765	Closed Expired	1634 FAIRVIEW St, BERKELEY CA 94703	R-3
09/15/2023	ESR-2023-02753	Closed Expired	1891 SAN ANTONIO Ave, BERKELEY CA 94707	R-3
09/15/2023	ESR-2023-02754	Closed Expired	774 NEILSON St, BERKELEY CA 94707	R-3
09/15/2023	ESR-2023-02757	Closed Expired	1821 SAN PEDRO Ave, BERKELEY CA 94707	R-3
09/12/2023	23TMP-025622		800 ARLINGTON Ave, BERKELEY CA 94707	R-3
09/05/2023	ESR-2023-02663	Closed Expired	38 PANORAMIC Way, BERKELEY CA 94704	R-3
09/04/2023	ESR-2023-02644	Closed Expired	1742 VIRGINIA St, BERKELEY CA 94703	R-3
09/01/2023	ESR-2023-02639	Closed Expired	3 OAKVALE Ave, BERKELEY CA 94705	R-3
08/31/2023	ESR-2023-02631	Closed Expired	1623 DERBY St, BERKELEY CA 94703	R-3
08/31/2023	23TMP-025156		1708 FRANCISCO St, BERKELEY CA 94703	R-3
08/25/2023	ESR-2023-02567	Closed Expired	1616 EIGHTH St, BERKELEY CA 94710	R-3
08/25/2023	ESR-2023-02564	Closed Expired	1443 STANNAGE Ave, BERKELEY CA 94702	R-3
08/24/2023	ESR-2023-02544	Closed Expired	1354 BERKELEY Way, BERKELEY CA 94702	R-3
08/23/2023	ESR-2023-02524	Closed Expired	1262 BURNETT St, BERKELEY CA 94702	R-3
08/21/2023	ESR-2023-02505	Closed Expired	1680 FRANKLIN St, BERKELEY CA 94702	R-3
08/18/2023	ESR-2023-02482	Closed Expired	1409 WALNUT St, BERKELEY CA 94709	R-3
08/15/2023	ESR-2023-02442	Closed Expired	1340 ORDWAY St, BERKELEY CA 94702	R-3
08/14/2023	ESR-2023-02428	Closed Expired	2146 WOOLSEY St, BERKELEY CA 94705	R-3
08/14/2023	ESR-2023-02425	Closed Expired	1421 SIXTY-SEVENTH St, BERKELEY CA 94702	R-3
08/14/2023	ESR-2023-02418	Closed Expired	2111 BYRON St, B, BERKELEY CA 94702	R-3
08/11/2023	ESR-2023-02408	Closed Expired	430 ARLINGTON Ave, BERKELEY CA 94707	R-3
08/10/2023	ESR-2023-02384	Closed Expired	2755 WALLACE St, BERKELEY CA 94702	R-3
08/09/2023	ESR-2023-02378	Closed Expired	1377 ROSE St, BERKELEY CA 94702	R-3
08/07/2023	ESR-2023-02348	Closed Expired	1332 ORDWAY St, BERKELEY CA 94702	R-3
08/04/2023	ESR-2023-02334	Closed Expired	1311 ACTON St, BERKELEY CA 94706	R-3
08/03/2023	23TMP-023765		6 ROSEMONT Ave, BERKELEY CA 94708	R-3
08/01/2023	ESR-2023-02301	Closed Expired	936 CRAGMONT Ave, BERKELEY CA 94708	R-3
08/01/2023	ESR-2023-02297	Closed Expired	1221 CARRISON St, BERKELEY CA 94702	R-3
07/24/2023	ESR-2023-02222	Closed Expired	1200 DWIGHT Way, BERKELEY CA 94702	R-3
07/24/2023	ESR-2023-02217	Closed Expired	3026 FULTON St, BERKELEY CA 94705	R-3
07/20/2023	23TMP-023047		1630 CARLETON St, BERKELEY CA 94703	R-3
07/19/2023	23TMP-022968		1510 OXFORD St, BERKELEY CA 94709	R-3
07/19/2023	23TMP-022963		2414 TENTH St, BERKELEY CA 94710	R-3
07/12/2023	ESR-2023-02105	Closed Expired	2109 BROWNING St, BERKELEY CA 94702	R-3
07/11/2023	ESR-2023-02097	Closed Expired	1916 RUSSELL St, BERKELEY CA 94703	R-3
07/11/2023	ESR-2023-02088	Closed Expired	1221 CARRISON St, BERKELEY CA 94702	R-3
07/11/2023	ESR-2023-02087	Closed Expired	1221 CARRISON St, BERKELEY CA 94702	R-3
07/08/2023	ESR-2023-02071	Closed Expired	1053 OXFORD St, BERKELEY CA 94707	R-3
07/07/2023	ESR-2023-02060	Closed Expired	460 MICHIGAN Ave, BERKELEY CA 94707	R-3
07/06/2023	ESR-2023-02059	Closed Expired	1429 BONITA Ave, BERKELEY CA 94709	R-3
07/05/2023	ESR-2023-02046	Closed Expired	1321 SEVENTH St, BERKELEY CA 94710	R-3
06/28/2023	ESR-2023-02003	Closed Expired	1201 CURTIS St, BERKELEY CA 94706	R-3
06/28/2023	ESR-2023-02001	Closed Expired	767 SAN DIEGO Rd, BERKELEY CA 94707	R-3
06/28/2023	ESR-2023-01993	Closed Expired	3016 DEAKIN St, BERKELEY CA 94705	R-3
06/23/2023	ESR-2023-01950	Closed Expired	1014 HEARST Ave, BERKELEY CA 94710	R-3
06/21/2023	23TMP-021721		1615 MCGEE Ave, BERKELEY CA 94703	R-3
06/19/2023	ESR-2023-01879	Closed Expired	460 MICHIGAN Ave, BERKELEY CA 94707	R-3
06/15/2023	ESR-2023-01859	Closed Expired	1739 WARD St, BERKELEY CA 94703	R-3
06/14/2023	23TMP-021367		2120 MILVIA St, BERKELEY CA 94704	R-3
06/13/2023	ESR-2023-01814	Closed Expired	59 ARDEN Rd, BERKELEY CA 94704	R-3
06/13/2023	23TMP-021312		United States	R-3
06/13/2023	23TMP-021279		1205 CORNELL Ave, BERKELEY CA 94706	R-3
06/12/2023	ESR-2023-01793	Closed Expired	2920 SHASTA Rd, BERKELEY CA 94708	R-3
06/12/2023	ESR-2023-01798	Closed Expired	2637 WOOLSEY St, BERKELEY CA 94705	R-3
06/08/2023	ESR-2023-01780	Closed Expired	1527 WOOLSEY St, BERKELEY CA 94703	R-3
06/08/2023	ESR-2023-01781	Closed Expired	1812 FRANKLIN St, BERKELEY CA 94702	R-3
06/06/2023	ESR-2023-01743	Closed Expired	1838 SIXTY-THIRD St, BERKELEY CA 94703	R-3
06/06/2023	ESR-2023-01740	Closed Expired	2609 WEBSTER St, BERKELEY CA 94705	R-3
06/01/2023	ESR-2023-01708	Closed Expired	2339 EDWARDS St, BERKELEY CA 94702	R-3
05/30/2023	ESR-2023-01658	Closed Expired	2026 WOOLSEY St, BERKELEY CA 94703	R-3
05/25/2023	ESR-2023-01623	Closed Expired	2523 TENTH St, BERKELEY CA 94710	R-3
05/24/2023	ESR-2023-01615	Closed Expired	1601 ARCH St, BERKELEY CA 94709	R-3
05/23/2023	ESR-2023-01588	Closed Expired	1338 STANNAGE Ave, BERKELEY CA 94702	R-3
05/23/2023	ESR-2023-01584	Closed Expired	1208 NEILSON St, BERKELEY CA 94706	R-3
05/18/2023	ESR-2023-01540	Closed Expired	130 FAIRLAWN Dr, BERKELEY CA 94708	R-3
05/17/2023	ESR-2023-01524	Closed Expired	973 ARLINGTON Ave, BERKELEY CA 94707	R-3
05/09/2023	ESR-2023-01427	Closed Expired	1325 ARCH St, BERKELEY CA 94708	R-3
05/08/2023	ESR-2023-01411	Closed Expired	2735 MATHEWS St, BERKELEY CA 94702	R-3
05/04/2023	ESR-2023-01371	Closed Expired	1112 CARLETON St, BERKELEY CA 94702	R-3
05/04/2023	ESR-2023-01369	Closed Expired	1512 BONITA Ave, BERKELEY CA 94709	R-3
05/03/2023	ESR-2023-01351	Closed Expired	2313 VALLEY St, BERKELEY CA 94702	R-3
04/27/2023	ESR-2023-01277	Closed Expired	2310 EIGHTH St, BERKELEY CA 94710	R-3
04/27/2023	ESR-2023-01276	Closed Expired	2310 EIGHTH St, BERKELEY CA 94710	R-3
04/25/2023	ESR-2023-01247	Closed Expired	988 ADDISON St, BERKELEY CA 94710	R-3
04/14/2023	ESR-2023-01112	Closed Expired	1155 COLUSA Ave, BERKELEY CA 94707	R-3
04/12/2023	ESR-2023-01079	Closed Expired	1050 MIDDLEFIELD Rd, BERKELEY CA 94708	R-3
04/12/2023	ESR-2023-01077	Closed Expired	1325 ARCH St, BERKELEY CA 94708	R-3
04/11/2023	ESR-2023-01056	Closed Expired	1112 CARLETON St, BERKELEY CA 94702	R-3
04/11/2023	ESR-2023-01055	Closed Expired	1931 VINE St, BERKELEY CA 94709	R-3
04/11/2023	ESR-2023-01047	Closed Expired	2305 DERBY St, BERKELEY CA 94705	R-3
04/06/2023	ESR-2023-00993	Closed Expired	2142 CALIFORNIA St, BERKELEY CA 94703	R-3
04/04/2023	ESR-2023-00953	Closed Expired	1988 THOUSAND OAKS Blvd, BERKELEY CA 94707	R-3
03/30/2023	ESR-2023-00898	Closed Expired	2710 GARBER St, BERKELEY CA 94705	R-3
03/30/2023	ESR-2023-00897	Closed Expired	1394 QUEENS Rd, BERKELEY CA 94708	R-3
03/30/2023	ESR-2023-00894	Closed Expired	2390 MCGEE Ave, BERKELEY CA 94703	R-3
03/29/2023	ESR-2023-00873	Closed Expired	1929 HOPKINS St, BERKELEY CA 94707	R-3
03/28/2023	ESR-2023-00844	Closed Expired	2024 PRINCE St, BERKELEY CA 94703	R-3
03/28/2023	ESR-2023-00860	Closed Expired	1732 CARLETON St, BERKELEY CA 94703	R-3
03/27/2023	ESR-2023-00825	Closed Expired	1516 OLYMPUS Ave, BERKELEY CA 94708	R-3
03/24/2023	ESR-2023-00812	Closed Expired	3025 REGENT St, BERKELEY CA 94705	R-3
